withdrawal_id,customer_id,date_id,payment_method_id,gross_withdrawal_amount,fees,net_withdrawal,status,currency
1108,1174,20250409,2,26.47,0.45,26.02,Approved,EUR
1109,1179,20251023,2,152.43,1.41,151.02,Approved,EUR
1110,1179,20251026,4,295.23,1.53,293.7,Pending,EUR
1111,1181,20251022,3,42.23,0.63,41.6,Approved,EUR
1112,1182,20250301,1,192.41,1.44,190.97,Approved,CAD
1113,1182,20251019,2,91.59,0.81,90.78,Approved,CAD
1114,1182,20240720,6,47.35,0.67,46.68,Approved,CAD
1115,1183,20251013,5,255.77,1.47,254.3,Approved,EUR
1116,1184,20250503,3,128.32,1.31,127.01,Approved,EUR
1117,1185,20250913,5,29.66,0.59,29.07,Approved,MXN
1118,1185,20251029,2,139.3,1.02,138.28,Approved,MXN
1119,1186,20251016,3,143.44,0.65,142.79,Approved,COP
1120,1188,20250721,6,104.17,0.46,103.71,Pending,EUR
1121,1189,20250712,6,6.81,0.55,6.26,Approved,NOK
1122,1189,20241021,3,16.53,0.35,16.18,Approved,NOK
1123,1190,20250326,2,235.13,2.13,233.0,Approved,EUR
1124,1190,20251005,5,43.52,0.66,42.86,Approved,EUR
1125,1191,20250921,3,100.93,1.05,99.88,Approved,NZD
1126,1191,20250921,6,63.89,0.69,63.2,Approved,NZD
1127,1191,20250917,6,156.69,1.38,155.31,Approved,NZD
1128,1191,20251014,3,68.36,0.73,67.63,Approved,NZD
1129,1191,20250925,3,359.57,2.58,356.99,Approved,NZD
1130,1192,20250905,3,1241.27,5.48,1235.79,Pending,SEK
1131,1192,20250807,2,1107.81,6.45,1101.36,Approved,SEK
1132,1193,20251031,6,1259.58,4.81,1254.77,Approved,USD
1133,1195,20250518,1,61.84,0.74,61.1,Approved,NZD
1134,1195,20250909,6,16.56,0.46,16.1,Approved,NZD
1135,1195,20250814,2,13.65,0.48,13.17,Approved,NZD
1136,1196,20250616,6,122.88,0.91,121.97,Approved,USD
1137,1199,20241116,6,3679.72,28.25,3651.47,Approved,CAD
1138,1199,20250524,1,1349.69,10.19,1339.5,Approved,CAD
1139,1199,20240916,4,393.44,3.55,389.89,Approved,CAD
1140,1201,20240930,6,497.95,1.57,496.38,Approved,NZD
1141,1204,20251024,5,8.47,0.51,7.96,Approved,ARS
1142,1204,20250929,5,8.4,0.57,7.83,Approved,ARS
1143,1204,20251021,3,18.49,0.47,18.02,Approved,ARS
1144,1204,20251021,3,5.0,0.54,4.46,Approved,ARS
1145,1204,20251010,3,12.22,0.38,11.84,Approved,ARS
1146,1204,20251006,6,5.7,0.27,5.43,Approved,ARS
1147,1206,20250910,3,20.99,0.38,20.61,Approved,DKK
1148,1206,20250411,6,238.3,1.94,236.36,Approved,DKK
1149,1206,20241021,2,175.9,1.0,174.9,Pending,DKK
1150,1206,20250121,5,296.0,1.97,294.03,Approved,DKK
1151,1206,20250915,2,134.33,0.99,133.34,Approved,DKK
1152,1209,20250829,1,642.09,2.53,639.56,Approved,BRL
1153,1209,20250930,3,233.78,1.37,232.41,Approved,BRL
1154,1210,20250317,6,101.12,1.18,99.94,Approved,EUR
1155,1213,20250708,1,629.19,2.72,626.47,Approved,NOK
1156,1214,20251017,5,72.11,0.6,71.51,Approved,MXN
1157,1214,20250912,1,9.32,0.43,8.89,Approved,MXN
1158,1214,20250925,3,5.84,0.6,5.24,Approved,MXN
1159,1216,20250830,1,95.21,0.79,94.42,Approved,DKK
1160,1216,20251009,3,129.92,1.16,128.76,Approved,DKK
1161,1219,20251019,5,33.37,0.63,32.74,Approved,ARS
1162,1219,20251017,1,53.57,0.6,52.97,Approved,ARS
1163,1220,20250704,6,838.94,3.58,835.36,Approved,EUR
1164,1222,20251017,3,15.77,0.68,15.09,Approved,CAD
1165,1223,20251015,5,958.44,6.81,951.63,Declined,ARS
1166,1225,20241031,3,268.44,2.18,266.26,Approved,EUR
1167,1225,20241214,1,203.92,1.24,202.68,Approved,EUR
1168,1228,20251024,4,377.84,1.22,376.62,Approved,EUR
1169,1228,20250609,6,450.56,3.07,447.49,Approved,EUR
1170,1228,20250701,3,115.67,0.85,114.82,Approved,EUR
1171,1229,20240918,4,333.19,1.53,331.66,Pending,EUR
1172,1229,20250722,1,192.37,1.48,190.89,Approved,EUR
1173,1229,20241115,6,64.54,0.78,63.76,Approved,EUR
1174,1229,20240921,6,97.09,1.12,95.97,Approved,EUR
1175,1229,20251018,6,25.67,0.59,25.08,Approved,EUR
1176,1231,20251015,1,93.51,0.95,92.56,Approved,EUR
1177,1231,20250127,1,90.01,0.89,89.12,Approved,EUR
1178,1232,20250620,6,3403.36,27.39,3375.97,Pending,NZD
1179,1233,20250713,4,251.46,2.29,249.17,Approved,DKK
1180,1234,20251031,3,17034.32,85.81,16948.51,Approved,CAD
1181,1234,20251027,4,5655.99,41.52,5614.47,Approved,CAD
1182,1235,20250621,1,112.18,1.09,111.09,Approved,NZD
1183,1236,20251009,2,46.46,0.57,45.89,Approved,COP
1184,1238,20250414,2,84.34,0.62,83.72,Pending,EUR
1185,1238,20240309,1,72.86,0.74,72.12,Approved,EUR
1186,1239,20250103,6,326.73,1.94,324.79,Approved,DKK
1187,1241,20250120,4,146.7,1.12,145.58,Approved,EUR
1188,1243,20240620,3,2064.36,14.43,2049.93,Approved,EUR
1189,1244,20241106,6,5.01,0.27,4.74,Approved,COP
1190,1244,20250507,4,30.94,0.78,30.16,Approved,COP
1191,1246,20250809,2,8.82,0.26,8.56,Approved,EUR
1192,1246,20241218,2,19.28,0.44,18.84,Approved,EUR
1193,1246,20250929,2,12.02,0.42,11.6,Approved,EUR
1194,1247,20250909,5,78.42,0.45,77.97,Approved,ARS
1195,1255,20251028,2,18.64,0.5,18.14,Approved,NOK
1196,1256,20250412,4,291.19,1.17,290.02,Approved,EUR
1197,1256,20250724,6,542.48,4.8,537.68,Approved,EUR
1198,1259,20250423,6,2181.63,7.18,2174.45,Approved,EUR
1199,1261,20250926,1,285.51,0.9,284.61,Approved,AUD
1200,1261,20250514,4,169.23,1.59,167.64,Approved,AUD
1201,1261,20250623,6,64.03,0.76,63.27,Approved,AUD
1202,1261,20250701,3,215.96,1.68,214.28,Approved,AUD
1203,1261,20250711,3,28.76,0.44,28.32,Approved,AUD
1204,1262,20241127,2,44.61,0.66,43.95,Approved,NZD
1205,1262,20240919,1,632.48,2.12,630.36,Approved,NZD
1206,1264,20250629,3,76.86,0.79,76.07,Approved,EUR
1207,1264,20250907,2,135.67,1.27,134.4,Approved,EUR
1208,1266,20250428,3,168.17,1.58,166.59,Approved,EUR
1209,1267,20251021,2,1066.16,4.83,1061.33,Approved,EUR
1210,1267,20250417,6,659.94,4.6,655.34,Approved,EUR
1211,1268,20250620,5,565.45,2.53,562.92,Approved,EUR
1212,1268,20250719,5,89.48,0.79,88.69,Approved,EUR
1213,1268,20250610,6,22.21,0.58,21.63,Approved,EUR
1214,1269,20250811,3,41.78,0.69,41.09,Approved,ARS
1215,1269,20251020,5,72.55,0.63,71.92,Approved,ARS
1216,1270,20250327,3,46.69,0.69,46.0,Approved,EUR
1217,1271,20250901,5,20.88,0.49,20.39,Approved,CAD
1218,1274,20251004,4,160.58,0.81,159.77,Approved,EUR
1219,1278,20251018,4,70.4,0.85,69.55,Approved,SEK
1220,1278,20251031,1,51.11,0.91,50.2,Approved,SEK
1221,1280,20250607,1,111.11,1.19,109.92,Approved,MXN
1222,1280,20250218,4,16.27,0.5,15.77,Approved,MXN
1223,1281,20250807,2,444.53,2.46,442.07,Approved,BRL
1224,1282,20250408,5,517.51,2.29,515.22,Approved,ARS
1225,1283,20250819,4,56.76,0.58,56.18,Approved,ARS
1226,1284,20250814,6,15.69,0.49,15.2,Approved,EUR
1227,1284,20250624,3,25.7,0.64,25.06,Approved,EUR
1228,1285,20251018,3,89.57,0.98,88.59,Approved,DKK
1229,1286,20250911,3,457.13,2.98,454.15,Approved,NZD
1230,1287,20251017,1,110.35,0.92,109.43,Approved,GBP
1231,1288,20240914,5,520.85,4.59,516.26,Approved,SEK
1232,1291,20250904,3,18.03,0.47,17.56,Approved,AUD
1233,1291,20251023,5,33.58,0.37,33.21,Approved,AUD
1234,1294,20241222,3,5.0,0.52,4.48,Approved,EUR
1235,1294,20250903,5,101.48,0.61,100.87,Approved,EUR
1236,1294,20250708,6,34.43,0.69,33.74,Approved,EUR
1237,1296,20241122,6,730.95,5.54,725.41,Approved,EUR
1238,1297,20251028,6,146.38,1.16,145.22,Approved,NZD
1239,1304,20250917,3,524.64,3.0,521.64,Approved,NZD
1240,1304,20250817,1,1043.67,6.03,1037.64,Approved,NZD
1241,1305,20250201,5,104.79,1.07,103.72,Declined,COP
1242,1307,20250306,6,5.65,0.47,5.18,Approved,EUR
1243,1307,20241010,5,23.78,0.49,23.29,Approved,EUR
1244,1307,20240731,6,22.07,0.37,21.7,Approved,EUR
1245,1307,20250324,2,22.68,0.36,22.32,Pending,EUR
1246,1307,20250911,6,8.12,0.38,7.74,Pending,EUR
1247,1308,20250715,4,48.72,0.53,48.19,Declined,AUD
1248,1312,20250424,3,246.84,1.08,245.76,Approved,EUR
1249,1313,20250813,6,4883.37,22.88,4860.49,Approved,EUR
1250,1314,20250214,5,283.03,2.18,280.85,Approved,NOK
1251,1315,20250323,6,95.45,0.6,94.85,Approved,CAD
1252,1318,20251013,5,5.0,0.31,4.69,Approved,BRL
1253,1318,20250930,4,5.0,0.62,4.38,Approved,BRL
1254,1318,20251012,4,6.08,0.23,5.85,Approved,BRL
1255,1318,20250924,3,5.0,0.33,4.67,Approved,BRL
1256,1321,20250531,2,6.82,0.38,6.44,Approved,EUR
1257,1321,20250614,3,15.98,0.36,15.62,Pending,EUR
1258,1322,20250825,6,186.9,1.72,185.18,Approved,COP
1259,1323,20250829,1,106.42,1.27,105.15,Approved,NZD
1260,1323,20250910,2,73.73,0.62,73.11,Approved,NZD
1261,1324,20250130,1,55.36,0.73,54.63,Approved,SEK
1262,1324,20241109,1,102.31,1.42,100.89,Approved,SEK
1263,1325,20250721,6,261.76,2.13,259.63,Approved,MXN
1264,1327,20251015,2,5.0,0.37,4.63,Approved,AUD
1265,1327,20250809,4,5.0,0.24,4.76,Pending,AUD
1266,1327,20251026,5,28.36,0.64,27.72,Approved,AUD
1267,1330,20250628,2,332.19,1.68,330.51,Approved,EUR
1268,1331,20251017,2,113.09,1.07,112.02,Approved,DKK
1269,1334,20251001,3,5.0,0.49,4.51,Declined,EUR
1270,1334,20251009,2,9.34,0.37,8.97,Pending,EUR
1271,1334,20250820,1,7.11,0.52,6.59,Approved,EUR
1272,1335,20241129,5,110.8,1.24,109.56,Approved,MXN
1273,1337,20250926,2,39.05,0.44,38.61,Approved,USD
1274,1337,20250702,1,82.09,0.73,81.36,Approved,USD
1275,1338,20250924,3,160.31,1.69,158.62,Approved,EUR
1276,1339,20241120,6,28.6,0.43,28.17,Approved,ARS
1277,1339,20250116,5,84.32,0.67,83.65,Approved,ARS
1278,1339,20250709,5,23.81,0.69,23.12,Approved,ARS
1279,1342,20251017,3,99.89,0.78,99.11,Approved,EUR
1280,1342,20251015,5,25.33,0.52,24.81,Pending,EUR
1281,1343,20250926,3,16.76,0.39,16.37,Approved,EUR
1282,1344,20251027,6,22.75,0.47,22.28,Approved,COP
1283,1344,20251030,5,9.78,0.5,9.28,Approved,COP
1284,1346,20251005,5,263.73,1.55,262.18,Approved,USD
1285,1347,20250329,1,82.17,0.7,81.47,Approved,EUR
1286,1347,20250714,6,136.33,0.89,135.44,Approved,EUR
1287,1352,20250428,1,5.0,0.49,4.51,Approved,COP
1288,1352,20241112,3,137.74,1.0,136.74,Approved,COP
1289,1353,20251015,6,497.09,2.29,494.8,Approved,MXN
1290,1355,20251031,2,112.09,1.28,110.81,Approved,USD
1291,1355,20251031,3,182.89,1.33,181.56,Approved,USD
1292,1356,20250914,2,69.04,0.8,68.24,Approved,EUR
1293,1356,20250731,6,5.0,0.31,4.69,Approved,EUR
1294,1357,20250617,3,3384.67,16.16,3368.51,Approved,SEK
1295,1359,20250928,2,124.11,0.78,123.33,Approved,SEK
1296,1359,20250704,5,205.46,1.72,203.74,Approved,SEK
1297,1359,20251023,2,9.04,0.62,8.42,Approved,SEK
1298,1359,20251005,6,54.53,0.59,53.94,Approved,SEK
1299,1359,20250919,1,29.63,0.51,29.12,Approved,SEK
1300,1359,20250801,3,46.86,0.59,46.27,Approved,SEK
1301,1364,20250701,5,559.27,3.14,556.13,Declined,EUR
1302,1366,20241126,4,17.41,0.45,16.96,Pending,COP
1303,1366,20250411,1,9.59,0.6,8.99,Approved,COP
1304,1367,20250616,6,73.97,0.65,73.32,Approved,DKK
1305,1367,20240414,6,23.11,0.63,22.48,Pending,DKK
1306,1369,20250319,6,799.29,5.62,793.67,Pending,MXN
1307,1369,20250301,3,375.32,2.2,373.12,Approved,MXN
1308,1372,20250620,1,1537.86,10.42,1527.44,Approved,MXN
1309,1373,20250519,1,19.87,0.56,19.31,Approved,SEK
1310,1376,20251001,1,2329.55,5.44,2324.11,Approved,EUR
1311,1378,20240806,1,495.96,3.61,492.35,Approved,EUR
1312,1378,20250717,6,276.21,2.44,273.77,Approved,EUR
1313,1378,20250912,1,231.48,2.06,229.42,Approved,EUR
1314,1378,20250226,5,109.03,0.71,108.32,Approved,EUR
1315,1378,20250402,2,126.73,0.91,125.82,Approved,EUR
1316,1378,20250225,1,131.92,1.37,130.55,Approved,EUR
1317,1378,20241009,6,100.76,0.7,100.06,Approved,EUR
1318,1380,20251005,3,20.96,0.54,20.42,Approved,EUR
1319,1380,20250515,6,20.22,0.66,19.56,Approved,EUR
1320,1380,20250914,6,235.29,1.67,233.62,Approved,EUR
1321,1381,20250308,3,71.35,0.83,70.52,Approved,AUD
1322,1382,20250710,5,26.09,0.73,25.36,Approved,EUR
1323,1383,20250126,2,569.96,4.47,565.49,Approved,EUR
1324,1385,20250911,4,53.37,0.53,52.84,Approved,DKK
1325,1386,20250816,1,30.35,0.49,29.86,Approved,EUR
1326,1386,20250401,1,5.53,0.36,5.17,Approved,EUR
1327,1387,20251010,1,42.66,0.65,42.01,Approved,EUR
1328,1387,20250728,5,136.12,1.24,134.88,Approved,EUR
1329,1388,20250720,3,196.02,0.86,195.16,Approved,EUR
1330,1388,20250326,2,215.43,1.4,214.03,Approved,EUR
1331,1391,20251023,6,168.71,1.62,167.09,Approved,EUR
1332,1391,20251025,2,76.66,1.03,75.63,Approved,EUR
1333,1392,20250728,6,386.7,2.49,384.21,Approved,EUR
1334,1393,20250527,6,69.26,0.69,68.57,Approved,EUR
1335,1397,20251025,5,115.44,0.92,114.52,Approved,COP
1336,1399,20251009,6,107.33,0.46,106.87,Approved,EUR
1337,1399,20250522,1,81.89,0.81,81.08,Approved,EUR
1338,1399,20250326,6,40.05,0.35,39.7,Pending,EUR
1339,1400,20251027,2,14.01,0.46,13.55,Approved,BRL
1340,1400,20250915,4,267.36,1.16,266.2,Approved,BRL
1341,1400,20251020,2,276.92,2.06,274.86,Approved,BRL
1342,1401,20251030,6,16.52,0.33,16.19,Approved,BRL
1343,1401,20251029,4,64.2,0.77,63.43,Approved,BRL
1344,1401,20250925,6,5.37,0.53,4.84,Approved,BRL
1345,1401,20251023,5,6.35,0.35,6.0,Approved,BRL
1346,1401,20251011,6,5.0,0.28,4.72,Approved,BRL
1347,1401,20251028,3,48.28,0.65,47.63,Approved,BRL
1348,1401,20251016,1,71.1,0.86,70.24,Approved,BRL
1349,1401,20250930,6,21.49,0.42,21.07,Approved,BRL
1350,1403,20251022,3,58.41,0.55,57.86,Approved,SEK
1351,1403,20251005,2,67.32,0.95,66.37,Approved,SEK
1352,1406,20250303,5,82.16,0.61,81.55,Approved,EUR
1353,1409,20251031,1,37.04,0.57,36.47,Pending,EUR
1354,1411,20251030,3,32.07,0.65,31.42,Approved,CAD
1355,1413,20241108,3,32.04,0.53,31.51,Approved,EUR
1356,1413,20241201,2,49.53,0.75,48.78,Approved,EUR
1357,1413,20251006,6,96.15,0.97,95.18,Approved,EUR
1358,1414,20250720,1,1523.97,11.47,1512.5,Approved,SEK
1359,1419,20250909,5,433.47,1.89,431.58,Pending,MXN
1360,1419,20250911,5,158.14,1.0,157.14,Approved,MXN
1361,1420,20250315,1,899.78,6.92,892.86,Approved,EUR
1362,1420,20250216,5,2262.78,10.66,2252.12,Approved,EUR
1363,1422,20240530,4,21.68,0.59,21.09,Approved,DKK
1364,1423,20250806,3,327.44,2.93,324.51,Approved,EUR
1365,1423,20250210,4,191.29,1.66,189.63,Approved,EUR
1366,1423,20251012,6,292.87,1.56,291.31,Approved,EUR
1367,1424,20250826,6,334.4,2.51,331.89,Approved,COP
1368,1424,20250502,6,304.55,2.46,302.09,Declined,COP
1369,1426,20241023,5,1926.09,5.68,1920.41,Approved,AUD
1370,1432,20250407,6,377.0,2.14,374.86,Approved,EUR
1371,1437,20251029,6,49.57,0.46,49.11,Approved,MXN
1372,1438,20250819,1,122.55,1.39,121.16,Approved,EUR
1373,1438,20250326,3,6.62,0.46,6.16,Approved,EUR
1374,1438,20251021,6,48.49,0.84,47.65,Declined,EUR
1375,1438,20250319,2,82.71,0.81,81.9,Approved,EUR
1376,1438,20250816,6,33.78,0.59,33.19,Approved,EUR
1377,1438,20251021,2,42.12,0.48,41.64,Approved,EUR
1378,1439,20241208,6,56.56,0.7,55.86,Approved,NOK
1379,1441,20250731,5,207.74,1.49,206.25,Approved,CAD
1380,1443,20250901,6,47.64,0.74,46.9,Approved,AUD
1381,1443,20250113,3,48.63,0.67,47.96,Approved,AUD
1382,1445,20250830,5,78.67,1.05,77.62,Approved,NZD
1383,1446,20250609,6,201.88,2.02,199.86,Approved,ARS
1384,1447,20251031,6,16.68,0.43,16.25,Approved,AUD
1385,1450,20250914,4,198.12,1.7,196.42,Approved,ARS
1386,1451,20250825,3,237.04,2.16,234.88,Approved,CAD
1387,1451,20250906,3,59.86,0.79,59.07,Approved,CAD
1388,1451,20251006,3,80.0,0.39,79.61,Pending,CAD
1389,1451,20251024,6,134.65,1.44,133.21,Approved,CAD
1390,1453,20251006,3,26.33,0.56,25.77,Approved,EUR
1391,1455,20250207,5,116.0,1.07,114.93,Approved,BRL
1392,1455,20240918,2,67.2,0.63,66.57,Approved,BRL
1393,1457,20250823,6,53.3,0.97,52.33,Approved,EUR
1394,1458,20250312,3,79.38,0.9,78.48,Approved,USD
1395,1460,20250907,5,241.6,1.2,240.4,Approved,EUR
1396,1460,20250819,3,90.58,0.99,89.59,Approved,EUR
1397,1460,20250724,6,22.44,0.56,21.88,Approved,EUR
1398,1460,20250919,1,70.02,0.65,69.37,Approved,EUR
1399,1460,20251030,6,101.48,1.03,100.45,Approved,EUR
1400,1461,20250324,2,48.33,0.69,47.64,Approved,EUR
1401,1461,20250712,6,5.03,0.61,4.42,Approved,EUR
1402,1462,20250930,1,64.77,0.58,64.19,Approved,SEK
1403,1463,20250513,5,5.62,0.25,5.37,Approved,EUR
1404,1463,20250725,2,5.62,0.46,5.16,Approved,EUR
1405,1464,20251030,6,50.2,0.64,49.56,Approved,EUR
1406,1464,20251024,6,24.62,0.68,23.94,Approved,EUR
1407,1464,20251030,3,50.95,0.68,50.27,Pending,EUR
1408,1464,20251029,2,113.68,0.99,112.69,Approved,EUR
1409,1465,20250914,6,140.2,0.85,139.35,Approved,NOK
1410,1466,20250725,4,120.46,0.68,119.78,Approved,NZD
1411,1466,20251023,2,58.16,0.75,57.41,Approved,NZD
1412,1467,20250911,6,115.94,0.9,115.04,Approved,GBP
1413,1468,20250129,4,1229.97,5.55,1224.42,Approved,EUR
1414,1470,20250928,3,24.13,0.5,23.63,Approved,EUR
1415,1471,20250625,2,729.03,3.06,725.97,Approved,EUR
1416,1472,20250811,3,278.12,2.15,275.97,Approved,EUR
1417,1474,20251028,6,125.87,1.2,124.67,Approved,EUR
1418,1474,20251019,6,318.28,1.71,316.57,Approved,EUR
1419,1474,20251022,2,162.27,1.62,160.65,Approved,EUR
1420,1476,20250401,6,158.97,0.58,158.39,Approved,NZD
1421,1478,20250803,4,91.21,0.42,90.79,Approved,EUR
1422,1481,20250911,2,44.39,0.33,44.06,Approved,EUR
1423,1481,20250829,4,14.37,0.28,14.09,Approved,EUR
1424,1481,20250802,4,37.95,0.45,37.5,Approved,EUR
1425,1481,20250927,6,11.29,0.38,10.91,Approved,EUR
1426,1484,20251024,6,56.29,0.52,55.77,Approved,ARS
1427,1487,20241219,6,251.72,2.23,249.49,Approved,MXN
1428,1488,20250906,3,20.96,0.61,20.35,Approved,EUR
1429,1488,20251025,5,38.26,0.53,37.73,Approved,EUR
1430,1492,20250819,5,172.46,1.13,171.33,Approved,EUR
1431,1493,20241205,6,53.11,0.64,52.47,Approved,EUR
1432,1494,20250410,5,475.43,4.3,471.13,Approved,EUR
1433,1495,20251025,1,225.17,1.03,224.14,Approved,EUR
1434,1495,20250920,2,84.17,0.69,83.48,Approved,EUR
1435,1495,20250702,1,102.65,0.66,101.99,Approved,EUR
1436,1497,20241222,5,12.69,0.42,12.27,Approved,ARS
1437,1497,20250115,6,5.0,0.46,4.54,Approved,ARS
1438,1498,20241129,6,5.0,0.39,4.61,Approved,USD
1439,1498,20250623,6,5.0,0.52,4.48,Approved,USD
1440,1498,20250716,6,19.34,0.53,18.81,Approved,USD
1441,1498,20241004,4,5.0,0.32,4.68,Approved,USD
1442,1498,20250129,6,7.14,0.36,6.78,Approved,USD
1443,1500,20250922,3,824.14,6.93,817.21,Approved,BRL
1444,1501,20250305,5,323.62,1.69,321.93,Approved,EUR
1445,1501,20241214,6,778.66,6.2,772.46,Approved,EUR
1446,1502,20250707,2,46.11,0.74,45.37,Approved,CAD
1447,1505,20241228,5,284.71,0.97,283.74,Approved,EUR
1448,1505,20240608,5,156.78,0.74,156.04,Approved,EUR
1449,1506,20250615,6,232.12,2.24,229.88,Approved,EUR
1450,1507,20250921,5,75.73,0.57,75.16,Approved,EUR
1451,1507,20250302,6,167.21,1.58,165.63,Pending,EUR
1452,1508,20240417,2,490.76,2.12,488.64,Approved,EUR
1453,1510,20251023,6,82.23,0.57,81.66,Approved,NZD
1454,1510,20250912,3,19.11,0.48,18.63,Approved,NZD
1455,1511,20250616,4,5.0,0.62,4.38,Approved,DKK
1456,1511,20250423,6,25.65,0.57,25.08,Approved,DKK
1457,1511,20250123,1,8.37,0.61,7.76,Approved,DKK
1458,1511,20250201,1,21.24,0.65,20.59,Approved,DKK
1459,1511,20250125,6,22.47,0.5,21.97,Approved,DKK
1460,1511,20241012,1,7.8,0.44,7.36,Pending,DKK
1461,1513,20241224,3,28.68,0.35,28.33,Approved,COP
1462,1513,20240618,5,317.36,1.85,315.51,Approved,COP
1463,1514,20250806,4,19.98,0.45,19.53,Approved,DKK
1464,1516,20250612,6,56.24,0.85,55.39,Approved,GBP
1465,1516,20250712,1,103.75,0.77,102.98,Declined,GBP
1466,1516,20250627,1,112.5,0.99,111.51,Approved,GBP
1467,1518,20251022,3,52.67,0.37,52.3,Pending,EUR
1468,1518,20250826,1,101.95,1.03,100.92,Pending,EUR
1469,1518,20251005,6,42.38,0.48,41.9,Approved,EUR
1470,1518,20250403,2,29.54,0.49,29.05,Approved,EUR
1471,1520,20250415,6,688.88,3.51,685.37,Approved,NZD
1472,1521,20250728,1,14.74,0.52,14.22,Approved,COP
1473,1521,20250506,3,11.06,0.27,10.79,Approved,COP
1474,1523,20251014,2,10.69,0.52,10.17,Approved,EUR
1475,1523,20241201,2,6.61,0.29,6.32,Pending,EUR
1476,1523,20250412,4,73.95,0.46,73.49,Approved,EUR
1477,1523,20251031,4,35.27,0.37,34.9,Approved,EUR
1478,1524,20250922,4,966.69,3.84,962.85,Approved,CAD
1479,1525,20251025,3,279.55,2.24,277.31,Approved,COP
1480,1526,20251028,5,260.73,1.58,259.15,Approved,NZD
1481,1526,20251006,6,414.55,1.36,413.19,Approved,NZD
1482,1526,20250910,1,105.61,0.62,104.99,Approved,NZD
1483,1526,20251003,6,389.21,1.63,387.58,Approved,NZD
1484,1527,20250813,1,185.61,1.84,183.77,Approved,CAD
1485,1528,20250928,6,422.39,3.02,419.37,Approved,AUD
1486,1528,20250908,1,1049.26,7.32,1041.94,Approved,AUD
1487,1529,20250803,3,6.09,0.46,5.63,Approved,ARS
1488,1529,20250607,6,5.0,0.58,4.42,Approved,ARS
1489,1529,20250311,5,5.25,0.43,4.82,Approved,ARS
1490,1531,20241223,3,25.89,0.5,25.39,Approved,GBP
1491,1531,20250128,2,14.91,0.48,14.43,Approved,GBP
1492,1531,20250506,6,29.09,0.42,28.67,Approved,GBP
1493,1531,20240813,6,53.79,0.62,53.17,Approved,GBP
1494,1531,20250314,2,99.48,0.66,98.82,Pending,GBP
1495,1537,20250824,6,888.01,3.61,884.4,Pending,MXN
1496,1537,20250816,3,1603.07,8.73,1594.34,Approved,MXN
1497,1538,20250211,2,69.98,0.64,69.34,Approved,COP
1498,1538,20250628,5,273.53,2.03,271.5,Approved,COP
1499,1539,20251019,3,37.52,0.51,37.01,Approved,EUR
1500,1541,20250506,4,853.43,4.58,848.85,Approved,EUR
1501,1542,20250704,1,535.75,1.5,534.25,Approved,ARS
1502,1542,20250723,3,72.2,0.74,71.46,Approved,ARS
1503,1542,20241219,4,614.41,1.86,612.55,Approved,ARS
1504,1544,20251017,3,55.02,0.38,54.64,Pending,EUR
1505,1546,20251021,3,1084.06,4.64,1079.42,Approved,EUR
1506,1551,20250527,6,24.91,0.32,24.59,Approved,EUR
1507,1552,20250604,3,4710.27,30.84,4679.43,Approved,BRL
1508,1553,20250420,4,180.14,1.18,178.96,Pending,COP
1509,1555,20250208,5,12161.0,75.74,12085.26,Pending,GBP
1510,1556,20250912,6,21.88,0.32,21.56,Approved,EUR
1511,1558,20251025,6,2102.68,13.96,2088.72,Approved,EUR
1512,1559,20250207,3,50.34,0.45,49.89,Approved,CAD
1513,1559,20241104,1,264.04,1.97,262.07,Approved,CAD
1514,1563,20250929,5,2766.59,21.24,2745.35,Approved,AUD
1515,1567,20251022,6,286.69,1.59,285.1,Approved,EUR
1516,1567,20251018,6,409.9,3.62,406.28,Approved,EUR
1517,1569,20250425,6,19.36,0.55,18.81,Approved,COP
1518,1569,20250914,6,18.41,0.59,17.82,Approved,COP
1519,1572,20250827,5,80.16,0.64,79.52,Approved,EUR
1520,1572,20251011,2,16.5,0.42,16.08,Approved,EUR
1521,1573,20250727,1,811.93,5.0,806.93,Approved,EUR
1522,1573,20250716,1,641.65,3.37,638.28,Approved,EUR
1523,1574,20250717,4,43755.24,99.25,43655.99,Approved,BRL
1524,1575,20250804,1,41.87,0.59,41.28,Approved,MXN
1525,1575,20251008,5,71.1,0.9,70.2,Pending,MXN
1526,1578,20241204,6,6.15,0.36,5.79,Approved,EUR
1527,1578,20250305,3,34.35,0.39,33.96,Approved,EUR
1528,1579,20250524,3,97.74,1.04,96.7,Declined,BRL
1529,1579,20241106,3,92.37,0.79,91.58,Approved,BRL
1530,1580,20251012,1,526.39,3.23,523.16,Approved,AUD
1531,1581,20250416,6,372.19,1.23,370.96,Approved,SEK
1532,1582,20251002,6,98.71,1.16,97.55,Approved,MXN
1533,1582,20251016,5,332.48,1.86,330.62,Approved,MXN
1534,1585,20251024,6,62.06,0.96,61.1,Approved,NZD
1535,1588,20251028,5,340.93,2.38,338.55,Approved,CAD
1536,1590,20250630,6,135.85,1.28,134.57,Approved,ARS
1537,1590,20250912,6,77.86,0.92,76.94,Approved,ARS
1538,1591,20251023,2,207.74,1.99,205.75,Approved,NZD
1539,1595,20250515,3,93.98,0.61,93.37,Approved,EUR
1540,1595,20250514,5,34.28,0.51,33.77,Approved,EUR
1541,1598,20250609,1,22.62,0.26,22.36,Approved,EUR
1542,1599,20251030,5,811.22,4.8,806.42,Approved,NOK
