player_id,activity_date,activity_date_key
P00238,2025-10-12,20251012
P00239,2025-04-13,20250413
P00239,2025-05-13,20250513
P00239,2025-09-17,20250917
P00239,2025-07-17,20250717
P00239,2024-12-05,20241205
P00239,2025-10-06,20251006
P00239,2025-03-19,20250319
P00240,2025-07-28,20250728
P00240,2025-12-03,20251203
P00240,2024-10-13,20241013
P00240,2024-09-22,20240922
P00240,2025-09-02,20250902
P00240,2025-11-16,20251116
P00240,2024-11-22,20241122
P00241,2025-01-22,20250122
P00241,2025-10-04,20251004
P00241,2025-05-13,20250513
P00241,2024-06-13,20240613
P00241,2025-09-10,20250910
P00241,2025-11-18,20251118
P00241,2024-11-17,20241117
P00241,2025-04-20,20250420
P00241,2024-08-20,20240820
P00242,2025-12-13,20251213
P00242,2025-08-07,20250807
P00242,2025-02-05,20250205
P00242,2025-05-17,20250517
P00242,2025-03-28,20250328
P00242,2025-01-25,20250125
P00242,2024-11-29,20241129
P00242,2024-10-16,20241016
P00242,2025-07-23,20250723
P00243,2025-09-20,20250920
P00243,2025-07-10,20250710
P00243,2025-11-12,20251112
P00244,2024-09-10,20240910
P00244,2025-09-30,20250930
P00245,2024-08-08,20240808
P00246,2025-08-19,20250819
P00246,2025-06-24,20250624
P00246,2025-09-06,20250906
P00246,2025-05-28,20250528
P00246,2025-03-02,20250302
P00246,2025-11-06,20251106
P00247,2025-10-08,20251008
P00247,2024-12-24,20241224
P00247,2024-11-27,20241127
P00247,2024-08-28,20240828
P00247,2024-09-01,20240901
P00247,2025-02-10,20250210
P00248,2025-03-23,20250323
P00248,2025-08-14,20250814
P00248,2025-05-13,20250513
P00249,2025-05-02,20250502
P00249,2024-10-23,20241023
P00249,2024-06-18,20240618
P00250,2025-07-05,20250705
P00250,2025-08-06,20250806
P00250,2024-09-17,20240917
P00250,2024-10-11,20241011
P00250,2025-03-16,20250316
P00250,2025-01-12,20250112
P00250,2024-11-15,20241115
P00250,2024-08-23,20240823
P00250,2024-12-04,20241204
P00250,2025-04-27,20250427
P00251,2025-08-23,20250823
P00251,2025-11-11,20251111
P00251,2025-04-29,20250429
P00251,2025-03-05,20250305
P00251,2024-12-26,20241226
P00251,2025-09-13,20250913
P00251,2025-01-21,20250121
P00252,2025-07-13,20250713
P00252,2025-09-27,20250927
P00252,2025-12-08,20251208
P00253,2025-06-22,20250622
P00253,2025-09-10,20250910
P00254,2025-10-06,20251006
P00254,2025-03-03,20250303
P00254,2025-08-14,20250814
P00254,2024-12-14,20241214
P00255,2025-03-27,20250327
P00255,2025-10-18,20251018
P00256,2025-05-26,20250526
P00256,2024-11-16,20241116
P00256,2025-03-12,20250312
P00256,2025-02-08,20250208
P00257,2025-10-13,20251013
P00257,2024-12-02,20241202
P00258,2025-02-03,20250203
P00258,2025-01-30,20250130
P00258,2025-09-10,20250910
P00258,2024-09-06,20240906
P00258,2025-10-18,20251018
P00258,2024-11-18,20241118
P00258,2024-12-05,20241205
P00258,2025-06-21,20250621
P00258,2025-08-29,20250829
P00259,2024-09-26,20240926
P00259,2025-05-09,20250509
P00259,2024-11-05,20241105
P00260,2025-12-22,20251222
P00260,2025-05-16,20250516
P00260,2025-04-23,20250423
P00260,2024-06-11,20240611
P00260,2025-10-13,20251013
P00260,2024-11-27,20241127
P00260,2024-10-10,20241010
P00260,2024-12-03,20241203
P00260,2024-09-09,20240909
P00261,2025-07-20,20250720
P00261,2025-03-23,20250323
P00261,2025-10-30,20251030
P00261,2025-05-25,20250525
P00261,2025-04-28,20250428
P00261,2025-02-02,20250202
P00261,2025-11-13,20251113
P00261,2025-06-24,20250624
P00261,2025-09-16,20250916
P00261,2025-08-15,20250815
P00262,2025-04-18,20250418
P00262,2024-10-22,20241022
P00262,2024-11-27,20241127
P00262,2025-07-11,20250711
P00262,2025-06-16,20250616
P00262,2024-04-17,20240417
P00262,2025-10-19,20251019
P00262,2024-09-18,20240918
P00262,2025-09-03,20250903
P00263,2024-02-07,20240207
P00264,2024-01-14,20240114
P00265,2025-03-23,20250323
P00265,2025-05-20,20250520
P00265,2024-10-29,20241029
P00265,2025-06-20,20250620
P00265,2025-04-25,20250425
P00265,2024-11-06,20241106
P00265,2025-11-04,20251104
P00265,2025-08-02,20250802
P00266,2024-09-09,20240909
P00266,2025-06-07,20250607
P00266,2025-08-19,20250819
P00267,2024-07-10,20240710
P00267,2024-05-09,20240509
P00267,2025-02-10,20250210
P00268,2024-07-18,20240718
P00268,2024-10-12,20241012
P00268,2025-05-31,20250531
P00269,2025-12-27,20251227
P00269,2025-02-17,20250217
P00270,2024-03-27,20240327
P00270,2024-07-09,20240709
P00270,2025-11-16,20251116
P00270,2024-04-02,20240402
P00271,2025-01-04,20250104
P00272,2024-04-06,20240406
P00273,2025-11-23,20251123
P00273,2025-04-14,20250414
P00273,2025-09-29,20250929
P00273,2025-02-07,20250207
P00273,2024-12-14,20241214
P00273,2025-03-15,20250315
P00273,2025-01-12,20250112
P00274,2025-10-03,20251003
P00274,2025-11-17,20251117
P00274,2025-07-28,20250728
P00274,2024-10-19,20241019
P00274,2025-06-14,20250614
P00274,2025-03-22,20250322
P00274,2024-12-30,20241230
P00274,2025-05-23,20250523
P00274,2025-04-08,20250408
P00275,2025-06-11,20250611
P00275,2025-05-07,20250507
P00275,2025-12-15,20251215
P00275,2025-04-22,20250422
P00275,2024-10-24,20241024
P00275,2024-07-11,20240711
P00275,2025-01-29,20250129
P00276,2025-10-27,20251027
P00277,2025-09-08,20250908
P00278,2025-07-28,20250728
P00279,2024-05-22,20240522
P00279,2025-07-22,20250722
P00279,2025-12-25,20251225
P00279,2025-08-20,20250820
P00279,2024-04-22,20240422
P00279,2024-11-04,20241104
P00280,2025-09-03,20250903
P00280,2025-01-30,20250130
P00281,2025-03-17,20250317
P00281,2025-12-18,20251218
P00282,2025-09-30,20250930
P00283,2025-06-04,20250604
P00283,2025-11-30,20251130
P00284,2024-06-05,20240605
P00285,2025-07-21,20250721
P00285,2025-01-12,20250112
P00285,2025-10-23,20251023
P00286,2025-06-26,20250626
P00286,2024-09-01,20240901
P00287,2024-12-21,20241221
P00287,2025-02-23,20250223
P00287,2024-10-27,20241027
P00287,2025-07-16,20250716
P00287,2025-05-31,20250531
P00287,2025-04-14,20250414
P00287,2025-08-07,20250807
P00287,2025-10-28,20251028
P00287,2025-01-28,20250128
P00287,2025-03-19,20250319
P00288,2024-05-08,20240508
P00288,2025-12-08,20251208
P00288,2024-12-23,20241223
P00288,2024-04-26,20240426
P00289,2025-12-17,20251217
P00290,2024-12-11,20241211
P00290,2024-08-06,20240806
P00290,2024-10-15,20241015
P00290,2025-10-05,20251005
P00291,2025-06-14,20250614
P00291,2025-11-25,20251125
P00291,2025-05-02,20250502
P00291,2025-04-16,20250416
P00291,2025-03-03,20250303
P00292,2025-09-18,20250918
P00292,2024-12-15,20241215
P00292,2025-02-12,20250212
P00292,2025-10-15,20251015
P00292,2025-12-13,20251213
P00292,2025-11-18,20251118
P00292,2025-01-15,20250115
P00292,2025-05-25,20250525
P00292,2025-03-23,20250323
P00293,2025-04-28,20250428
P00293,2024-10-28,20241028
P00293,2024-11-27,20241127
P00293,2024-08-01,20240801
P00293,2025-10-19,20251019
P00293,2025-09-28,20250928
P00294,2025-11-22,20251122
P00294,2025-02-22,20250222
P00294,2025-06-16,20250616
P00294,2025-07-28,20250728
P00294,2025-10-16,20251016
P00294,2025-04-03,20250403
P00294,2025-09-28,20250928
P00294,2025-05-13,20250513
P00295,2025-10-27,20251027
P00296,2025-06-17,20250617
P00296,2025-10-23,20251023
P00296,2025-12-20,20251220
P00296,2025-07-05,20250705
P00296,2025-08-22,20250822
P00297,2024-09-17,20240917
P00297,2025-03-20,20250320
P00298,2024-11-09,20241109
P00298,2025-01-01,20250101
P00299,2024-09-18,20240918
P00299,2024-06-28,20240628
P00300,2024-11-05,20241105
P00301,2025-09-03,20250903
P00301,2025-04-05,20250405
P00301,2025-02-10,20250210
P00301,2025-11-13,20251113
P00301,2024-10-04,20241004
P00302,2025-08-26,20250826
P00302,2025-10-19,20251019
P00302,2024-10-05,20241005
P00303,2024-05-05,20240505
P00303,2024-08-19,20240819
P00303,2024-09-22,20240922
P00303,2025-07-27,20250727
P00304,2024-11-17,20241117
P00305,2025-10-30,20251030
P00306,2025-05-07,20250507
P00306,2024-02-09,20240209
P00307,2025-05-01,20250501
P00307,2025-02-18,20250218
P00307,2024-07-31,20240731
P00307,2024-10-04,20241004
P00307,2025-08-05,20250805
P00307,2025-03-09,20250309
P00307,2025-11-27,20251127
P00307,2025-09-17,20250917
P00308,2024-01-23,20240123
P00308,2025-07-08,20250708
P00309,2025-02-22,20250222
P00309,2024-10-07,20241007
P00309,2025-07-29,20250729
P00309,2024-12-23,20241223
P00309,2025-12-31,20251231
P00309,2025-06-29,20250629
P00309,2025-01-25,20250125
P00309,2025-09-06,20250906
P00309,2025-05-14,20250514
P00310,2024-12-17,20241217
P00310,2025-09-16,20250916
P00310,2024-06-26,20240626
P00310,2025-05-23,20250523
P00310,2025-08-02,20250802
P00310,2025-12-04,20251204
P00310,2025-03-21,20250321
P00310,2024-08-07,20240807
P00310,2024-11-02,20241102
P00311,2025-02-27,20250227
P00311,2025-03-14,20250314
P00311,2024-02-01,20240201
P00311,2024-04-18,20240418
P00312,2025-05-24,20250524
P00312,2025-01-24,20250124
P00312,2024-12-17,20241217
P00312,2024-10-13,20241013
P00312,2025-07-24,20250724
P00312,2025-10-18,20251018
P00312,2025-08-22,20250822
P00312,2025-02-13,20250213
P00312,2025-04-17,20250417
P00312,2025-11-05,20251105
P00313,2025-03-24,20250324
P00313,2025-11-18,20251118
P00313,2025-07-10,20250710
P00313,2025-04-07,20250407
P00313,2025-12-08,20251208
P00313,2025-10-06,20251006
P00313,2025-08-22,20250822
P00313,2025-02-26,20250226
P00314,2024-03-19,20240319
P00314,2025-12-22,20251222
P00314,2025-10-31,20251031
P00315,2025-01-18,20250118
P00316,2025-07-18,20250718
P00316,2025-02-01,20250201
P00317,2025-03-14,20250314
P00317,2024-02-13,20240213
P00317,2025-12-04,20251204
P00317,2025-05-14,20250514
P00317,2025-11-14,20251114
P00317,2025-01-16,20250116
P00317,2024-07-07,20240707
P00317,2024-03-19,20240319
P00318,2025-03-01,20250301
P00318,2025-05-23,20250523
P00318,2025-06-23,20250623
P00318,2025-10-26,20251026
P00318,2024-10-13,20241013
P00319,2025-05-23,20250523
P00319,2025-03-16,20250316
P00319,2024-12-14,20241214
P00319,2025-09-29,20250929
P00319,2025-10-26,20251026
P00319,2025-12-03,20251203
P00319,2024-11-15,20241115
P00320,2025-03-29,20250329
P00320,2025-01-14,20250114
P00320,2025-11-20,20251120
P00320,2025-02-06,20250206
P00320,2025-09-07,20250907
P00320,2025-05-10,20250510
P00320,2025-07-07,20250707
P00320,2025-12-26,20251226
P00321,2024-08-25,20240825
P00321,2024-09-23,20240923
P00321,2025-07-28,20250728
P00321,2025-11-22,20251122
P00321,2024-10-31,20241031
P00321,2024-07-26,20240726
P00321,2025-04-01,20250401
P00322,2025-01-25,20250125
P00322,2024-12-28,20241228
P00322,2024-11-30,20241130
P00322,2025-11-24,20251124
P00323,2025-01-10,20250110
P00323,2025-04-16,20250416
P00324,2025-07-27,20250727
P00324,2025-03-15,20250315
P00325,2024-08-08,20240808
P00325,2024-09-20,20240920
P00326,2024-09-01,20240901
P00326,2025-10-26,20251026
P00326,2025-03-25,20250325
P00326,2024-05-13,20240513
P00326,2024-02-20,20240220
P00326,2024-03-31,20240331
P00326,2024-11-03,20241103
P00326,2025-07-20,20250720
P00326,2024-12-04,20241204
P00327,2024-07-23,20240723
P00327,2024-12-17,20241217
P00327,2024-10-30,20241030
P00327,2024-04-16,20240416
P00327,2025-09-28,20250928
P00327,2024-08-02,20240802
P00328,2024-07-30,20240730
P00329,2024-10-26,20241026
P00329,2024-05-21,20240521
P00329,2024-03-08,20240308
P00330,2024-04-10,20240410
P00330,2025-01-13,20250113
P00331,2025-12-08,20251208
P00331,2025-04-26,20250426
P00331,2025-02-11,20250211
P00331,2025-07-28,20250728
P00331,2025-06-21,20250621
P00331,2024-12-04,20241204
P00331,2025-09-10,20250910
P00331,2025-10-21,20251021
P00332,2025-02-09,20250209
P00332,2024-08-01,20240801
P00332,2024-10-26,20241026
P00332,2025-04-06,20250406
P00332,2025-03-06,20250306
P00332,2025-12-22,20251222
P00332,2025-11-29,20251129
P00333,2024-12-01,20241201
P00333,2024-09-27,20240927
P00333,2025-05-18,20250518
P00334,2024-09-15,20240915
P00335,2025-11-18,20251118
P00335,2024-06-05,20240605
P00335,2025-03-30,20250330
P00336,2025-11-28,20251128
P00336,2025-05-18,20250518
P00337,2025-11-13,20251113
P00337,2025-09-05,20250905
P00337,2024-10-11,20241011
P00338,2024-12-21,20241221
P00338,2025-06-16,20250616
P00338,2025-05-13,20250513
P00338,2025-09-13,20250913
P00338,2025-08-17,20250817
P00338,2024-03-27,20240327
P00338,2025-12-07,20251207
P00338,2025-11-08,20251108
P00339,2024-12-09,20241209
P00339,2025-03-12,20250312
P00340,2025-03-16,20250316
P00340,2024-12-26,20241226
P00340,2025-06-14,20250614
P00341,2025-08-06,20250806
P00342,2025-09-11,20250911
P00342,2025-04-03,20250403
P00343,2024-09-24,20240924
P00343,2025-07-03,20250703
P00344,2025-05-24,20250524
P00344,2025-01-17,20250117
P00344,2025-07-28,20250728
P00344,2024-08-26,20240826
P00344,2024-06-16,20240616
P00344,2025-10-25,20251025
P00344,2025-03-15,20250315
P00344,2025-06-13,20250613
P00344,2024-11-15,20241115
P00345,2025-05-31,20250531
P00345,2025-04-26,20250426
P00345,2025-10-23,20251023
P00346,2025-02-12,20250212
P00347,2025-06-17,20250617
P00348,2024-11-19,20241119
P00348,2025-08-04,20250804
P00349,2025-06-24,20250624
P00349,2025-01-14,20250114
P00349,2025-10-23,20251023
P00349,2025-08-20,20250820
P00349,2024-10-20,20241020
P00349,2024-08-06,20240806
P00349,2024-07-22,20240722
P00349,2024-12-25,20241225
P00350,2025-04-13,20250413
P00350,2025-03-06,20250306
P00350,2025-10-13,20251013
P00350,2024-12-23,20241223
P00350,2025-06-20,20250620
P00350,2025-09-20,20250920
P00350,2025-01-12,20250112
P00350,2025-12-13,20251213
P00351,2025-07-07,20250707
P00351,2025-11-22,20251122
P00351,2025-02-10,20250210
P00351,2025-10-10,20251010
P00351,2024-12-27,20241227
P00351,2025-09-20,20250920
P00351,2025-06-09,20250609
P00351,2025-08-17,20250817
P00351,2025-12-27,20251227
P00351,2024-11-15,20241115
P00352,2025-05-04,20250504
P00352,2024-07-24,20240724
P00352,2025-07-29,20250729
P00353,2024-06-19,20240619
P00353,2025-08-13,20250813
P00354,2025-12-17,20251217
P00354,2025-09-29,20250929
P00354,2025-08-18,20250818
P00354,2025-05-12,20250512
P00355,2024-12-28,20241228
P00355,2025-10-30,20251030
P00356,2025-02-02,20250202
P00356,2025-07-10,20250710
P00356,2024-04-15,20240415
P00356,2025-10-30,20251030
P00356,2025-08-12,20250812
P00356,2025-12-26,20251226
P00356,2025-11-17,20251117
P00357,2025-12-12,20251212
P00357,2024-02-29,20240229
P00357,2024-05-16,20240516
P00358,2025-03-27,20250327
P00358,2025-09-13,20250913
P00359,2025-10-13,20251013
P00359,2025-01-04,20250104
P00359,2025-06-14,20250614
P00360,2025-06-15,20250615
P00360,2025-12-11,20251211
P00360,2025-09-23,20250923
P00360,2024-10-03,20241003
P00360,2025-07-03,20250703
P00360,2024-12-28,20241228
P00361,2024-12-22,20241222
P00361,2025-03-16,20250316
P00361,2025-09-13,20250913
P00362,2025-12-25,20251225
P00363,2025-05-08,20250508
P00363,2025-11-05,20251105
P00363,2025-02-17,20250217
P00363,2024-12-20,20241220
P00363,2025-12-01,20251201
P00363,2025-01-22,20250122
P00363,2025-06-18,20250618
P00363,2024-11-15,20241115
P00363,2025-07-05,20250705
P00363,2025-09-07,20250907
P00364,2025-07-13,20250713
P00364,2025-11-09,20251109
P00364,2025-03-16,20250316
P00364,2025-08-27,20250827
P00364,2025-10-05,20251005
P00364,2025-05-23,20250523
P00364,2024-12-28,20241228
P00364,2025-06-21,20250621
P00364,2025-01-07,20250107
P00365,2024-08-04,20240804
P00365,2024-12-30,20241230
P00365,2025-01-03,20250103
P00365,2025-09-24,20250924
P00365,2025-04-29,20250429
P00365,2025-06-20,20250620
P00365,2025-10-11,20251011
P00365,2024-05-01,20240501
P00366,2025-10-20,20251020
P00366,2025-04-03,20250403
P00366,2024-12-31,20241231
P00366,2024-09-19,20240919
P00366,2025-02-02,20250202
P00366,2025-09-18,20250918
P00367,2025-07-14,20250714
P00368,2024-10-24,20241024
P00368,2025-05-16,20250516
P00368,2025-03-23,20250323
P00368,2025-10-11,20251011
P00368,2024-12-21,20241221
P00368,2024-11-02,20241102
P00368,2025-12-22,20251222
P00368,2025-07-27,20250727
P00369,2025-07-25,20250725
P00369,2024-12-29,20241229
P00369,2025-01-16,20250116
P00369,2025-10-09,20251009
P00369,2024-05-15,20240515
P00370,2025-06-16,20250616
P00370,2024-12-06,20241206
P00370,2024-11-14,20241114
P00370,2025-09-21,20250921
P00370,2025-07-01,20250701
P00371,2025-08-09,20250809
P00371,2024-12-27,20241227
P00372,2025-11-12,20251112
P00372,2025-08-22,20250822
P00372,2025-05-05,20250505
P00372,2025-01-20,20250120
P00372,2025-07-07,20250707
P00373,2025-08-19,20250819
P00373,2025-07-22,20250722
P00373,2024-06-15,20240615
P00373,2024-05-16,20240516
P00373,2025-05-15,20250515
P00373,2024-03-25,20240325
P00373,2025-10-02,20251002
P00374,2025-01-07,20250107
P00374,2024-11-17,20241117
P00374,2025-11-26,20251126
P00374,2025-09-01,20250901
P00374,2025-08-05,20250805
P00374,2025-02-16,20250216
P00374,2025-07-15,20250715
P00374,2024-06-02,20240602
P00374,2024-12-09,20241209
P00374,2025-05-31,20250531
P00375,2025-10-16,20251016
P00376,2024-07-07,20240707
P00376,2024-01-29,20240129
P00377,2025-05-07,20250507
P00378,2025-04-14,20250414
P00379,2024-03-15,20240315
P00379,2024-07-06,20240706
P00380,2025-08-10,20250810
P00380,2025-06-06,20250606
P00380,2025-09-13,20250913
P00380,2025-03-10,20250310
P00380,2025-04-18,20250418
P00380,2025-01-26,20250126
P00380,2025-05-31,20250531
P00380,2025-12-20,20251220
P00381,2025-01-31,20250131
P00381,2025-06-13,20250613
P00381,2025-11-09,20251109
P00381,2025-08-10,20250810
P00382,2024-07-15,20240715
P00383,2024-09-25,20240925
P00383,2025-12-30,20251230
P00383,2025-11-24,20251124
P00383,2024-06-21,20240621
P00383,2024-08-06,20240806
P00384,2025-06-28,20250628
P00384,2024-01-30,20240130
P00384,2025-03-08,20250308
P00384,2025-09-02,20250902
P00384,2025-02-25,20250225
P00385,2025-12-18,20251218
P00385,2024-11-10,20241110
P00385,2025-08-29,20250829
P00385,2025-04-07,20250407
P00385,2024-12-28,20241228
P00385,2025-10-09,20251009
P00386,2025-11-22,20251122
P00387,2025-06-06,20250606
P00387,2024-07-10,20240710
P00387,2024-08-24,20240824
P00387,2025-04-18,20250418
P00387,2024-12-27,20241227
P00387,2025-07-09,20250709
P00387,2024-10-08,20241008
P00388,2025-08-23,20250823
P00388,2024-08-27,20240827
P00388,2025-01-09,20250109
P00388,2025-02-15,20250215
P00389,2025-03-11,20250311
P00389,2025-05-25,20250525
P00390,2025-12-14,20251214
P00390,2025-09-29,20250929
P00390,2025-06-03,20250603
P00390,2025-05-16,20250516
P00390,2025-03-22,20250322
P00390,2025-02-15,20250215
P00390,2025-07-28,20250728
P00390,2025-04-10,20250410
P00391,2025-02-14,20250214
P00391,2025-03-25,20250325
P00391,2025-09-16,20250916
P00391,2025-12-01,20251201
P00391,2025-07-21,20250721
P00392,2025-07-12,20250712
P00392,2025-01-04,20250104
P00392,2025-05-28,20250528
P00392,2025-10-13,20251013
P00392,2025-09-17,20250917
P00393,2025-08-02,20250802
P00393,2025-09-24,20250924
P00393,2024-11-01,20241101
P00393,2025-06-07,20250607
P00393,2025-05-30,20250530
P00394,2025-03-21,20250321
P00394,2025-09-26,20250926
P00395,2024-09-02,20240902
P00396,2025-11-07,20251107
P00396,2024-12-25,20241225
P00396,2025-10-14,20251014
P00396,2025-06-30,20250630
P00396,2025-07-24,20250724
P00396,2025-04-16,20250416
P00396,2025-03-15,20250315
P00396,2025-02-12,20250212
P00397,2025-11-28,20251128
P00398,2024-12-14,20241214
P00398,2025-02-01,20250201
P00399,2025-01-24,20250124
P00399,2025-12-21,20251221
P00399,2025-04-11,20250411
P00399,2025-09-27,20250927
P00399,2024-10-16,20241016
P00400,2025-07-25,20250725
P00401,2025-05-29,20250529
P00401,2025-06-10,20250610
P00401,2024-08-17,20240817
P00402,2025-01-03,20250103
P00402,2025-12-08,20251208
P00402,2024-11-20,20241120
P00403,2024-02-15,20240215
P00403,2024-09-20,20240920
P00403,2025-04-04,20250404
P00403,2024-07-22,20240722
P00403,2025-01-18,20250118
P00403,2024-03-06,20240306
P00403,2024-10-23,20241023
P00403,2025-02-27,20250227
P00403,2024-11-26,20241126
P00404,2024-12-03,20241203
P00404,2025-02-09,20250209
P00404,2025-03-03,20250303
P00405,2025-07-22,20250722
P00406,2024-12-17,20241217
P00406,2025-08-11,20250811
P00406,2025-04-02,20250402
P00407,2024-10-18,20241018
P00407,2025-02-24,20250224
P00407,2025-08-05,20250805
P00407,2025-10-24,20251024
P00407,2025-12-24,20251224
P00407,2025-03-06,20250306
P00407,2024-11-02,20241102
P00407,2025-01-08,20250108
P00407,2025-04-15,20250415
P00408,2025-09-10,20250910
P00409,2024-09-05,20240905
P00410,2024-10-06,20241006
P00411,2024-09-25,20240925
P00411,2024-08-20,20240820
P00411,2024-07-14,20240714
P00411,2025-08-12,20250812
P00411,2025-09-25,20250925
P00411,2024-12-19,20241219
P00412,2025-10-30,20251030
P00412,2025-05-22,20250522
P00412,2024-10-03,20241003
P00412,2025-08-05,20250805
P00412,2024-09-09,20240909
P00412,2025-02-18,20250218
P00412,2025-03-11,20250311
P00412,2025-09-16,20250916
P00412,2025-01-02,20250102
P00412,2025-11-12,20251112
P00413,2025-08-11,20250811
P00413,2025-09-20,20250920
P00413,2025-03-01,20250301
P00413,2024-04-30,20240430
P00413,2024-12-08,20241208
P00413,2024-05-05,20240505
P00414,2024-12-03,20241203
P00415,2024-06-05,20240605
P00415,2025-10-10,20251010
P00415,2025-09-06,20250906
P00415,2024-10-24,20241024
P00415,2025-02-19,20250219
P00415,2025-11-25,20251125
P00415,2025-01-13,20250113
P00415,2025-07-01,20250701
P00415,2025-04-20,20250420
P00416,2025-12-29,20251229
P00416,2025-07-30,20250730
P00416,2025-04-12,20250412
P00417,2025-05-09,20250509
P00417,2025-06-09,20250609
P00418,2024-12-16,20241216
P00418,2025-01-14,20250114
P00418,2024-09-27,20240927
P00418,2025-03-25,20250325
P00418,2024-11-13,20241113
P00418,2025-04-23,20250423
P00418,2025-11-21,20251121
P00418,2025-12-13,20251213
P00419,2024-12-05,20241205
P00419,2025-10-23,20251023
P00419,2024-09-18,20240918
P00419,2024-10-22,20241022
P00419,2025-04-30,20250430
P00420,2025-08-29,20250829
P00420,2025-05-18,20250518
P00420,2025-02-20,20250220
P00420,2025-12-16,20251216
P00420,2025-04-17,20250417
P00420,2025-01-16,20250116
P00420,2025-03-19,20250319
P00421,2025-07-15,20250715
P00421,2024-12-09,20241209
P00421,2025-02-07,20250207
P00422,2025-11-10,20251110
P00422,2025-08-24,20250824
P00422,2025-06-25,20250625
P00423,2025-07-22,20250722
P00423,2025-12-08,20251208
P00423,2025-08-27,20250827
P00424,2025-08-26,20250826
P00424,2025-07-17,20250717
P00424,2025-11-22,20251122
P00424,2025-09-30,20250930
P00424,2025-02-23,20250223
P00424,2025-01-14,20250114
P00424,2025-12-24,20251224
P00424,2024-11-07,20241107
P00424,2025-06-22,20250622
P00425,2025-11-12,20251112
P00425,2025-07-27,20250727
P00425,2025-05-27,20250527
P00425,2025-03-30,20250330
P00425,2025-10-27,20251027
P00425,2025-06-17,20250617
P00426,2025-05-18,20250518
P00426,2025-12-21,20251221
P00426,2024-07-19,20240719
P00426,2024-11-19,20241119
P00426,2025-08-15,20250815
P00426,2025-04-06,20250406
P00426,2025-09-16,20250916
P00426,2025-07-08,20250708
P00426,2024-12-16,20241216
P00426,2024-05-18,20240518
P00427,2024-10-07,20241007
P00427,2025-04-10,20250410
P00428,2025-02-13,20250213
P00428,2024-10-31,20241031
P00428,2025-09-02,20250902
P00428,2024-12-07,20241207
P00428,2025-07-15,20250715
P00428,2025-11-25,20251125
P00428,2024-09-11,20240911
P00428,2024-06-02,20240602
P00428,2025-06-07,20250607
P00429,2025-02-06,20250206
P00429,2024-07-29,20240729
P00429,2025-09-26,20250926
P00429,2025-01-07,20250107
P00429,2025-11-25,20251125
P00429,2025-12-07,20251207
P00429,2024-12-19,20241219
P00429,2025-06-06,20250606
P00430,2025-08-28,20250828
P00430,2025-05-11,20250511
P00431,2025-04-05,20250405
P00431,2025-08-04,20250804
P00432,2025-04-22,20250422
P00432,2025-02-28,20250228
P00432,2024-06-10,20240610
P00433,2024-05-17,20240517
P00433,2025-06-08,20250608
P00433,2025-01-17,20250117
P00433,2025-09-21,20250921
P00433,2024-07-25,20240725
P00433,2024-09-23,20240923
P00433,2024-10-20,20241020
P00433,2025-12-11,20251211
P00433,2025-07-25,20250725
P00434,2025-03-06,20250306
P00434,2025-11-01,20251101
P00434,2025-07-06,20250706
P00435,2025-04-14,20250414
P00435,2025-01-04,20250104
P00436,2024-09-15,20240915
P00436,2024-06-03,20240603
P00436,2025-04-11,20250411
P00437,2025-07-06,20250706
P00437,2024-02-10,20240210
P00438,2025-10-22,20251022
P00438,2025-08-20,20250820
P00438,2025-09-18,20250918
P00438,2025-06-01,20250601
P00439,2025-12-01,20251201
P00440,2024-12-24,20241224
P00440,2025-05-07,20250507
P00441,2025-10-09,20251009
P00442,2025-12-19,20251219
P00442,2025-01-22,20250122
P00442,2025-11-05,20251105
P00443,2024-07-29,20240729
P00444,2024-10-22,20241022
P00444,2024-06-09,20240609
P00444,2024-12-23,20241223
P00445,2025-04-04,20250404
P00446,2024-08-10,20240810
P00446,2025-01-23,20250123
P00446,2025-09-09,20250909
P00446,2024-07-02,20240702
P00446,2025-10-28,20251028
P00446,2025-07-14,20250714
P00446,2025-03-16,20250316
P00446,2024-05-01,20240501
P00446,2025-06-02,20250602
P00447,2024-08-27,20240827
P00447,2024-10-31,20241031
P00447,2025-02-17,20250217
P00448,2025-04-25,20250425
P00448,2024-10-03,20241003
P00448,2025-09-09,20250909
P00448,2025-02-22,20250222
P00448,2025-07-23,20250723
P00449,2024-12-15,20241215
P00449,2025-09-21,20250921
P00449,2025-04-12,20250412
P00449,2025-02-08,20250208
P00449,2024-10-10,20241010
P00450,2025-11-04,20251104
P00450,2024-10-29,20241029
P00450,2024-11-29,20241129
P00450,2025-05-06,20250506
P00450,2024-06-14,20240614
P00451,2025-04-23,20250423
P00451,2024-08-15,20240815
P00451,2025-02-13,20250213
P00451,2024-09-25,20240925
P00451,2024-06-02,20240602
P00451,2024-07-02,20240702
P00451,2024-05-16,20240516
P00451,2025-12-09,20251209
P00451,2025-06-28,20250628
P00451,2025-11-13,20251113
P00452,2025-02-11,20250211
P00452,2025-04-14,20250414
P00453,2025-08-08,20250808
P00453,2025-03-28,20250328
P00454,2024-03-08,20240308
P00454,2024-04-06,20240406
P00454,2024-10-15,20241015
P00454,2024-12-30,20241230
P00454,2025-05-12,20250512
P00454,2024-08-16,20240816
P00455,2025-02-13,20250213
P00456,2025-04-13,20250413
P00457,2025-04-01,20250401
P00457,2025-11-30,20251130
P00457,2025-03-27,20250327
P00457,2025-07-12,20250712
