player_id,open_date,country,open_year_month,open_month_index
P00712,2024-09-12,Spain,202409,9
P00713,2024-07-15,Brazil,202407,7
P00714,2024-10-29,Brazil,202410,10
P00715,2024-01-10,France,202401,1
P00716,2024-11-07,France,202411,11
P00717,2024-10-12,Spain,202410,10
P00718,2024-08-29,Germany,202408,8
P00719,2024-09-07,Brazil,202409,9
P00720,2024-12-30,Canada,202412,12
P00721,2024-01-05,Germany,202401,1
P00722,2024-04-28,France,202404,4
P00723,2024-10-15,Italy,202410,10
P00724,2024-03-05,France,202403,3
P00725,2024-05-25,Brazil,202405,5
P00726,2024-08-11,Germany,202408,8
P00727,2024-08-26,Italy,202408,8
P00728,2024-06-25,UK,202406,6
P00729,2024-09-23,Spain,202409,9
P00730,2024-12-06,Germany,202412,12
P00731,2024-10-08,Spain,202410,10
P00732,2024-03-03,UK,202403,3
P00733,2024-08-04,Italy,202408,8
P00734,2024-12-07,Brazil,202412,12
P00735,2024-11-10,France,202411,11
P00736,2024-10-09,UK,202410,10
P00737,2024-06-25,UK,202406,6
P00738,2024-04-07,Spain,202404,4
P00739,2024-04-14,Spain,202404,4
P00740,2024-04-08,Spain,202404,4
P00741,2024-11-06,France,202411,11
P00742,2024-01-06,Germany,202401,1
P00743,2024-07-15,Spain,202407,7
P00744,2024-12-16,Germany,202412,12
P00745,2024-05-12,Canada,202405,5
P00746,2024-12-23,UK,202412,12
P00747,2024-09-15,Italy,202409,9
P00748,2024-01-23,Germany,202401,1
P00749,2024-02-22,Germany,202402,2
P00750,2024-06-13,Italy,202406,6
P00751,2024-07-20,Italy,202407,7
P00752,2024-03-23,Canada,202403,3
P00753,2024-05-24,UK,202405,5
P00754,2024-03-25,UK,202403,3
P00755,2024-03-18,Italy,202403,3
P00756,2024-01-01,Spain,202401,1
P00757,2024-02-20,France,202402,2
P00758,2024-06-21,UK,202406,6
P00759,2024-07-23,UK,202407,7
P00760,2024-09-16,Brazil,202409,9
P00761,2024-10-14,UK,202410,10
P00762,2024-02-03,France,202402,2
P00763,2024-12-13,France,202412,12
P00764,2024-04-04,Germany,202404,4
P00765,2024-03-12,UK,202403,3
P00766,2024-02-08,Spain,202402,2
P00767,2024-06-02,UK,202406,6
P00768,2024-09-06,Brazil,202409,9
P00769,2024-06-10,France,202406,6
P00770,2024-04-27,Spain,202404,4
P00771,2024-09-15,Brazil,202409,9
P00772,2024-11-01,Italy,202411,11
P00773,2024-09-24,Spain,202409,9
P00774,2024-02-23,France,202402,2
P00775,2024-08-23,France,202408,8
P00776,2024-08-09,Italy,202408,8
P00777,2024-09-07,Canada,202409,9
P00778,2024-11-08,Italy,202411,11
P00779,2024-04-21,Spain,202404,4
P00780,2024-09-11,Italy,202409,9
P00781,2024-10-29,Germany,202410,10
P00782,2024-07-25,UK,202407,7
P00783,2024-08-16,Spain,202408,8
P00784,2024-12-06,Canada,202412,12
P00785,2024-03-06,UK,202403,3
P00786,2024-03-15,Italy,202403,3
P00787,2024-04-12,France,202404,4
P00788,2024-07-10,Spain,202407,7
P00789,2024-09-08,UK,202409,9
P00790,2024-08-13,Germany,202408,8
P00791,2024-10-20,Italy,202410,10
P00792,2024-11-01,France,202411,11
P00793,2024-04-07,Italy,202404,4
P00794,2024-12-03,Italy,202412,12
P00795,2024-10-12,Canada,202410,10
P00796,2024-11-30,France,202411,11
P00797,2024-12-12,Germany,202412,12
P00798,2024-11-03,UK,202411,11
P00799,2024-09-05,Canada,202409,9
P00800,2024-06-14,Canada,202406,6
P00801,2024-11-30,Spain,202411,11
P00802,2024-01-30,Brazil,202401,1
P00803,2024-09-03,Spain,202409,9
P00804,2024-04-15,Spain,202404,4
P00805,2024-02-20,UK,202402,2
P00806,2024-03-21,Italy,202403,3
P00807,2024-05-12,UK,202405,5
P00808,2024-10-11,Brazil,202410,10
P00809,2024-05-17,Italy,202405,5
P00810,2024-07-02,Italy,202407,7
P00811,2024-11-25,UK,202411,11
P00812,2024-09-29,France,202409,9
P00813,2024-12-05,France,202412,12
P00814,2024-03-09,Germany,202403,3
P00815,2024-02-03,UK,202402,2
P00816,2024-09-18,Canada,202409,9
P00817,2024-02-22,Spain,202402,2
P00818,2024-07-23,France,202407,7
P00819,2024-05-05,Germany,202405,5
P00820,2024-08-22,Germany,202408,8
P00821,2024-02-12,Spain,202402,2
P00822,2024-08-27,Spain,202408,8
P00823,2024-04-20,Canada,202404,4
P00824,2024-09-05,Germany,202409,9
P00825,2024-05-30,Canada,202405,5
P00826,2024-07-01,Brazil,202407,7
P00827,2024-12-01,France,202412,12
P00828,2024-04-04,Canada,202404,4
P00829,2024-01-08,UK,202401,1
P00830,2024-12-25,Brazil,202412,12
P00831,2024-07-02,Germany,202407,7
P00832,2024-10-07,Brazil,202410,10
P00833,2024-07-13,Brazil,202407,7
P00834,2024-12-17,Brazil,202412,12
P00835,2024-07-13,Italy,202407,7
P00836,2024-06-03,France,202406,6
P00837,2024-04-02,UK,202404,4
P00838,2024-06-08,Germany,202406,6
P00839,2024-03-01,UK,202403,3
P00840,2024-05-01,Italy,202405,5
P00841,2024-02-20,France,202402,2
P00842,2024-10-03,Canada,202410,10
P00843,2024-01-05,Spain,202401,1
P00844,2024-04-01,Brazil,202404,4
P00845,2024-06-18,UK,202406,6
P00846,2024-11-12,Brazil,202411,11
P00847,2024-01-22,Canada,202401,1
P00848,2024-11-21,Germany,202411,11
P00849,2024-01-01,Spain,202401,1
P00850,2024-05-12,Italy,202405,5
P00851,2024-08-20,UK,202408,8
P00852,2024-01-12,Spain,202401,1
P00853,2024-12-11,Germany,202412,12
P00854,2024-02-15,UK,202402,2
P00855,2024-02-03,Germany,202402,2
P00856,2024-03-18,UK,202403,3
P00857,2024-08-05,UK,202408,8
P00858,2024-10-27,UK,202410,10
P00859,2024-03-13,Canada,202403,3
P00860,2024-10-08,Spain,202410,10
P00861,2024-09-05,Canada,202409,9
P00862,2024-02-16,Germany,202402,2
P00863,2024-04-30,France,202404,4
P00864,2024-08-01,Spain,202408,8
P00865,2024-08-26,Germany,202408,8
P00866,2024-02-25,UK,202402,2
P00867,2024-12-15,Spain,202412,12
P00868,2024-04-16,France,202404,4
P00869,2024-11-14,Spain,202411,11
P00870,2024-02-17,Italy,202402,2
P00871,2024-03-01,UK,202403,3
P00872,2024-12-02,UK,202412,12
P00873,2024-01-26,Italy,202401,1
P00874,2024-10-18,Germany,202410,10
P00875,2024-09-13,UK,202409,9
P00876,2024-01-08,Canada,202401,1
P00877,2024-04-22,UK,202404,4
P00878,2024-12-20,Italy,202412,12
P00879,2024-09-09,Canada,202409,9
P00880,2024-06-28,France,202406,6
P00881,2024-07-25,UK,202407,7
P00882,2024-10-29,UK,202410,10
P00883,2024-05-06,France,202405,5
P00884,2024-02-25,UK,202402,2
P00885,2024-08-01,Italy,202408,8
P00886,2024-01-14,UK,202401,1
P00887,2024-01-28,Spain,202401,1
P00888,2024-03-18,Canada,202403,3
P00889,2024-08-03,Brazil,202408,8
P00890,2024-12-30,Spain,202412,12
P00891,2024-06-02,France,202406,6
P00892,2024-01-14,Spain,202401,1
P00893,2024-07-05,Spain,202407,7
P00894,2024-11-07,Germany,202411,11
P00895,2024-01-07,UK,202401,1
P00896,2024-01-03,Brazil,202401,1
P00897,2024-04-20,Germany,202404,4
P00898,2024-08-25,UK,202408,8
P00899,2024-12-28,Germany,202412,12
P00900,2024-08-26,Germany,202408,8
P00901,2024-09-30,Brazil,202409,9
P00902,2024-10-20,Italy,202410,10
P00903,2024-08-14,Italy,202408,8
P00904,2024-01-15,UK,202401,1
P00905,2024-07-10,Germany,202407,7
P00906,2024-04-28,Germany,202404,4
P00907,2024-01-28,UK,202401,1
P00908,2024-07-20,France,202407,7
P00909,2024-02-08,Italy,202402,2
P00910,2024-09-29,UK,202409,9
P00911,2024-08-18,Spain,202408,8
P00912,2024-03-26,France,202403,3
P00913,2024-05-05,UK,202405,5
P00914,2024-10-26,France,202410,10
P00915,2024-01-25,Canada,202401,1
P00916,2024-05-24,Brazil,202405,5
P00917,2024-01-13,Canada,202401,1
P00918,2024-07-30,Germany,202407,7
P00919,2024-01-25,UK,202401,1
P00920,2024-03-08,Spain,202403,3
P00921,2024-03-07,Germany,202403,3
P00922,2024-08-20,Brazil,202408,8
P00923,2024-04-18,UK,202404,4
P00924,2024-05-25,Germany,202405,5
P00925,2024-04-20,UK,202404,4
P00926,2024-08-15,France,202408,8
P00927,2024-04-20,Italy,202404,4
P00928,2024-02-03,Germany,202402,2
P00929,2024-04-20,Germany,202404,4
P00930,2024-09-20,Germany,202409,9
P00931,2024-08-23,Germany,202408,8
P00932,2024-03-23,Italy,202403,3
P00933,2024-02-11,Brazil,202402,2
P00934,2024-04-10,Canada,202404,4
P00935,2024-01-06,Italy,202401,1
P00936,2024-06-28,France,202406,6
P00937,2024-10-08,Italy,202410,10
P00938,2024-11-15,Germany,202411,11
P00939,2024-08-13,France,202408,8
P00940,2024-11-10,Brazil,202411,11
P00941,2024-12-30,UK,202412,12
P00942,2024-08-16,Canada,202408,8
P00943,2024-10-15,Germany,202410,10
P00944,2024-05-29,Spain,202405,5
P00945,2024-10-03,Italy,202410,10
P00946,2024-07-16,Brazil,202407,7
P00947,2024-03-10,Spain,202403,3
P00948,2024-04-21,Spain,202404,4
P00949,2024-01-04,UK,202401,1
P00950,2024-12-15,Spain,202412,12
P00951,2024-11-26,UK,202411,11
P00952,2024-11-13,Italy,202411,11
P00953,2024-12-15,Spain,202412,12
P00954,2024-04-04,Italy,202404,4
P00955,2024-05-31,UK,202405,5
P00956,2024-11-06,UK,202411,11
P00957,2024-05-16,Italy,202405,5
P00958,2024-09-03,UK,202409,9
P00959,2024-08-30,UK,202408,8
P00960,2024-01-31,UK,202401,1
P00961,2024-02-09,Canada,202402,2
P00962,2024-08-16,Italy,202408,8
P00963,2024-02-05,Germany,202402,2
P00964,2024-08-10,France,202408,8
P00965,2024-01-06,France,202401,1
P00966,2024-11-17,Italy,202411,11
P00967,2024-08-07,Italy,202408,8
P00968,2024-03-15,UK,202403,3
P00969,2024-01-04,UK,202401,1
P00970,2024-11-30,UK,202411,11
P00971,2024-05-13,Italy,202405,5
P00972,2024-04-27,Italy,202404,4
P00973,2024-04-03,France,202404,4
P00974,2024-03-02,UK,202403,3
P00975,2024-07-12,UK,202407,7
P00976,2024-11-30,Canada,202411,11
P00977,2024-07-21,France,202407,7
P00978,2024-01-26,Italy,202401,1
P00979,2024-06-21,Spain,202406,6
P00980,2024-10-26,Germany,202410,10
P00981,2024-05-12,France,202405,5
P00982,2024-11-21,UK,202411,11
P00983,2024-04-27,Spain,202404,4
P00984,2024-11-19,Italy,202411,11
P00985,2024-10-01,Spain,202410,10
P00986,2024-07-30,Spain,202407,7
P00987,2024-08-12,UK,202408,8
P00988,2024-01-20,Canada,202401,1
P00989,2024-04-22,Italy,202404,4
P00990,2024-05-19,France,202405,5
P00991,2024-02-16,Canada,202402,2
P00992,2024-01-01,Spain,202401,1
P00993,2024-03-30,Spain,202403,3
P00994,2024-05-21,Italy,202405,5
P00995,2024-11-15,Brazil,202411,11
P00996,2024-02-07,Italy,202402,2
P00997,2024-10-19,UK,202410,10
P00998,2024-05-18,France,202405,5
P00999,2024-12-21,Canada,202412,12
P01000,2024-11-28,France,202411,11
P01001,2024-09-15,Germany,202409,9
P01002,2024-06-09,Germany,202406,6
P01003,2024-06-26,Germany,202406,6
P01004,2024-01-10,Spain,202401,1
P01005,2024-09-17,Canada,202409,9
P01006,2024-05-17,France,202405,5
P01007,2024-06-20,UK,202406,6
P01008,2024-01-13,UK,202401,1
P01009,2024-06-16,Brazil,202406,6
P01010,2024-05-09,Spain,202405,5
P01011,2024-03-24,France,202403,3
P01012,2024-11-16,Brazil,202411,11
P01013,2024-11-14,Brazil,202411,11
P01014,2024-04-10,Brazil,202404,4
P01015,2024-11-24,Canada,202411,11
P01016,2024-09-29,France,202409,9
P01017,2024-09-21,Italy,202409,9
P01018,2024-02-07,Germany,202402,2
P01019,2024-04-03,Brazil,202404,4
P01020,2024-04-04,Italy,202404,4
P01021,2024-10-31,Italy,202410,10
P01022,2024-03-09,Italy,202403,3
P01023,2024-11-13,UK,202411,11
P01024,2024-08-23,Spain,202408,8
P01025,2024-11-29,Canada,202411,11
P01026,2024-05-16,Canada,202405,5
P01027,2024-03-16,UK,202403,3
P01028,2024-02-04,UK,202402,2
P01029,2024-01-01,UK,202401,1
P01030,2024-10-22,Italy,202410,10
P01031,2024-11-15,Brazil,202411,11
P01032,2024-02-29,France,202402,2
P01033,2024-11-15,Spain,202411,11
P01034,2024-12-14,Brazil,202412,12
P01035,2024-11-23,Italy,202411,11
P01036,2024-09-23,Spain,202409,9
P01037,2024-12-26,Spain,202412,12
P01038,2024-08-16,Spain,202408,8
P01039,2024-09-26,France,202409,9
P01040,2024-11-11,Spain,202411,11
P01041,2024-10-12,Italy,202410,10
P01042,2024-10-17,Brazil,202410,10
P01043,2024-07-31,Spain,202407,7
P01044,2024-06-13,Italy,202406,6
P01045,2024-01-05,UK,202401,1
P01046,2024-12-04,Germany,202412,12
P01047,2024-03-18,UK,202403,3
P01048,2024-03-02,France,202403,3
P01049,2024-05-11,Italy,202405,5
P01050,2024-03-29,Canada,202403,3
P01051,2024-08-24,UK,202408,8
P01052,2024-02-11,Germany,202402,2
P01053,2024-03-29,Brazil,202403,3
P01054,2024-10-22,France,202410,10
P01055,2024-11-23,Spain,202411,11
P01056,2024-10-21,Italy,202410,10
P01057,2024-04-13,Spain,202404,4
P01058,2024-01-14,UK,202401,1
P01059,2024-10-14,Germany,202410,10
P01060,2024-06-27,Italy,202406,6
P01061,2024-05-04,Spain,202405,5
P01062,2024-12-18,UK,202412,12
P01063,2024-01-23,Italy,202401,1
P01064,2024-03-03,UK,202403,3
P01065,2024-05-22,Italy,202405,5
P01066,2024-06-01,France,202406,6
P01067,2024-05-24,Canada,202405,5
P01068,2024-08-12,Germany,202408,8
P01069,2024-11-04,France,202411,11
P01070,2024-04-13,UK,202404,4
P01071,2024-04-13,France,202404,4
P01072,2024-02-08,Brazil,202402,2
P01073,2024-07-16,Canada,202407,7
P01074,2024-05-13,Germany,202405,5
P01075,2024-03-07,Germany,202403,3
P01076,2024-06-27,Italy,202406,6
P01077,2024-02-11,Brazil,202402,2
P01078,2024-01-15,Spain,202401,1
P01079,2024-04-20,Germany,202404,4
P01080,2024-06-05,Germany,202406,6
P01081,2024-10-15,Italy,202410,10
P01082,2024-08-18,UK,202408,8
P01083,2024-06-05,Spain,202406,6
P01084,2024-02-07,Germany,202402,2
P01085,2024-04-06,Italy,202404,4
P01086,2024-10-15,UK,202410,10
P01087,2024-09-10,Spain,202409,9
P01088,2024-07-14,Germany,202407,7
P01089,2024-03-26,Spain,202403,3
P01090,2024-11-17,UK,202411,11
P01091,2024-01-10,Spain,202401,1
P01092,2024-01-05,Spain,202401,1
P01093,2024-05-02,Spain,202405,5
P01094,2024-11-25,Spain,202411,11
P01095,2024-12-18,Italy,202412,12
P01096,2024-04-27,Brazil,202404,4
P01097,2024-10-20,France,202410,10
P01098,2024-06-07,Brazil,202406,6
P01099,2024-10-29,Germany,202410,10
P01100,2024-08-15,UK,202408,8
P01101,2024-12-30,UK,202412,12
P01102,2024-08-03,France,202408,8
P01103,2024-07-02,Italy,202407,7
P01104,2024-01-15,Italy,202401,1
P01105,2024-06-05,Italy,202406,6
P01106,2024-05-15,Spain,202405,5
P01107,2024-09-17,Germany,202409,9
P01108,2024-06-05,UK,202406,6
P01109,2024-02-16,France,202402,2
P01110,2024-11-19,Germany,202411,11
P01111,2024-11-27,UK,202411,11
P01112,2024-06-21,France,202406,6
P01113,2024-05-09,Spain,202405,5
P01114,2024-04-04,Italy,202404,4
P01115,2024-04-24,Canada,202404,4
P01116,2024-08-30,Canada,202408,8
P01117,2024-10-18,Spain,202410,10
P01118,2024-10-08,Germany,202410,10
P01119,2024-10-25,Spain,202410,10
P01120,2024-10-09,Italy,202410,10
P01121,2024-03-09,UK,202403,3
P01122,2024-05-27,Germany,202405,5
P01123,2024-01-11,Brazil,202401,1
P01124,2024-09-10,Germany,202409,9
P01125,2024-11-25,Spain,202411,11
P01126,2024-12-25,Spain,202412,12
P01127,2024-02-07,UK,202402,2
P01128,2024-05-13,Germany,202405,5
P01129,2024-07-18,France,202407,7
P01130,2024-01-23,UK,202401,1
P01131,2024-10-29,UK,202410,10
P01132,2024-12-11,Brazil,202412,12
P01133,2024-10-28,France,202410,10
P01134,2024-12-28,Spain,202412,12
P01135,2024-08-05,France,202408,8
P01136,2024-05-20,Canada,202405,5
P01137,2024-04-13,France,202404,4
P01138,2024-07-28,Germany,202407,7
P01139,2024-04-20,Brazil,202404,4
P01140,2024-04-13,Brazil,202404,4
P01141,2024-11-11,UK,202411,11
P01142,2024-06-19,Brazil,202406,6
P01143,2024-12-21,Germany,202412,12
P01144,2024-11-19,Germany,202411,11
P01145,2024-05-12,UK,202405,5
P01146,2024-10-19,UK,202410,10
P01147,2024-11-23,Italy,202411,11
P01148,2024-05-06,Germany,202405,5
P01149,2024-04-15,Germany,202404,4
P01150,2024-04-01,Italy,202404,4
P01151,2024-10-13,Italy,202410,10
P01152,2024-02-20,UK,202402,2
P01153,2024-01-29,Spain,202401,1
P01154,2024-10-22,UK,202410,10
P01155,2024-10-23,Italy,202410,10
P01156,2024-08-01,Italy,202408,8
P01157,2024-09-23,Canada,202409,9
P01158,2024-09-13,UK,202409,9
P01159,2024-10-28,UK,202410,10
P01160,2024-04-10,France,202404,4
P01161,2024-12-11,France,202412,12
P01162,2024-04-19,France,202404,4
P01163,2024-06-30,Canada,202406,6
P01164,2024-11-08,France,202411,11
P01165,2024-01-01,France,202401,1
P01166,2024-11-14,Italy,202411,11
P01167,2024-02-24,Germany,202402,2
P01168,2024-05-28,Italy,202405,5
P01169,2024-11-04,UK,202411,11
P01170,2024-05-16,Germany,202405,5
P01171,2024-07-20,UK,202407,7
P01172,2024-11-08,UK,202411,11
P01173,2024-04-26,Canada,202404,4
P01174,2024-06-02,UK,202406,6
P01175,2024-10-17,Spain,202410,10
P01176,2024-03-03,Germany,202403,3
P01177,2024-08-31,France,202408,8
P01178,2024-01-25,Brazil,202401,1
P01179,2024-03-30,UK,202403,3
P01180,2024-03-15,Italy,202403,3
P01181,2024-10-20,Canada,202410,10
P01182,2024-07-28,Spain,202407,7
P01183,2024-12-12,Canada,202412,12
P01184,2024-01-17,UK,202401,1
P01185,2024-05-07,Germany,202405,5
P01186,2024-12-29,France,202412,12
P01187,2024-09-07,Italy,202409,9
P01188,2024-06-27,Canada,202406,6
P01189,2024-06-30,France,202406,6
P01190,2024-05-31,Italy,202405,5
P01191,2024-01-25,UK,202401,1
P01192,2024-06-28,Spain,202406,6
P01193,2024-07-16,Germany,202407,7
P01194,2024-12-09,Canada,202412,12
P01195,2024-06-09,Spain,202406,6
P01196,2024-06-25,France,202406,6
P01197,2024-10-11,UK,202410,10
P01198,2024-03-03,UK,202403,3
P01199,2024-05-29,France,202405,5
P01200,2024-06-02,France,202406,6
