purchase_id,customer_id,date_id,payment_method_id,gross_purchase_amount,bonus_credit,payment_fees,net_deposit,currency,status
2451,4963,20240628,1,79.52,0.0,1.53,77.99,EUR,Approved
2452,2963,20250524,1,43.77,0.0,0.89,42.88,EUR,Approved
2453,4088,20241023,2,20.33,0.0,0.49,19.84,CAD,Approved
2454,2055,20241214,4,11.92,2.95,0.41,11.51,SEK,Approved
2455,4934,20250505,4,25.62,0.0,0.71,24.91,EUR,Approved
2456,2470,20241218,2,35.55,0.0,0.78,34.77,EUR,Approved
2457,5364,20240321,5,24.6,0.0,0.69,23.91,EUR,Approved
2458,2268,20250309,1,51.5,0.0,1.03,50.47,EUR,Approved
2459,4838,20240502,4,18.05,0.0,0.55,17.5,COP,Approved
2460,378,20241015,4,28.78,0.0,0.78,28.0,EUR,Approved
2461,4051,20250414,2,56.4,0.0,1.17,55.23,EUR,Approved
2462,933,20250524,4,88.84,0.0,2.1,86.74,GBP,Approved
2463,5340,20250816,1,30.12,0.0,0.64,29.48,EUR,Approved
2464,5753,20250424,2,65.24,0.0,1.34,63.9,BRL,Approved
2465,1888,20250818,1,242.73,0.0,4.47,238.26,EUR,Approved
2466,3323,20250314,2,11.26,0.0,0.31,10.95,ARS,Approved
2467,2263,20240622,3,56.31,0.0,1.76,54.55,COP,Approved
2468,3569,20241211,1,34.63,0.0,0.72,33.91,GBP,Approved
2469,2082,20240414,1,117.36,0.0,2.21,115.15,GBP,Approved
2470,4865,20250722,2,58.18,0.0,1.21,56.97,AUD,Approved
2471,188,20250809,1,27.63,0.0,0.6,27.03,USD,Approved
2472,4375,20250330,2,28.71,0.0,0.65,28.06,EUR,Approved
2473,67,20241020,5,61.9,10.8,1.51,60.39,NOK,Approved
2474,5739,20250127,3,96.43,13.57,2.81,93.62,AUD,Approved
2475,275,20240714,1,13.24,3.14,0.34,12.9,EUR,Approved
2476,4753,20250225,1,79.67,0.0,1.53,78.14,EUR,Approved
2477,4114,20250421,2,114.97,0.0,2.28,112.69,EUR,Approved
2478,5067,20240805,6,30.0,0.0,0.44,29.56,BRL,Approved
2479,825,20240601,2,29.94,0.0,0.67,29.27,EUR,Approved
2480,2082,20240206,1,36.73,0.0,0.76,35.97,GBP,Approved
2481,530,20241213,2,50.49,0.0,1.06,49.43,USD,Approved
2482,1708,20240618,3,41.75,0.0,1.39,40.36,EUR,Approved
2483,3556,20241105,5,119.45,0.0,2.78,116.67,EUR,Approved
2484,5798,20250928,1,35.07,0.0,0.73,34.34,ARS,Approved
2485,1555,20241219,2,31.51,0.0,0.7,30.81,GBP,Approved
2486,2017,20240906,5,22.74,0.0,0.65,22.09,GBP,Approved
2487,2279,20250113,2,35.77,0.0,0.78,34.99,EUR,Approved
2488,182,20240524,2,38.16,0.0,0.83,37.33,NZD,Approved
2489,4085,20250916,5,68.75,0.0,1.66,67.09,EUR,Approved
2490,808,20250503,2,64.9,0.0,1.33,63.57,ARS,Approved
2491,5172,20240401,1,51.32,0.0,1.02,50.3,CAD,Approved
2492,2279,20240629,2,122.0,24.34,2.42,119.58,EUR,Approved
2493,5155,20240507,3,118.81,0.0,3.39,115.42,EUR,Approved
2494,4337,20241004,2,84.45,0.0,1.7,82.75,EUR,Approved
2495,4694,20250317,2,63.09,0.0,1.3,61.79,EUR,Approved
2496,2082,20240915,2,82.77,0.0,1.67,81.1,GBP,Approved
2497,4844,20241213,5,45.81,0.0,1.16,44.65,ARS,Approved
2498,3323,20250728,4,73.56,0.0,1.77,71.79,ARS,Approved
2499,1049,20250428,1,8.85,0.0,0.26,8.59,SEK,Approved
2500,5307,20241028,3,290.98,38.04,7.87,283.11,EUR,Approved
2501,2279,20240730,1,55.05,0.0,1.09,53.96,EUR,Approved
2502,5340,20250502,2,30.57,0.0,0.68,29.89,EUR,Approved
2503,3368,20250428,3,103.29,0.0,2.99,100.3,GBP,Approved
2504,349,20251009,6,18.97,0.0,0.35,18.62,DKK,Approved
2505,4726,20250704,4,17.69,0.0,0.54,17.15,EUR,Approved
2506,141,20250407,2,21.23,0.0,0.5,20.73,EUR,Approved
2507,615,20241215,5,71.41,0.0,1.72,69.69,NOK,Approved
2508,2002,20241029,1,60.65,0.0,1.19,59.46,EUR,Approved
2509,3638,20250221,4,45.64,9.33,1.15,44.49,NOK,Approved
2510,2279,20240308,2,55.4,0.0,1.15,54.25,EUR,Approved
2511,2241,20240226,6,38.27,0.0,0.51,37.76,BRL,Approved
2512,2279,20250414,2,81.6,0.0,1.65,79.95,EUR,Approved
2513,822,20240601,1,46.95,0.0,0.95,46.0,BRL,Approved
2514,4110,20240719,2,68.98,0.0,1.41,67.57,COP,Approved
2515,1243,20250821,1,22.42,0.0,0.5,21.92,EUR,Approved
2516,2348,20240208,6,51.8,0.0,0.61,51.19,AUD,Approved
2517,5798,20250526,2,128.27,0.0,2.54,125.73,ARS,Approved
2518,5523,20240904,2,21.43,0.0,0.51,20.92,AUD,Approved
2519,4617,20240423,6,23.85,0.0,0.39,23.46,EUR,Approved
2520,5250,20250112,5,17.05,0.0,0.53,16.52,EUR,Approved
2521,4064,20240514,1,236.07,0.0,4.35,231.72,GBP,Approved
2522,4865,20240502,4,23.38,5.17,0.66,22.72,AUD,Approved
2523,1537,20250817,3,26.1,0.0,0.98,25.12,MXN,Approved
2524,2512,20240731,1,22.51,4.75,0.51,22.0,USD,Approved
2525,1701,20250516,1,68.24,5.95,1.33,66.91,SEK,Approved
2526,244,20240623,5,53.69,0.0,1.33,52.36,USD,Approved
2527,1472,20241001,2,45.51,0.0,0.96,44.55,EUR,Approved
2528,1558,20240823,4,112.81,0.0,2.63,110.18,EUR,Approved
2529,4060,20250629,1,36.16,0.0,0.75,35.41,EUR,Approved
2530,2032,20240619,5,47.85,0.0,1.2,46.65,EUR,Approved
2531,1313,20251014,3,35.15,0.0,1.21,33.94,EUR,Approved
2532,63,20250223,1,39.09,0.0,0.8,38.29,CAD,Approved
2533,2267,20250620,1,31.34,0.0,0.66,30.68,SEK,Approved
2534,4627,20240406,6,40.12,0.0,0.52,39.6,EUR,Approved
2535,3621,20240121,2,52.89,0.0,1.1,51.79,EUR,Approved
2536,5340,20241016,1,52.88,0.0,1.05,51.83,EUR,Approved
2537,3368,20250913,3,31.86,0.0,1.13,30.73,GBP,Declined
2538,336,20240322,1,29.88,0.0,0.64,29.24,CAD,Approved
2539,2359,20240416,4,18.13,0.0,0.55,17.58,EUR,Approved
2540,2279,20241012,5,32.53,0.0,0.87,31.66,EUR,Approved
2541,5022,20250912,1,34.14,0.0,0.71,33.43,BRL,Approved
2542,3860,20250703,2,47.44,0.0,1.0,46.44,EUR,Approved
2543,1574,20241126,5,67.32,0.0,1.63,65.69,BRL,Approved
2544,4120,20240511,4,15.11,0.0,0.48,14.63,EUR,Approved
2545,4904,20241204,1,67.55,0.0,1.32,66.23,COP,Approved
2546,386,20240808,1,51.87,0.0,1.03,50.84,DKK,Approved
2547,4231,20240317,6,38.88,0.0,0.51,38.37,EUR,Approved
2548,4755,20250827,1,12.96,0.0,0.33,12.63,USD,Approved
2549,2082,20251012,2,82.73,0.0,1.67,81.06,GBP,Approved
2550,5685,20250814,1,13.25,2.38,0.34,12.91,EUR,Approved
2551,4905,20240219,1,30.73,0.0,0.65,30.08,SEK,Approved
2552,1574,20241208,2,79.38,0.0,1.61,77.77,BRL,Approved
2553,2210,20241127,1,94.32,0.0,1.8,92.52,EUR,Approved
2554,5370,20241020,3,43.55,6.92,1.43,42.12,USD,Approved
2555,4905,20240531,6,104.54,0.0,1.04,103.5,SEK,Approved
2556,4834,20240404,3,39.42,0.0,1.32,38.1,SEK,Approved
2557,5804,20250115,3,125.53,0.0,3.56,121.97,DKK,Approved
2558,457,20250315,1,92.17,0.0,1.76,90.41,COP,Approved
2559,393,20241116,4,142.84,0.0,3.29,139.55,NOK,Approved
2560,2348,20240330,3,124.25,0.0,3.53,120.72,AUD,Approved
2561,5427,20250612,1,33.69,0.0,0.71,32.98,EUR,Approved
2562,3164,20241009,3,99.55,0.0,2.89,96.66,SEK,Approved
2563,5539,20241210,3,60.29,0.0,1.87,58.42,EUR,Approved
2564,1016,20240820,3,455.07,23.41,12.13,442.94,EUR,Approved
2565,4352,20241217,3,71.75,0.0,2.17,69.58,BRL,Approved
2566,1889,20250308,2,47.64,8.2,1.01,46.63,USD,Approved
2567,4015,20241109,2,72.92,0.0,1.49,71.43,CAD,Approved
2568,2282,20250114,1,84.95,0.0,1.63,83.32,EUR,Approved
2569,1769,20240913,4,68.76,0.0,1.66,67.1,SEK,Approved
2570,5036,20250131,5,16.9,0.0,0.52,16.38,EUR,Approved
2571,2196,20240913,6,19.75,0.0,0.36,19.39,EUR,Approved
2572,1379,20240607,3,16.28,0.0,0.72,15.56,NOK,Approved
2573,1006,20240721,3,93.03,0.0,2.72,90.31,SEK,Declined
2574,1111,20250216,3,184.53,0.0,5.1,179.43,EUR,Approved
2575,3054,20240322,2,12.81,0.0,0.34,12.47,NZD,Approved
2576,359,20250321,5,23.55,0.0,0.67,22.88,EUR,Approved
2577,474,20240125,1,314.93,32.64,5.77,309.16,CAD,Approved
2578,2489,20240118,1,18.23,0.0,0.43,17.8,EUR,Approved
2579,4119,20250511,5,30.74,0.0,0.83,29.91,DKK,Approved
2580,4088,20240425,1,78.31,0.0,1.51,76.8,CAD,Approved
2581,5340,20240528,5,53.94,0.0,1.34,52.6,EUR,Approved
2582,2963,20241121,4,68.05,0.0,1.65,66.4,EUR,Approved
2583,1317,20240121,3,23.24,0.0,0.9,22.34,USD,Approved
2584,4807,20250828,3,106.1,0.0,3.06,103.04,GBP,Approved
2585,971,20240527,2,37.67,7.28,0.82,36.85,AUD,Approved
2586,3982,20250929,1,130.14,0.0,2.44,127.7,MXN,Approved
2587,4110,20250924,3,40.3,0.0,1.35,38.95,COP,Approved
2588,1232,20251001,1,72.44,0.0,1.4,71.04,NZD,Approved
2589,364,20250321,1,27.34,0.0,0.59,26.75,DKK,Approved
2590,1199,20241013,2,62.8,0.0,1.29,61.51,CAD,Approved
2591,4741,20251026,2,38.89,0.0,0.84,38.05,NOK,Approved
2592,4905,20241120,1,49.76,0.0,1.0,48.76,SEK,Approved
2593,1574,20240718,6,34.65,0.0,0.48,34.17,BRL,Approved
2594,3027,20240527,3,98.16,0.0,2.85,95.31,EUR,Approved
2595,385,20250101,2,18.67,0.0,0.45,18.22,NZD,Approved
2596,1234,20240808,1,14.8,0.0,0.37,14.43,CAD,Approved
2597,3345,20240815,5,54.91,0.0,1.36,53.55,ARS,Approved
2598,1424,20241101,2,14.65,0.0,0.38,14.27,COP,Approved
2599,349,20240627,3,13.9,0.0,0.66,13.24,DKK,Approved
2600,5292,20250420,4,60.77,0.0,1.49,59.28,ARS,Approved
2601,1423,20250220,3,23.52,0.0,0.91,22.61,EUR,Approved
2602,4666,20250901,3,580.41,0.0,15.39,565.02,EUR,Approved
2603,2279,20250919,2,86.8,0.0,1.75,85.05,EUR,Approved
2604,4138,20240502,1,471.32,0.0,8.58,462.74,USD,Approved
2605,2082,20241011,5,41.58,0.0,1.06,40.52,GBP,Approved
2606,3508,20240103,1,103.96,0.0,1.97,101.99,EUR,Approved
2607,3853,20240918,6,153.44,37.68,1.43,152.01,NOK,Approved
2608,783,20250415,4,40.34,0.0,1.04,39.3,MXN,Approved
2609,5235,20241127,3,11.86,0.0,0.61,11.25,BRL,Declined
2610,2082,20240917,2,8.26,0.0,0.26,8.0,GBP,Approved
2611,4736,20240103,5,34.3,0.0,0.9,33.4,EUR,Approved
2612,3252,20250322,4,110.55,0.0,2.58,107.97,MXN,Approved
2613,1164,20240803,2,76.36,0.0,1.55,74.81,NZD,Approved
2614,2082,20250423,2,23.03,0.0,0.54,22.49,GBP,Approved
2615,525,20250722,1,382.29,0.0,6.98,375.31,COP,Approved
2616,1577,20250817,1,236.29,23.15,4.35,231.94,USD,Approved
2617,1293,20250315,3,128.07,25.9,3.63,124.44,EUR,Approved
2618,1602,20240718,5,82.68,0.0,1.97,80.71,ARS,Approved
2619,4827,20251029,5,29.45,0.0,0.8,28.65,BRL,Approved
2620,507,20241005,1,35.91,0.0,0.75,35.16,NZD,Approved
2621,3646,20240514,5,36.47,0.0,0.95,35.52,COP,Approved
2622,2082,20241020,2,30.43,0.0,0.68,29.75,GBP,Approved
2623,2822,20240723,2,44.84,0.0,0.95,43.89,GBP,Approved
2624,1301,20240325,1,10.2,0.0,0.28,9.92,MXN,Approved
2625,5692,20241019,3,23.68,0.0,0.92,22.76,NOK,Declined
2626,3912,20250124,2,44.77,0.0,0.95,43.82,EUR,Approved
2627,1245,20240517,2,47.46,0.0,1.0,46.46,USD,Approved
2628,2869,20250214,1,21.2,0.0,0.48,20.72,EUR,Approved
2629,1016,20250523,3,22.46,3.69,0.88,21.58,EUR,Declined
2630,5385,20240805,1,77.57,0.0,1.5,76.07,COP,Approved
2631,2695,20250909,5,9.87,0.0,0.37,9.5,EUR,Approved
2632,455,20240226,3,49.11,0.0,1.58,47.53,USD,Approved
2633,1001,20240401,2,207.57,0.0,4.04,203.53,AUD,Approved
2634,2945,20250104,1,28.12,0.0,0.61,27.51,ARS,Approved
2635,1234,20250724,2,177.56,0.0,3.47,174.09,CAD,Approved
2636,4165,20250215,2,37.65,0.0,0.82,36.83,EUR,Approved
2637,2279,20240711,4,38.84,4.09,1.0,37.84,EUR,Approved
2638,3323,20240426,2,89.35,0.0,1.8,87.55,ARS,Approved
2639,3591,20251031,1,26.92,0.0,0.58,26.34,EUR,Approved
2640,5646,20241001,2,113.8,0.0,2.26,111.54,DKK,Approved
2641,5539,20241218,5,67.66,0.0,1.64,66.02,EUR,Approved
2642,2082,20250321,2,28.5,0.0,0.64,27.86,GBP,Approved
2643,5337,20240205,1,91.4,0.0,1.75,89.65,DKK,Approved
2644,5961,20250915,1,18.23,0.0,0.43,17.8,USD,Approved
2645,5193,20240715,2,28.25,0.0,0.64,27.61,CAD,Approved
2646,349,20241016,5,32.19,0.0,0.86,31.33,DKK,Approved
2647,1899,20250430,2,1399.64,0.0,26.69,1372.95,GBP,Approved
2648,709,20250214,1,246.43,0.0,4.54,241.89,EUR,Approved
2649,4059,20250226,2,92.35,0.0,1.85,90.5,COP,Approved
2650,2073,20240826,2,42.49,0.0,0.91,41.58,USD,Approved
2651,1199,20241024,5,81.87,0.0,1.95,79.92,CAD,Approved
2652,1295,20240211,2,32.09,0.0,0.71,31.38,COP,Approved
2653,2082,20240328,5,69.54,9.72,1.68,67.86,GBP,Approved
2654,3459,20240624,1,54.88,0.0,1.09,53.79,NZD,Approved
2655,4037,20241004,1,45.26,0.0,0.91,44.35,ARS,Approved
2656,140,20241208,1,142.31,0.0,2.66,139.65,USD,Approved
2657,5882,20241023,2,20.97,0.0,0.5,20.47,EUR,Declined
2658,277,20241006,1,64.61,0.0,1.26,63.35,NOK,Approved
2659,5879,20250227,5,96.76,0.0,2.28,94.48,AUD,Approved
2660,1574,20250219,1,85.41,0.0,1.64,83.77,BRL,Approved
2661,5307,20240202,6,51.84,0.0,0.61,51.23,EUR,Approved
2662,5194,20240128,2,23.3,0.0,0.54,22.76,EUR,Approved
2663,2822,20240727,2,76.79,0.0,1.56,75.23,GBP,Approved
2664,4438,20250824,3,20.64,1.5,0.84,19.8,EUR,Approved
2665,3915,20250816,3,36.63,7.68,1.25,35.38,DKK,Approved
2666,4865,20240904,2,73.63,0.0,1.5,72.13,AUD,Approved
2667,3290,20250112,1,27.36,0.0,0.59,26.77,ARS,Approved
2668,2002,20241223,4,11.06,0.0,0.39,10.67,EUR,Approved
2669,2279,20240118,3,169.83,0.0,4.72,165.11,EUR,Approved
2670,920,20240731,6,46.03,0.0,0.57,45.46,EUR,Approved
2671,1699,20250528,2,71.02,0.0,1.45,69.57,ARS,Approved
2672,5784,20240403,1,74.72,0.0,1.44,73.28,EUR,Approved
2673,2291,20240117,2,32.77,0.0,0.72,32.05,EUR,Approved
2674,4193,20240826,3,34.06,0.0,1.19,32.87,DKK,Approved
2675,1813,20250611,1,145.59,0.0,2.72,142.87,BRL,Approved
2676,4209,20251028,3,123.58,0.0,3.51,120.07,EUR,Approved
2677,2751,20240625,2,27.82,0.0,0.63,27.19,EUR,Chargeback
2678,4736,20240510,3,98.15,0.0,2.85,95.3,EUR,Approved
2679,2255,20241024,6,19.96,0.0,0.36,19.6,EUR,Approved
2680,5753,20240303,4,51.81,0.0,1.29,50.52,BRL,Approved
2681,1167,20240509,5,43.89,0.0,1.12,42.77,COP,Approved
2682,2963,20241228,5,42.74,0.0,1.09,41.65,EUR,Approved
2683,1049,20250907,2,54.72,0.0,1.14,53.58,SEK,Approved
2684,1574,20240926,2,123.61,0.0,2.45,121.16,BRL,Approved
2685,3025,20240924,6,15.0,0.0,0.32,14.68,EUR,Approved
2686,1084,20250514,3,50.83,6.9,1.62,49.21,BRL,Approved
2687,709,20250623,1,146.66,0.0,2.74,143.92,EUR,Approved
2688,4991,20250501,1,59.06,0.0,1.16,57.9,CAD,Approved
2689,2082,20240804,3,84.33,0.0,2.49,81.84,GBP,Approved
2690,4169,20241222,2,76.2,0.0,1.55,74.65,USD,Approved
2691,2785,20251007,2,5.0,0.0,0.2,4.8,SEK,Approved
2692,4408,20241012,1,92.51,0.0,1.77,90.74,EUR,Approved
2693,1574,20250423,1,68.55,0.0,1.33,67.22,BRL,Approved
2694,613,20250629,2,95.3,0.0,1.91,93.39,AUD,Approved
2695,3054,20250215,2,106.3,0.0,2.12,104.18,NZD,Approved
2696,3660,20241126,2,158.73,0.0,3.12,155.61,CAD,Approved
2697,5665,20250324,1,38.39,0.0,0.79,37.6,EUR,Approved
2698,4639,20240127,6,148.21,0.0,1.39,146.82,EUR,Approved
2699,5159,20240421,1,64.85,0.0,1.27,63.58,ARS,Approved
2700,4306,20250506,6,39.38,0.0,0.52,38.86,USD,Approved
2701,5971,20240516,2,44.53,0.0,0.95,43.58,EUR,Approved
2702,4374,20250621,2,11.41,0.0,0.32,11.09,EUR,Approved
2703,3824,20240918,1,61.46,0.0,1.21,60.25,COP,Approved
2704,1866,20251008,2,14.62,0.0,0.38,14.24,AUD,Approved
2705,1528,20250605,1,51.5,0.0,1.03,50.47,AUD,Approved
2706,1634,20241025,6,56.67,0.0,0.65,56.02,SEK,Approved
2707,151,20240419,2,10.61,0.0,0.3,10.31,MXN,Approved
2708,1428,20250308,1,18.37,0.0,0.43,17.94,CAD,Approved
2709,1679,20250423,4,130.49,0.0,3.02,127.47,BRL,Approved
2710,527,20250915,2,38.85,0.0,0.84,38.01,EUR,Approved
2711,63,20250904,3,18.72,0.0,0.79,17.93,CAD,Approved
2712,2963,20240923,1,39.54,0.0,0.81,38.73,EUR,Approved
2713,1161,20251029,2,81.92,0.0,1.66,80.26,EUR,Approved
2714,1424,20240731,2,72.03,0.0,1.47,70.56,COP,Approved
2715,5882,20241104,4,5.0,0.0,0.26,4.74,EUR,Approved
2716,973,20240223,1,18.97,0.0,0.44,18.53,NZD,Approved
2717,349,20251026,3,39.68,0.0,1.33,38.35,DKK,Approved
2718,4879,20250129,1,14.79,0.0,0.37,14.42,SEK,Approved
2719,1574,20250526,1,70.76,0.0,1.37,69.39,BRL,Approved
2720,2963,20241120,3,66.78,0.0,2.04,64.74,EUR,Approved
2721,4905,20240405,5,13.97,0.0,0.46,13.51,SEK,Approved
2722,2963,20240622,2,16.24,0.0,0.41,15.83,EUR,Approved
2723,5309,20241209,2,70.93,0.0,1.45,69.48,BRL,Approved
2724,3912,20240723,1,105.83,22.27,2.0,103.83,EUR,Approved
2725,3583,20240224,4,57.78,0.0,1.42,56.36,GBP,Approved
2726,4480,20240813,2,128.62,0.0,2.54,126.08,EUR,Approved
2727,1317,20241102,1,5.0,0.0,0.19,4.81,USD,Approved
2728,1059,20241007,4,59.73,0.0,1.46,58.27,NOK,Approved
2729,4939,20250908,2,64.66,0.0,1.33,63.33,USD,Approved
2730,5347,20241028,1,59.32,0.0,1.17,58.15,AUD,Approved
2731,1049,20240723,1,361.9,0.0,6.61,355.29,SEK,Approved
2732,3145,20240807,6,65.93,13.59,0.73,65.2,BRL,Approved
2733,1049,20250303,3,16.51,0.0,0.73,15.78,SEK,Approved
2734,182,20240520,1,109.78,0.0,2.08,107.7,NZD,Approved
2735,2963,20250330,2,19.69,0.0,0.47,19.22,EUR,Approved
2736,3493,20240524,4,35.63,0.0,0.93,34.7,BRL,Approved
2737,2688,20250609,5,77.81,0.0,1.86,75.95,ARS,Approved
2738,4711,20240606,3,91.23,10.67,2.67,88.56,CAD,Approved
2739,1420,20240414,5,130.01,0.0,3.01,127.0,EUR,Approved
2740,5472,20241015,2,29.84,0.0,0.67,29.17,EUR,Approved
2741,3323,20250923,5,376.19,52.46,8.43,367.76,ARS,Approved
2742,3154,20240703,1,47.52,0.0,0.96,46.56,SEK,Approved
2743,2497,20240804,3,62.61,0.0,1.93,60.68,EUR,Approved
2744,1303,20240131,2,121.14,0.0,2.4,118.74,EUR,Approved
2745,1667,20241005,3,110.27,0.0,3.17,107.1,ARS,Approved
2746,3252,20250419,3,58.65,0.0,1.82,56.83,MXN,Approved
2747,4385,20240812,2,39.77,0.0,0.86,38.91,MXN,Approved
2748,931,20240625,5,8.3,0.0,0.33,7.97,USD,Approved
2749,3055,20240324,4,29.25,0.0,0.79,28.46,USD,Approved
2750,179,20250721,6,34.91,0.0,0.48,34.43,EUR,Approved
2751,1164,20240401,1,30.69,0.0,0.65,30.04,NZD,Approved
2752,4834,20240108,2,74.68,0.0,1.52,73.16,SEK,Approved
2753,1615,20251023,3,28.91,0.0,1.05,27.86,ARS,Approved
2754,1661,20250727,5,122.69,0.0,2.85,119.84,USD,Approved
2755,3145,20240223,5,12.54,0.0,0.43,12.11,BRL,Approved
2756,2082,20240611,2,24.75,0.0,0.57,24.18,GBP,Approved
2757,4940,20250922,2,64.15,0.0,1.32,62.83,NOK,Approved
2758,2507,20250423,1,5.0,0.0,0.19,4.81,BRL,Approved
2759,5044,20240417,5,79.24,0.0,1.89,77.35,NZD,Approved
2760,60,20240927,2,81.51,0.0,1.65,79.86,SEK,Approved
2761,4837,20250917,3,105.58,0.0,3.05,102.53,EUR,Approved
2762,170,20240824,3,224.24,0.0,6.13,218.11,EUR,Approved
2763,5128,20240917,2,108.6,6.85,2.16,106.44,COP,Approved
2764,5689,20250612,5,41.98,0.0,1.07,40.91,DKK,Approved
2765,5256,20250826,2,37.24,0.0,0.81,36.43,DKK,Approved
2766,5297,20250920,5,475.69,0.0,10.62,465.07,EUR,Declined
2767,3262,20250121,1,20.31,0.0,0.47,19.84,SEK,Approved
2768,5629,20250206,1,9.36,0.0,0.27,9.09,EUR,Approved
2769,761,20241223,3,136.42,0.0,3.85,132.57,MXN,Approved
2770,721,20240806,2,112.99,0.0,2.25,110.74,AUD,Approved
2771,1609,20250409,2,57.93,0.0,1.2,56.73,EUR,Approved
2772,3225,20250224,3,55.33,0.0,1.74,53.59,EUR,Approved
2773,1049,20240528,6,161.88,0.0,1.5,160.38,SEK,Approved
2774,5172,20241222,2,95.74,0.0,1.92,93.82,CAD,Approved
2775,1574,20240220,3,173.54,0.0,4.81,168.73,BRL,Approved
2776,5438,20240223,4,20.56,0.0,0.6,19.96,BRL,Approved
2777,1687,20240518,2,33.75,0.0,0.74,33.01,USD,Approved
2778,902,20251031,2,62.71,0.0,1.29,61.42,ARS,Approved
2779,4389,20240422,5,122.65,0.0,2.85,119.8,NOK,Approved
2780,349,20250302,1,26.47,0.0,0.58,25.89,DKK,Approved
2781,4691,20250512,2,117.03,0.0,2.32,114.71,NOK,Approved
2782,5539,20241018,2,82.2,0.0,1.66,80.54,EUR,Approved
2783,1420,20241211,2,79.85,0.0,1.62,78.23,EUR,Approved
2784,4849,20250525,3,40.5,0.0,1.35,39.15,AUD,Approved
2785,5457,20250316,1,178.11,0.0,3.31,174.8,MXN,Approved
2786,1889,20250923,6,37.67,0.0,0.5,37.17,USD,Approved
2787,4694,20250825,2,30.04,0.0,0.67,29.37,EUR,Approved
2788,619,20250425,3,23.41,0.0,0.91,22.5,EUR,Approved
2789,5094,20240815,3,38.62,0.0,1.3,37.32,EUR,Approved
2790,2624,20250901,3,16.05,0.0,0.72,15.33,EUR,Approved
2791,1536,20240330,3,51.11,0.0,1.63,49.48,ARS,Approved
2792,3106,20250619,2,87.22,0.0,1.76,85.46,EUR,Approved
2793,1560,20250130,6,88.39,0.0,0.91,87.48,EUR,Approved
2794,4782,20240315,2,439.96,0.0,8.46,431.5,COP,Approved
2795,1889,20251022,5,142.24,0.0,3.28,138.96,USD,Approved
2796,448,20241201,1,68.31,0.0,1.33,66.98,EUR,Approved
2797,222,20240612,4,66.09,0.0,1.6,64.49,ARS,Approved
2798,1574,20250602,3,30.98,0.0,1.11,29.87,BRL,Approved
2799,3151,20250718,5,62.44,5.76,1.52,60.92,EUR,Approved
2800,3665,20240604,3,13.23,0.0,0.64,12.59,EUR,Approved
2801,2963,20250517,1,76.53,0.0,1.48,75.05,EUR,Approved
2802,4107,20241129,1,26.26,0.0,0.57,25.69,GBP,Approved
2803,4037,20250505,3,94.75,0.0,2.76,91.99,ARS,Approved
2804,3368,20250829,1,36.62,0.0,0.76,35.86,GBP,Approved
2805,4045,20241123,5,50.23,0.0,1.26,48.97,EUR,Approved
2806,5071,20240101,6,29.96,0.0,0.44,29.52,CAD,Approved
2807,273,20241225,6,153.8,0.0,1.43,152.37,EUR,Approved
2808,4905,20250918,1,25.38,0.0,0.56,24.82,SEK,Approved
2809,2082,20241202,2,36.46,0.0,0.79,35.67,GBP,Approved
2810,1775,20250706,6,87.87,0.0,0.9,86.97,BRL,Approved
2811,5078,20240705,1,19.69,0.0,0.45,19.24,CAD,Approved
2812,3539,20240925,1,23.38,0.0,0.52,22.86,EUR,Approved
2813,388,20250306,2,51.24,0.0,1.07,50.17,EUR,Approved
2814,1217,20250622,2,71.67,0.0,1.46,70.21,NZD,Approved
2815,5543,20240502,1,10.3,0.79,0.29,10.01,USD,Approved
2816,2279,20250705,2,25.9,0.0,0.59,25.31,EUR,Approved
2817,1589,20240806,1,168.52,0.0,3.13,165.39,NOK,Approved
2818,1234,20250219,2,7.72,1.3,0.25,7.47,CAD,Approved
2819,3297,20240704,1,28.08,0.0,0.61,27.47,NZD,Approved
2820,5791,20250810,2,25.32,0.0,0.58,24.74,EUR,Approved
2821,862,20250717,6,47.57,0.0,0.58,46.99,SEK,Approved
2822,1464,20240723,3,48.67,0.0,1.57,47.1,EUR,Approved
2823,2911,20241201,2,18.47,3.97,0.45,18.02,ARS,Approved
2824,1304,20250124,5,66.2,12.07,1.61,64.59,NZD,Approved
2825,5996,20241030,1,81.39,18.99,1.57,79.82,NZD,Approved
2826,2279,20250526,1,33.78,7.44,0.71,33.07,EUR,Approved
2827,2396,20240813,1,26.62,0.0,0.58,26.04,EUR,Approved
2828,1317,20250527,2,5.1,0.65,0.2,4.9,USD,Approved
2829,4763,20240129,1,79.49,0.0,1.53,77.96,COP,Approved
2830,2624,20250826,1,85.96,0.0,1.65,84.31,EUR,Approved
2831,3785,20250906,6,60.18,0.0,0.68,59.5,EUR,Approved
2832,1067,20250526,6,10.23,0.0,0.28,9.95,SEK,Approved
2833,829,20250926,2,29.14,0.0,0.65,28.49,EUR,Approved
2834,3323,20250905,6,34.69,0.0,0.48,34.21,ARS,Approved
2835,1126,20241219,2,31.22,0.0,0.69,30.53,COP,Approved
2836,2989,20250416,3,25.43,0.0,0.96,24.47,BRL,Approved
2837,5989,20241110,1,53.31,4.22,1.06,52.25,BRL,Approved
2838,2412,20250710,3,70.83,0.0,2.14,68.69,EUR,Approved
2839,141,20241005,3,118.48,20.36,3.38,115.1,EUR,Approved
2840,3653,20241014,3,453.85,0.0,12.1,441.75,DKK,Approved
