bet_id,customer_id,date_id,game_id,stake,payout,bonus_used,grosswin,taxes,promo_cost,netwin
87449,1752,20240708,2,7.67,9.1,1.63,-1.43,0.0,1.3,-2.73
87450,4278,20250605,5,12.29,12.16,0.0,0.13,0.0,0.0,0.13
87451,5008,20250106,2,16.96,15.58,0.0,1.38,0.03,0.0,1.35
87452,3707,20241108,5,4.34,4.26,0.0,0.08,0.0,0.0,0.08
87453,2729,20250411,4,6.82,6.62,0.0,0.2,0.0,0.0,0.2
87454,613,20250915,1,17.66,17.4,0.0,0.26,0.01,0.0,0.25
87455,3901,20251022,6,11.4,10.22,0.0,1.18,0.02,0.0,1.16
87456,5652,20250317,3,32.89,32.47,0.0,0.42,0.01,0.0,0.41
87457,1503,20240326,5,14.11,13.96,0.0,0.15,0.0,0.0,0.15
87458,5981,20240520,2,2.45,2.51,0.0,-0.06,0.0,0.0,-0.06
87459,1873,20250401,1,13.97,12.35,0.0,1.62,0.03,0.0,1.59
87460,87,20240103,7,11.82,9.83,0.0,1.99,0.04,0.0,1.95
87461,3033,20241227,4,10.44,10.08,0.0,0.36,0.01,0.0,0.35
87462,454,20250412,9,39.0,25.22,0.0,13.78,0.28,0.0,13.5
87463,3775,20250503,7,29.24,29.08,0.0,0.16,0.0,0.0,0.16
87464,5861,20240831,1,9.63,7.54,0.0,2.09,0.04,0.0,2.05
87465,75,20250521,6,21.0,19.6,0.0,1.4,0.03,0.0,1.37
87466,3110,20240413,2,10.98,9.22,0.0,1.76,0.04,0.0,1.72
87467,817,20250727,1,18.9,18.65,0.0,0.25,0.0,0.0,0.25
87468,1409,20250616,8,16.24,16.98,0.0,-0.74,0.0,0.0,-0.74
87469,704,20240530,6,6.71,7.1,1.53,-0.39,0.0,1.22,-1.61
87470,2505,20250205,6,41.91,42.36,0.0,-0.45,0.0,0.0,-0.45
87471,798,20250719,2,29.15,28.54,3.52,0.61,0.01,2.82,-2.22
87472,5238,20241203,5,4.68,4.84,0.0,-0.16,0.0,0.0,-0.16
87473,3327,20240223,2,37.17,43.36,0.0,-6.19,0.0,0.0,-6.19
87474,967,20240912,2,13.38,12.66,0.0,0.72,0.01,0.0,0.71
87475,846,20250728,1,13.27,10.13,0.0,3.14,0.06,0.0,3.08
87476,4161,20241013,3,10.26,9.48,0.7,0.78,0.02,0.56,0.2
87477,4925,20241023,2,25.98,22.79,0.0,3.19,0.06,0.0,3.13
87478,2297,20250601,5,7.5,7.04,0.0,0.46,0.01,0.0,0.45
87479,1705,20241004,7,9.75,9.09,0.0,0.66,0.01,0.0,0.65
87480,1765,20240817,6,13.26,13.73,0.0,-0.47,0.0,0.0,-0.47
87481,4108,20250215,7,27.39,32.21,0.0,-4.82,0.0,0.0,-4.82
87482,2422,20240129,6,9.61,9.28,0.0,0.33,0.01,0.0,0.32
87483,4467,20240215,2,30.93,34.35,0.0,-3.42,0.0,0.0,-3.42
87484,496,20240330,2,28.79,32.45,7.2,-3.66,0.0,5.76,-9.42
87485,678,20240308,6,4.74,4.6,0.0,0.14,0.0,0.0,0.14
87486,2471,20240330,1,4.14,4.1,0.0,0.04,0.0,0.0,0.04
87487,5087,20241108,6,15.17,15.64,0.0,-0.47,0.0,0.0,-0.47
87488,1003,20250612,5,10.09,10.06,0.0,0.03,0.0,0.0,0.03
87489,3026,20250807,7,18.92,20.42,0.0,-1.5,0.0,0.0,-1.5
87490,4492,20240414,9,1.63,1.65,0.0,-0.02,0.0,0.0,-0.02
87491,4922,20240730,1,2.5,1.56,0.0,0.94,0.02,0.0,0.92
87492,4258,20250413,3,17.77,17.12,1.71,0.65,0.01,1.37,-0.73
87493,5410,20250310,1,23.25,27.19,0.0,-3.94,0.0,0.0,-3.94
87494,3851,20240919,2,24.02,20.86,0.0,3.16,0.06,0.0,3.1
87495,5187,20250221,5,22.3,22.95,0.0,-0.65,0.0,0.0,-0.65
87496,1657,20240328,2,7.75,9.6,0.0,-1.85,0.0,0.0,-1.85
87497,2433,20240512,5,12.8,12.58,0.0,0.22,0.0,0.0,0.22
87498,4180,20241230,8,3.96,4.92,0.0,-0.96,0.0,0.0,-0.96
87499,5301,20240702,2,2.01,1.95,0.0,0.06,0.0,0.0,0.06
87500,2887,20240305,2,14.71,12.7,0.0,2.01,0.04,0.0,1.97
87501,3336,20240506,1,5.01,4.97,1.41,0.04,0.0,1.13,-1.09
87502,4426,20240511,7,5.32,5.09,0.0,0.23,0.0,0.0,0.23
87503,1284,20250224,10,10.16,9.04,0.0,1.12,0.02,0.0,1.1
87504,4260,20240310,7,27.44,23.83,0.0,3.61,0.07,0.0,3.54
87505,4613,20240603,1,24.66,14.91,0.0,9.75,0.2,0.0,9.55
87506,4267,20250304,7,26.47,31.99,0.0,-5.52,0.0,0.0,-5.52
87507,5319,20240702,9,20.98,17.24,0.0,3.74,0.07,0.0,3.67
87508,112,20250213,6,15.49,14.07,0.0,1.42,0.03,0.0,1.39
87509,5981,20240607,8,320.92,244.05,0.0,76.87,1.54,0.0,75.33
87510,4856,20240207,3,13.81,13.42,0.0,0.39,0.01,0.0,0.38
87511,4016,20250706,7,9.22,6.44,0.0,2.78,0.06,0.0,2.72
87512,3236,20250311,1,30.99,25.81,0.0,5.18,0.1,0.0,5.08
87513,5727,20250902,5,108.15,109.74,0.0,-1.59,0.0,0.0,-1.59
87514,3696,20250428,2,3.28,2.78,0.0,0.5,0.01,0.0,0.49
87515,4500,20251010,2,10.96,11.66,0.0,-0.7,0.0,0.0,-0.7
87516,205,20241024,3,0.72,0.7,0.0,0.02,0.0,0.0,0.02
87517,4207,20240905,7,14.98,14.57,0.0,0.41,0.01,0.0,0.4
87518,42,20250805,1,26.3,21.33,0.0,4.97,0.1,0.0,4.87
87519,4839,20240307,2,0.99,0.68,0.0,0.31,0.01,0.0,0.3
87520,1371,20250817,2,16.65,14.69,0.0,1.96,0.04,0.0,1.92
87521,4595,20241226,3,7.24,6.47,0.0,0.77,0.02,0.0,0.75
87522,958,20250520,7,4.21,3.63,0.0,0.58,0.01,0.0,0.57
87523,1592,20250721,2,5.06,4.94,0.48,0.12,0.0,0.38,-0.26
87524,1336,20250702,4,25.39,25.91,0.0,-0.52,0.0,0.0,-0.52
87525,1192,20250114,7,9.1,8.56,0.0,0.54,0.01,0.0,0.53
87526,2157,20250912,1,5.15,5.21,0.0,-0.06,0.0,0.0,-0.06
87527,4015,20250203,1,41.13,38.93,0.0,2.2,0.04,0.0,2.16
87528,1191,20250326,1,20.84,22.42,0.0,-1.58,0.0,0.0,-1.58
87529,2407,20250612,10,4.62,4.8,0.0,-0.18,0.0,0.0,-0.18
87530,4795,20251010,1,8.11,7.32,0.0,0.79,0.02,0.0,0.77
87531,30,20240510,7,12.96,9.82,0.0,3.14,0.06,0.0,3.08
87532,4970,20250609,1,12.9,11.69,1.19,1.21,0.02,0.95,0.24
87533,1754,20250509,1,19.06,18.73,0.0,0.33,0.01,0.0,0.32
87534,64,20250608,9,9.96,10.53,0.0,-0.57,0.0,0.0,-0.57
87535,5975,20250708,10,20.84,14.78,0.0,6.06,0.12,0.0,5.94
87536,2897,20240823,5,17.32,16.99,0.0,0.33,0.01,0.0,0.32
87537,5949,20240217,2,13.71,8.52,0.0,5.19,0.1,0.0,5.09
87538,3049,20250804,1,33.13,33.4,0.0,-0.27,0.0,0.0,-0.27
87539,779,20241227,2,23.24,18.81,5.32,4.43,0.09,4.26,0.08
87540,408,20240516,6,17.78,16.86,0.0,0.92,0.02,0.0,0.9
87541,1210,20240119,3,34.25,36.98,0.0,-2.73,0.0,0.0,-2.73
87542,4576,20250422,7,3.62,3.34,0.0,0.28,0.01,0.0,0.27
87543,5401,20240908,8,5.17,5.32,0.86,-0.15,0.0,0.69,-0.84
87544,2200,20251003,5,39.6,35.35,0.0,4.25,0.08,0.0,4.17
87545,394,20240729,7,6.82,7.76,1.46,-0.94,0.0,1.17,-2.11
87546,4443,20250921,2,28.18,30.14,0.0,-1.96,0.0,0.0,-1.96
87547,5104,20250413,1,4.27,4.27,0.0,0.0,0.0,0.0,0.0
87548,501,20240531,2,6.66,7.3,0.0,-0.64,0.0,0.0,-0.64
87549,2807,20241002,5,6.03,5.26,0.0,0.77,0.02,0.0,0.75
87550,3884,20240514,1,4.18,4.14,0.87,0.04,0.0,0.7,-0.66
87551,3228,20250102,6,17.01,17.13,0.0,-0.12,0.0,0.0,-0.12
87552,1789,20250727,2,18.59,14.59,0.0,4.0,0.08,0.0,3.92
87553,5119,20241115,2,12.15,11.78,0.0,0.37,0.01,0.0,0.36
87554,3364,20240516,10,6.27,4.37,0.0,1.9,0.04,0.0,1.86
87555,912,20240105,4,4.61,4.65,0.0,-0.04,0.0,0.0,-0.04
87556,2282,20250412,5,50.88,48.49,0.0,2.39,0.05,0.0,2.34
87557,3807,20250323,4,5.93,5.69,0.57,0.24,0.0,0.46,-0.22
87558,5141,20240805,6,2.1,2.02,0.0,0.08,0.0,0.0,0.08
87559,3413,20240703,10,23.87,19.01,0.0,4.86,0.1,0.0,4.76
87560,2892,20240831,1,12.8,11.64,3.19,1.16,0.02,2.55,-1.41
87561,1529,20240406,4,3.86,4.15,0.0,-0.29,0.0,0.0,-0.29
87562,724,20251010,5,17.83,17.49,0.0,0.34,0.01,0.0,0.33
87563,3026,20240628,2,1.04,0.96,0.0,0.08,0.0,0.0,0.08
87564,1157,20240130,1,17.73,19.58,0.0,-1.85,0.0,0.0,-1.85
87565,3665,20241016,10,18.84,27.01,0.0,-8.17,0.0,0.0,-8.17
87566,542,20250705,4,3.6,3.46,0.0,0.14,0.0,0.0,0.14
87567,302,20240426,2,4.76,3.26,0.0,1.5,0.03,0.0,1.47
87568,3821,20240709,9,36.9,28.44,0.0,8.46,0.17,0.0,8.29
87569,5814,20250312,10,2.87,2.32,0.0,0.55,0.01,0.0,0.54
87570,2169,20250111,5,10.64,10.12,0.0,0.52,0.01,0.0,0.51
87571,3456,20240803,2,12.8,13.27,0.0,-0.47,0.0,0.0,-0.47
87572,2123,20240810,2,12.76,10.73,0.0,2.03,0.04,0.0,1.99
87573,2068,20240505,6,24.72,23.65,0.0,1.07,0.02,0.0,1.05
87574,4153,20240418,4,30.19,32.24,0.0,-2.05,0.0,0.0,-2.05
87575,4518,20240121,2,7.54,8.0,0.0,-0.46,0.0,0.0,-0.46
87576,1313,20240827,7,24.26,17.01,0.0,7.25,0.14,0.0,7.11
87577,5172,20240525,9,25.63,27.21,0.0,-1.58,0.0,0.0,-1.58
87578,3892,20250920,1,4.63,5.52,0.0,-0.89,0.0,0.0,-0.89
87579,594,20250828,3,2.27,2.29,0.0,-0.02,0.0,0.0,-0.02
87580,5622,20241119,2,9.68,9.03,0.0,0.65,0.01,0.0,0.64
87581,5789,20241116,1,4.9,3.32,0.0,1.58,0.03,0.0,1.55
87582,4114,20251026,1,25.25,21.03,0.0,4.22,0.08,0.0,4.14
87583,1197,20240208,1,11.71,12.03,0.0,-0.32,0.0,0.0,-0.32
87584,1725,20240421,4,20.81,21.43,0.0,-0.62,0.0,0.0,-0.62
87585,2375,20240525,2,2.75,1.91,0.0,0.84,0.02,0.0,0.82
87586,5808,20240412,3,8.47,8.8,0.0,-0.33,0.0,0.0,-0.33
87587,1527,20250112,2,21.44,15.69,0.0,5.75,0.12,0.0,5.63
87588,4821,20250128,7,16.33,10.7,0.0,5.63,0.11,0.0,5.52
87589,2102,20240510,4,6.99,7.14,0.0,-0.15,0.0,0.0,-0.15
87590,5857,20241230,9,13.86,13.56,0.0,0.3,0.01,0.0,0.29
87591,658,20240102,4,13.94,12.35,0.0,1.59,0.03,0.0,1.56
87592,150,20240705,9,15.26,12.62,0.99,2.64,0.05,0.79,1.8
87593,3870,20250208,1,6.12,6.19,0.0,-0.07,0.0,0.0,-0.07
87594,3907,20251013,8,12.15,12.69,0.83,-0.54,0.0,0.66,-1.2
87595,2288,20250225,6,37.85,38.64,0.0,-0.79,0.0,0.0,-0.79
87596,2130,20251008,6,14.3,14.16,0.0,0.14,0.0,0.0,0.14
87597,5645,20241219,1,31.78,17.47,1.62,14.31,0.29,1.3,12.72
87598,5869,20250519,1,9.15,9.57,0.0,-0.42,0.0,0.0,-0.42
87599,2706,20250728,1,24.6,23.18,0.0,1.42,0.03,0.0,1.39
87600,1956,20250512,1,6.17,6.08,0.0,0.09,0.0,0.0,0.09
87601,3672,20240306,10,19.73,14.69,0.0,5.04,0.1,0.0,4.94
87602,5788,20250203,1,15.23,15.31,0.0,-0.08,0.0,0.0,-0.08
87603,5327,20250930,4,14.05,14.01,0.0,0.04,0.0,0.0,0.04
87604,4895,20240110,2,13.21,13.05,0.0,0.16,0.0,0.0,0.16
87605,4243,20240603,7,23.43,16.43,0.0,7.0,0.14,0.0,6.86
87606,1362,20241129,6,13.57,13.18,0.0,0.39,0.01,0.0,0.38
87607,2031,20240328,2,9.58,9.79,0.0,-0.21,0.0,0.0,-0.21
87608,5956,20250602,2,23.06,27.44,0.0,-4.38,0.0,0.0,-4.38
87609,5181,20241108,2,6.65,8.12,0.0,-1.47,0.0,0.0,-1.47
87610,1230,20250607,3,25.68,23.89,0.0,1.79,0.04,0.0,1.75
87611,3638,20250517,6,11.23,10.4,0.0,0.83,0.02,0.0,0.81
87612,5875,20240606,6,31.04,29.49,4.25,1.55,0.03,3.4,-1.88
87613,573,20241105,3,9.54,8.89,0.0,0.65,0.01,0.0,0.64
87614,1501,20250926,10,6.45,6.5,0.0,-0.05,0.0,0.0,-0.05
87615,4678,20240228,2,40.32,31.17,0.0,9.15,0.18,0.0,8.97
87616,4570,20240629,1,89.35,65.75,0.0,23.6,0.47,0.0,23.13
87617,4198,20240210,3,39.51,38.11,0.0,1.4,0.03,0.0,1.37
87618,2185,20240526,1,21.07,20.71,0.0,0.36,0.01,0.0,0.35
87619,5741,20250220,5,5.69,5.61,0.0,0.08,0.0,0.0,0.08
87620,4678,20240110,5,46.92,43.95,0.0,2.97,0.06,0.0,2.91
87621,4466,20250902,2,9.88,8.06,0.0,1.82,0.04,0.0,1.78
87622,4579,20250501,1,4.86,4.52,0.0,0.34,0.01,0.0,0.33
87623,391,20240622,5,49.29,46.68,0.0,2.61,0.05,0.0,2.56
87624,1921,20240106,1,12.77,8.45,0.0,4.32,0.09,0.0,4.23
87625,405,20250614,4,17.13,18.17,0.0,-1.04,0.0,0.0,-1.04
87626,4295,20241114,4,13.25,13.45,0.0,-0.2,0.0,0.0,-0.2
87627,4709,20250710,3,4.0,4.09,0.0,-0.09,0.0,0.0,-0.09
87628,4125,20240625,2,2.0,1.75,0.0,0.25,0.0,0.0,0.25
87629,678,20240409,2,4.38,3.96,0.0,0.42,0.01,0.0,0.41
87630,216,20240107,7,3.83,5.25,0.0,-1.42,0.0,0.0,-1.42
87631,3635,20240520,2,26.36,16.0,0.0,10.36,0.21,0.0,10.15
87632,5580,20250803,5,21.37,20.81,0.0,0.56,0.01,0.0,0.55
87633,1587,20250712,4,4.5,4.28,0.0,0.22,0.0,0.0,0.22
87634,4349,20250726,7,5.83,5.83,0.0,0.0,0.0,0.0,0.0
87635,5288,20250919,10,17.2,12.43,0.0,4.77,0.1,0.0,4.67
87636,2276,20250622,4,8.03,7.83,0.0,0.2,0.0,0.0,0.2
87637,3573,20240825,6,14.27,13.14,0.0,1.13,0.02,0.0,1.11
87638,470,20240107,2,17.89,15.41,0.0,2.48,0.05,0.0,2.43
87639,3118,20240312,1,20.59,19.44,0.0,1.15,0.02,0.0,1.13
87640,3125,20240426,1,11.56,7.92,0.0,3.64,0.07,0.0,3.57
87641,4920,20250425,6,11.2,10.88,0.0,0.32,0.01,0.0,0.31
87642,4088,20250123,4,18.24,18.69,0.0,-0.45,0.0,0.0,-0.45
87643,2887,20250216,1,26.17,21.66,0.0,4.51,0.09,0.0,4.42
87644,5124,20240803,2,6.52,5.19,0.0,1.33,0.03,0.0,1.3
87645,3445,20241006,2,1.89,1.56,0.0,0.33,0.01,0.0,0.32
87646,4065,20250222,3,16.74,16.04,0.0,0.7,0.01,0.0,0.69
87647,4176,20240729,3,14.14,14.4,0.0,-0.26,0.0,0.0,-0.26
87648,5691,20250525,1,13.28,12.91,0.0,0.37,0.01,0.0,0.36
87649,1648,20250603,2,11.83,8.7,0.0,3.13,0.06,0.0,3.07
87650,1322,20240229,2,2.79,2.91,0.0,-0.12,0.0,0.0,-0.12
87651,5509,20241115,8,5.96,5.37,0.0,0.59,0.01,0.0,0.58
87652,2931,20240421,7,11.41,11.42,0.0,-0.01,0.0,0.0,-0.01
87653,5663,20250611,2,8.12,10.88,0.0,-2.76,0.0,0.0,-2.76
87654,718,20250704,1,21.65,20.92,0.0,0.73,0.01,0.0,0.72
87655,777,20241021,6,12.1,11.27,0.0,0.83,0.02,0.0,0.81
87656,5905,20240614,2,17.77,15.07,0.0,2.7,0.05,0.0,2.65
87657,3320,20250809,7,4.68,4.38,0.0,0.3,0.01,0.0,0.29
87658,16,20240301,2,11.66,10.88,0.0,0.78,0.02,0.0,0.76
87659,689,20240209,2,2.14,1.84,0.0,0.3,0.01,0.0,0.29
87660,5472,20250306,1,3.87,4.23,0.0,-0.36,0.0,0.0,-0.36
87661,3669,20240913,4,2.22,2.25,0.26,-0.03,0.0,0.21,-0.24
87662,1958,20241107,9,13.53,8.34,0.0,5.19,0.1,0.0,5.09
87663,1284,20250804,3,8.08,7.41,0.0,0.67,0.01,0.0,0.66
87664,2839,20250425,5,23.88,23.56,0.0,0.32,0.01,0.0,0.31
87665,5562,20240814,9,7.95,8.05,0.0,-0.1,0.0,0.0,-0.1
87666,299,20240315,1,8.16,7.25,0.0,0.91,0.02,0.0,0.89
87667,2750,20240215,1,4.5,4.22,0.0,0.28,0.01,0.0,0.27
87668,4115,20240509,1,25.57,22.85,1.68,2.72,0.05,1.34,1.33
87669,1965,20240126,10,25.58,24.91,0.0,0.67,0.01,0.0,0.66
87670,3432,20240408,2,15.83,15.28,1.07,0.55,0.01,0.86,-0.32
87671,606,20240710,3,2.83,2.79,0.0,0.04,0.0,0.0,0.04
87672,3280,20250126,3,7.12,6.76,0.0,0.36,0.01,0.0,0.35
87673,3346,20240509,4,15.76,14.3,0.0,1.46,0.03,0.0,1.43
87674,3955,20251014,6,45.03,41.34,0.0,3.69,0.07,0.0,3.62
87675,1100,20250703,1,3.88,3.18,0.0,0.7,0.01,0.0,0.69
87676,5100,20240407,6,8.04,7.69,0.0,0.35,0.01,0.0,0.34
87677,2561,20240820,7,7.37,8.81,0.0,-1.44,0.0,0.0,-1.44
87678,3083,20240708,7,0.86,0.92,0.19,-0.06,0.0,0.15,-0.21
87679,976,20240730,1,9.47,9.82,0.78,-0.35,0.0,0.62,-0.97
87680,678,20250707,1,0.95,0.87,0.0,0.08,0.0,0.0,0.08
87681,3067,20251009,2,10.3,8.84,0.0,1.46,0.03,0.0,1.43
87682,5294,20240419,4,7.32,7.0,0.0,0.32,0.01,0.0,0.31
87683,1655,20240802,6,11.15,9.87,0.0,1.28,0.03,0.0,1.25
87684,2223,20240505,3,39.75,38.43,0.0,1.32,0.03,0.0,1.29
87685,5484,20240510,7,21.19,19.8,0.0,1.39,0.03,0.0,1.36
87686,4951,20250313,7,19.84,27.64,0.0,-7.8,0.0,0.0,-7.8
87687,5035,20250905,7,0.57,0.61,0.0,-0.04,0.0,0.0,-0.04
87688,3592,20240720,5,11.8,11.19,0.0,0.61,0.01,0.0,0.6
87689,3597,20240609,4,9.95,9.43,0.0,0.52,0.01,0.0,0.51
87690,5667,20250114,5,6.17,6.2,0.0,-0.03,0.0,0.0,-0.03
87691,171,20250205,2,57.56,45.45,0.0,12.11,0.24,0.0,11.87
87692,4255,20241006,4,7.27,6.73,0.0,0.54,0.01,0.0,0.53
87693,115,20241202,2,8.56,8.81,0.0,-0.25,0.0,0.0,-0.25
87694,836,20240729,1,8.11,9.53,0.0,-1.42,0.0,0.0,-1.42
87695,3217,20250408,7,13.21,12.64,0.0,0.57,0.01,0.0,0.56
87696,2277,20250319,1,6.03,5.36,0.0,0.67,0.01,0.0,0.66
87697,5813,20241126,6,12.58,12.29,0.74,0.29,0.01,0.59,-0.31
87698,4979,20250403,1,16.78,17.08,0.0,-0.3,0.0,0.0,-0.3
87699,5561,20250220,8,35.72,34.28,0.0,1.44,0.03,0.0,1.41
87700,4902,20240611,4,23.12,24.38,0.0,-1.26,0.0,0.0,-1.26
87701,993,20240220,8,5.57,5.19,0.0,0.38,0.01,0.0,0.37
87702,4382,20250424,5,23.55,23.69,0.0,-0.14,0.0,0.0,-0.14
87703,2856,20240210,1,22.79,21.56,0.0,1.23,0.02,0.0,1.21
87704,5256,20250523,4,15.91,15.76,0.0,0.15,0.0,0.0,0.15
87705,976,20240413,1,9.32,12.84,0.0,-3.52,0.0,0.0,-3.52
87706,1543,20241018,2,9.66,9.0,0.0,0.66,0.01,0.0,0.65
87707,3194,20240701,2,3.11,3.23,0.0,-0.12,0.0,0.0,-0.12
87708,3719,20241018,3,22.44,23.99,0.0,-1.55,0.0,0.0,-1.55
87709,856,20240117,1,9.05,8.61,1.41,0.44,0.01,1.13,-0.7
87710,1182,20240826,2,4.53,5.0,0.0,-0.47,0.0,0.0,-0.47
87711,2568,20240119,2,20.65,17.7,0.0,2.95,0.06,0.0,2.89
87712,373,20240402,10,4.29,5.0,0.0,-0.71,0.0,0.0,-0.71
87713,2807,20240502,4,3.12,3.25,0.67,-0.13,0.0,0.54,-0.67
87714,3807,20240622,1,26.92,24.29,0.0,2.63,0.05,0.0,2.58
87715,1340,20250317,3,4.27,4.29,0.0,-0.02,0.0,0.0,-0.02
87716,3960,20250220,9,5.76,5.78,0.0,-0.02,0.0,0.0,-0.02
87717,4206,20240308,1,8.21,7.36,0.0,0.85,0.02,0.0,0.83
87718,724,20250828,2,16.43,12.75,0.0,3.68,0.07,0.0,3.61
87719,1786,20240818,2,12.73,10.63,0.0,2.1,0.04,0.0,2.06
87720,1097,20250114,3,19.3,19.27,0.0,0.03,0.0,0.0,0.03
87721,3242,20240821,1,20.69,21.3,0.0,-0.61,0.0,0.0,-0.61
87722,2807,20240414,2,3.96,3.89,0.0,0.07,0.0,0.0,0.07
87723,592,20250707,1,7.59,7.19,0.0,0.4,0.01,0.0,0.39
87724,1361,20251028,2,9.41,7.7,0.0,1.71,0.03,0.0,1.68
87725,4564,20241121,6,11.82,11.0,0.0,0.82,0.02,0.0,0.8
87726,901,20240831,8,10.86,9.88,3.22,0.98,0.02,2.58,-1.62
87727,463,20240209,9,27.85,26.49,0.0,1.36,0.03,0.0,1.33
87728,4438,20250913,2,1.32,1.31,0.0,0.01,0.0,0.0,0.01
87729,3319,20240906,1,8.59,9.87,0.72,-1.28,0.0,0.58,-1.86
87730,3587,20250502,7,11.27,11.31,0.0,-0.04,0.0,0.0,-0.04
87731,3242,20250817,4,0.85,0.89,0.0,-0.04,0.0,0.0,-0.04
87732,4888,20250413,1,23.06,24.24,0.0,-1.18,0.0,0.0,-1.18
87733,1401,20240908,10,15.53,13.42,3.3,2.11,0.04,2.64,-0.57
87734,3346,20240610,2,63.72,54.28,0.0,9.44,0.19,0.0,9.25
87735,3628,20250707,6,6.37,5.97,0.0,0.4,0.01,0.0,0.39
87736,923,20240210,9,10.87,14.72,0.0,-3.85,0.0,0.0,-3.85
87737,3816,20240429,4,9.99,10.04,0.0,-0.05,0.0,0.0,-0.05
87738,3254,20240828,5,3.74,3.67,0.0,0.07,0.0,0.0,0.07
87739,1320,20240812,2,4.22,4.44,0.0,-0.22,0.0,0.0,-0.22
87740,561,20240920,10,39.06,31.0,0.0,8.06,0.16,0.0,7.9
87741,1412,20241021,4,8.65,8.86,0.0,-0.21,0.0,0.0,-0.21
87742,4695,20241116,4,18.27,17.6,0.0,0.67,0.01,0.0,0.66
87743,3020,20241207,2,28.47,30.73,0.0,-2.26,0.0,0.0,-2.26
87744,4937,20251012,3,19.41,20.26,0.0,-0.85,0.0,0.0,-0.85
87745,4546,20250905,2,9.73,12.36,0.0,-2.63,0.0,0.0,-2.63
87746,4255,20241125,5,2.35,2.4,0.0,-0.05,0.0,0.0,-0.05
87747,588,20250208,2,11.86,12.41,0.0,-0.55,0.0,0.0,-0.55
87748,4175,20240815,1,3.52,3.16,0.0,0.36,0.01,0.0,0.35
87749,1505,20240626,1,23.47,21.09,0.0,2.38,0.05,0.0,2.33
87750,3734,20240604,5,31.29,30.56,0.0,0.73,0.01,0.0,0.72
87751,1779,20250930,4,26.51,24.22,0.0,2.29,0.05,0.0,2.24
87752,4906,20240303,6,2.82,2.81,0.0,0.01,0.0,0.0,0.01
87753,1942,20250507,1,54.33,49.51,0.0,4.82,0.1,0.0,4.72
87754,1192,20240626,4,16.25,16.03,0.0,0.22,0.0,0.0,0.22
87755,1336,20240615,7,20.85,14.49,3.33,6.36,0.13,2.66,3.57
87756,1231,20241202,1,10.03,11.4,0.0,-1.37,0.0,0.0,-1.37
87757,4125,20240630,5,16.42,16.06,0.0,0.36,0.01,0.0,0.35
87758,4390,20241118,3,10.08,10.05,0.0,0.03,0.0,0.0,0.03
87759,4955,20240616,1,3.04,2.9,0.0,0.14,0.0,0.0,0.14
87760,909,20250516,9,42.56,50.88,0.0,-8.32,0.0,0.0,-8.32
87761,2126,20240117,1,15.99,15.7,0.0,0.29,0.01,0.0,0.28
87762,3438,20250616,6,14.88,13.64,0.0,1.24,0.02,0.0,1.22
87763,3734,20250808,3,3.96,4.12,0.0,-0.16,0.0,0.0,-0.16
87764,3652,20250310,2,18.49,20.02,0.0,-1.53,0.0,0.0,-1.53
87765,468,20240218,2,16.61,15.96,0.0,0.65,0.01,0.0,0.64
87766,2296,20240612,1,8.82,6.16,0.0,2.66,0.05,0.0,2.61
87767,5646,20250406,5,3.0,2.98,0.0,0.02,0.0,0.0,0.02
87768,2352,20250911,2,16.72,11.96,0.0,4.76,0.1,0.0,4.66
87769,5065,20240217,5,35.1,34.85,0.0,0.25,0.0,0.0,0.25
87770,1358,20240220,1,15.92,14.11,1.76,1.81,0.04,1.41,0.36
87771,1914,20240302,2,4.21,3.9,0.0,0.31,0.01,0.0,0.3
87772,2337,20240922,7,21.15,16.85,0.0,4.3,0.09,0.0,4.21
87773,4595,20250105,6,13.19,12.74,0.0,0.45,0.01,0.0,0.44
87774,3341,20240707,5,7.75,7.46,0.0,0.29,0.01,0.0,0.28
87775,347,20240827,3,15.27,15.56,0.0,-0.29,0.0,0.0,-0.29
87776,4678,20240722,2,5.99,5.67,0.0,0.32,0.01,0.0,0.31
87777,2236,20250524,3,12.74,13.26,0.0,-0.52,0.0,0.0,-0.52
87778,562,20240101,5,16.36,16.32,0.0,0.04,0.0,0.0,0.04
87779,2231,20250416,10,5.87,7.75,0.0,-1.88,0.0,0.0,-1.88
87780,4579,20240328,6,8.87,8.98,0.0,-0.11,0.0,0.0,-0.11
87781,1679,20250811,9,11.68,6.8,0.0,4.88,0.1,0.0,4.78
87782,3364,20241022,5,8.81,8.67,0.0,0.14,0.0,0.0,0.14
87783,3918,20240308,1,11.62,6.93,0.0,4.69,0.09,0.0,4.6
87784,2051,20240114,10,1.57,2.04,0.0,-0.47,0.0,0.0,-0.47
87785,3083,20250627,4,10.03,10.17,0.0,-0.14,0.0,0.0,-0.14
87786,4876,20250105,8,20.42,19.39,0.0,1.03,0.02,0.0,1.01
87787,30,20250917,1,3.18,2.04,0.0,1.14,0.02,0.0,1.12
87788,3775,20250615,9,12.31,15.12,0.0,-2.81,0.0,0.0,-2.81
87789,1693,20250927,7,16.8,13.71,0.0,3.09,0.06,0.0,3.03
87790,3898,20250722,9,17.41,20.0,0.0,-2.59,0.0,0.0,-2.59
87791,3940,20250428,4,3.98,3.76,0.0,0.22,0.0,0.0,0.22
87792,5124,20240303,5,27.95,26.91,0.0,1.04,0.02,0.0,1.02
