session_id,user_id,channel_id,session_start_ts,session_start_date_id,session_end_ts,session_end_date_id,duration_minutes
S000002340,U0003735,2,2024-12-12 03:48:00,20241212,2024-12-12 04:00:28,20241212,12.48
S000002341,U0003403,2,2023-04-01 00:46:00,20230401,2023-04-01 00:53:20,20230401,7.35
S000002342,U0000710,4,2020-04-06 21:38:00,20200406,2020-04-06 21:52:11,20200406,14.19
S000002343,U0003433,3,2020-11-28 03:53:00,20201128,2020-11-28 04:14:14,20201128,21.24
S000002344,U0002365,3,2023-09-30 01:59:00,20230930,2023-09-30 02:09:41,20230930,10.69
S000002345,U0003158,1,2024-07-09 02:29:00,20240709,2024-07-09 02:40:53,20240709,11.89
S000002346,U0002875,1,2025-04-20 05:28:00,20250420,2025-04-20 06:07:37,20250420,39.62
S000002347,U0002934,1,2022-06-13 19:24:00,20220613,2022-06-13 20:05:38,20220613,41.64
S000002348,U0001880,1,2025-06-23 16:06:00,20250623,2025-06-23 16:28:36,20250623,22.61
S000002349,U0001204,1,2022-01-22 14:44:00,20220122,2022-01-22 14:56:28,20220122,12.47
S000002350,U0002419,1,2021-09-16 04:48:00,20210916,2021-09-16 05:07:29,20210916,19.5
S000002351,U0002847,1,2022-04-14 22:33:00,20220414,2022-04-14 22:46:26,20220414,13.44
S000002352,U0003135,2,2024-07-19 11:05:00,20240719,2024-07-19 11:14:30,20240719,9.51
S000002353,U0002416,1,2020-09-11 22:35:00,20200911,2020-09-11 22:40:49,20200911,5.83
S000002354,U0002525,3,2019-09-03 08:45:00,20190903,2019-09-03 09:03:21,20190903,18.36
S000002355,U0002368,2,2023-08-25 10:52:00,20230825,2023-08-25 11:39:53,20230825,47.89
S000002356,U0000892,2,2022-10-22 09:39:00,20221022,2022-10-22 10:17:53,20221022,38.88
S000002357,U0001085,3,2020-07-31 05:54:00,20200731,2020-07-31 06:00:21,20200731,6.35
S000002358,U0001614,4,2020-06-25 23:01:00,20200625,2020-06-26 00:24:16,20200626,83.27
S000002359,U0000751,1,2021-06-04 11:57:00,20210604,2021-06-04 12:07:19,20210604,10.33
S000002360,U0000894,3,2024-03-24 01:01:00,20240324,2024-03-24 01:07:29,20240324,6.5
S000002361,U0000885,3,2022-11-17 17:46:00,20221117,2022-11-17 18:00:33,20221117,14.57
S000002362,U0001978,3,2019-12-12 15:41:00,20191212,2019-12-12 15:51:30,20191212,10.5
S000002363,U0002378,1,2024-04-29 00:25:00,20240429,2024-04-29 00:53:23,20240429,28.39
S000002364,U0000613,3,2024-11-04 01:33:00,20241104,2024-11-04 01:53:25,20241104,20.43
S000002365,U0001390,3,2020-02-21 00:42:00,20200221,2020-02-21 01:21:11,20200221,39.19
S000002366,U0002224,1,2021-01-13 19:56:00,20210113,2021-01-13 20:14:55,20210113,18.92
S000002367,U0000850,1,2021-08-16 02:57:00,20210816,2021-08-16 03:16:02,20210816,19.04
S000002368,U0002877,3,2021-09-09 16:02:00,20210909,2021-09-09 16:32:13,20210909,30.22
S000002369,U0000507,1,2023-11-21 09:07:00,20231121,2023-11-21 09:24:56,20231121,17.95
S000002370,U0000982,1,2019-07-10 10:50:00,20190710,2019-07-10 11:07:19,20190710,17.33
S000002371,U0001438,2,2020-03-21 18:57:00,20200321,2020-03-21 19:07:38,20200321,10.64
S000002372,U0000032,1,2025-02-21 10:09:00,20250221,2025-02-21 10:15:22,20250221,6.38
S000002373,U0000364,2,2020-05-03 00:27:00,20200503,2020-05-03 01:04:07,20200503,37.12
S000002374,U0000294,1,2021-10-07 07:16:00,20211007,2021-10-07 07:39:37,20211007,23.63
S000002375,U0001340,1,2022-02-27 14:57:00,20220227,2022-02-27 15:22:16,20220227,25.28
S000002376,U0003552,1,2024-09-12 01:00:00,20240912,2024-09-12 01:28:26,20240912,28.44
S000002377,U0001610,3,2020-05-20 02:26:00,20200520,2020-05-20 02:44:07,20200520,18.13
S000002378,U0002140,1,2021-01-24 18:01:00,20210124,2021-01-24 18:29:28,20210124,28.47
S000002379,U0003214,3,2025-05-12 01:54:00,20250512,2025-05-12 02:24:29,20250512,30.49
S000002380,U0002134,3,2023-05-12 11:14:00,20230512,2023-05-12 11:32:49,20230512,18.83
S000002381,U0001378,1,2022-06-20 11:41:00,20220620,2022-06-20 11:58:11,20220620,17.19
S000002382,U0002503,1,2024-12-31 10:32:00,20241231,2024-12-31 10:42:49,20241231,10.83
S000002383,U0001622,3,2024-10-15 22:21:00,20241015,2024-10-15 22:45:00,20241015,24.01
S000002384,U0003108,1,2022-12-01 04:53:00,20221201,2022-12-01 05:06:47,20221201,13.79
S000002385,U0002243,1,2023-12-26 12:10:00,20231226,2023-12-26 12:25:46,20231226,15.77
S000002386,U0000155,4,2022-07-08 21:00:00,20220708,2022-07-08 21:09:41,20220708,9.69
S000002387,U0001142,3,2020-07-09 20:38:00,20200709,2020-07-09 21:17:41,20200709,39.69
S000002388,U0000311,3,2022-09-10 11:44:00,20220910,2022-09-10 11:51:32,20220910,7.55
S000002389,U0001253,1,2021-10-22 13:55:00,20211022,2021-10-22 14:07:47,20211022,12.78
S000002390,U0000346,2,2025-11-14 20:02:00,20251114,2025-11-14 20:17:54,20251114,15.92
S000002391,U0001293,1,2022-10-22 16:11:00,20221022,2022-10-22 16:51:14,20221022,40.24
S000002392,U0000130,1,2020-09-05 17:04:00,20200905,2020-09-05 17:37:29,20200905,33.5
S000002393,U0001411,1,2023-06-27 12:13:00,20230627,2023-06-27 12:29:58,20230627,16.98
S000002394,U0003212,2,2019-09-06 01:33:00,20190906,2019-09-06 01:58:06,20190906,25.11
S000002395,U0001992,3,2020-04-29 04:58:00,20200429,2020-04-29 05:05:39,20200429,7.66
S000002396,U0000376,3,2022-07-23 01:28:00,20220723,2022-07-23 01:37:36,20220723,9.61
S000002397,U0001399,3,2025-03-26 08:49:00,20250326,2025-03-26 09:25:12,20250326,36.21
S000002398,U0000487,3,2023-03-30 03:45:00,20230330,2023-03-30 04:04:09,20230330,19.15
S000002399,U0000727,1,2021-07-30 01:00:00,20210730,2021-07-30 02:56:08,20210730,116.15
S000002400,U0002457,3,2025-04-25 14:59:00,20250425,2025-04-25 15:32:28,20250425,33.47
S000002401,U0001964,1,2022-06-15 19:36:00,20220615,2022-06-15 19:56:25,20220615,20.42
S000002402,U0001372,3,2022-08-24 09:53:00,20220824,2022-08-24 10:16:53,20220824,23.89
S000002403,U0003398,3,2025-10-13 09:53:00,20251013,2025-10-13 09:59:02,20251013,6.05
S000002404,U0003474,1,2023-05-27 04:06:00,20230527,2023-05-27 04:28:59,20230527,22.99
S000002405,U0001662,2,2021-02-27 00:12:00,20210227,2021-02-27 00:23:36,20210227,11.61
S000002406,U0001047,1,2024-11-10 15:01:00,20241110,2024-11-10 15:11:50,20241110,10.85
S000002407,U0001301,1,2021-03-04 17:07:00,20210304,2021-03-04 18:08:00,20210304,61.01
S000002408,U0002464,3,2024-08-26 09:09:00,20240826,2024-08-26 09:21:15,20240826,12.25
S000002409,U0001653,3,2021-07-30 16:46:00,20210730,2021-07-30 16:55:25,20210730,9.43
S000002410,U0001101,1,2022-07-19 03:31:00,20220719,2022-07-19 03:46:06,20220719,15.1
S000002411,U0002332,3,2021-03-21 18:29:00,20210321,2021-03-21 18:34:37,20210321,5.63
S000002412,U0001067,1,2023-06-28 00:47:00,20230628,2023-06-28 02:45:09,20230628,118.15
S000002413,U0001427,3,2020-12-17 09:13:00,20201217,2020-12-17 09:41:43,20201217,28.72
S000002414,U0002952,1,2020-12-29 18:04:00,20201229,2020-12-29 18:44:05,20201229,40.09
S000002415,U0002822,2,2024-06-06 20:29:00,20240606,2024-06-06 20:41:00,20240606,12.01
S000002416,U0000866,1,2025-12-14 07:44:00,20251214,2025-12-14 08:00:13,20251214,16.23
S000002417,U0002415,1,2022-07-24 09:52:00,20220724,2022-07-24 09:59:45,20220724,7.75
S000002418,U0003583,1,2025-07-14 18:01:00,20250714,2025-07-14 18:05:36,20250714,4.61
S000002419,U0001900,1,2022-04-03 20:15:00,20220403,2022-04-03 20:29:05,20220403,14.09
S000002420,U0002222,1,2019-01-01 22:28:00,20190101,2019-01-01 22:39:14,20190101,11.24
S000002421,U0000269,1,2020-04-29 22:26:00,20200429,2020-04-29 23:13:01,20200429,47.03
S000002422,U0002954,1,2023-06-27 00:10:00,20230627,2023-06-27 00:20:22,20230627,10.37
S000002423,U0002422,1,2021-11-25 14:13:00,20211125,2021-11-25 16:11:02,20211125,118.04
S000002424,U0003891,3,2021-04-16 22:19:00,20210416,2021-04-16 23:15:34,20210416,56.57
S000002425,U0000722,1,2019-04-12 16:59:00,20190412,2019-04-12 17:21:14,20190412,22.23
S000002426,U0000231,1,2022-07-22 16:08:00,20220722,2022-07-22 17:03:05,20220722,55.09
S000002427,U0000980,1,2021-03-09 22:23:00,20210309,2021-03-09 22:50:00,20210309,27.01
S000002428,U0002636,4,2021-12-19 07:30:00,20211219,2021-12-19 07:36:12,20211219,6.2
S000002429,U0002014,1,2021-07-01 12:08:00,20210701,2021-07-01 12:52:55,20210701,44.93
S000002430,U0000269,3,2020-02-02 15:13:00,20200202,2020-02-02 16:23:04,20200202,70.08
S000002431,U0003881,1,2024-07-06 13:16:00,20240706,2024-07-06 13:25:55,20240706,9.93
S000002432,U0000786,2,2025-10-17 18:56:00,20251017,2025-10-17 19:11:28,20251017,15.48
S000002433,U0001658,1,2019-10-20 18:34:00,20191020,2019-10-20 18:40:30,20191020,6.5
S000002434,U0001045,3,2023-06-18 19:38:00,20230618,2023-06-18 19:51:50,20230618,13.84
S000002435,U0000617,1,2024-09-01 06:32:00,20240901,2024-09-01 07:26:50,20240901,54.84
S000002436,U0001613,1,2021-03-11 12:53:00,20210311,2021-03-11 13:04:44,20210311,11.74
S000002437,U0001793,3,2021-01-06 16:03:00,20210106,2021-01-06 16:39:46,20210106,36.78
S000002438,U0001330,3,2021-12-26 12:14:00,20211226,2021-12-26 12:42:04,20211226,28.08
S000002439,U0000020,3,2024-11-23 15:08:00,20241123,2024-11-23 15:29:46,20241123,21.78
S000002440,U0003127,3,2023-10-01 19:43:00,20231001,2023-10-01 20:01:54,20231001,18.91
S000002441,U0002967,1,2025-06-17 02:10:00,20250617,2025-06-17 02:26:34,20250617,16.58
S000002442,U0002897,3,2025-03-12 01:49:00,20250312,2025-03-12 02:10:19,20250312,21.32
S000002443,U0001207,1,2024-03-24 06:14:00,20240324,2024-03-24 06:29:31,20240324,15.52
S000002444,U0003343,3,2021-11-30 22:17:00,20211130,2021-11-30 22:42:56,20211130,25.93
S000002445,U0003596,1,2021-12-31 01:18:00,20211231,2021-12-31 01:32:35,20211231,14.6
S000002446,U0003488,2,2021-03-07 02:32:00,20210307,2021-03-07 02:48:49,20210307,16.83
S000002447,U0001376,3,2020-06-24 13:01:00,20200624,2020-06-24 13:38:15,20200624,37.27
S000002448,U0000877,3,2022-10-19 23:15:00,20221019,2022-10-19 23:42:24,20221019,27.41
S000002449,U0000757,4,2020-03-08 23:58:00,20200308,2020-03-09 00:06:16,20200309,8.28
S000002450,U0001893,1,2024-10-07 18:53:00,20241007,2024-10-07 20:39:18,20241007,106.3
S000002451,U0001186,1,2019-02-16 02:17:00,20190216,2019-02-16 02:26:49,20190216,9.83
S000002452,U0001908,1,2021-06-03 23:37:00,20210603,2021-06-03 23:51:28,20210603,14.48
S000002453,U0001771,1,2022-12-04 12:32:00,20221204,2022-12-04 13:21:56,20221204,49.94
S000002454,U0002504,1,2022-06-23 01:21:00,20220623,2022-06-23 01:41:30,20220623,20.52
S000002455,U0002045,1,2021-10-14 08:38:00,20211014,2021-10-14 08:56:28,20211014,18.47
S000002456,U0002038,1,2021-07-26 07:52:00,20210726,2021-07-26 08:59:18,20210726,67.31
S000002457,U0001082,3,2023-03-03 11:18:00,20230303,2023-03-03 11:39:03,20230303,21.06
S000002458,U0000333,3,2021-03-08 08:18:00,20210308,2021-03-08 08:31:17,20210308,13.3
S000002459,U0001038,3,2019-10-23 11:16:00,20191023,2019-10-23 11:29:51,20191023,13.86
S000002460,U0000141,4,2019-07-15 14:34:00,20190715,2019-07-15 14:57:18,20190715,23.3
S000002461,U0000538,1,2024-07-31 19:00:00,20240731,2024-07-31 19:25:48,20240731,25.81
S000002462,U0001567,1,2025-07-14 09:32:00,20250714,2025-07-14 10:06:08,20250714,34.14
S000002463,U0003450,3,2024-08-31 05:35:00,20240831,2024-08-31 05:54:19,20240831,19.32
S000002464,U0003244,1,2023-06-07 06:38:00,20230607,2023-06-07 06:59:52,20230607,21.87
S000002465,U0001055,1,2022-05-18 05:04:00,20220518,2022-05-18 05:09:45,20220518,5.75
S000002466,U0000498,1,2019-06-23 01:16:00,20190623,2019-06-23 01:35:13,20190623,19.23
S000002467,U0001739,1,2019-06-06 17:24:00,20190606,2019-06-06 18:01:31,20190606,37.53
S000002468,U0002274,1,2025-10-11 10:49:00,20251011,2025-10-11 11:07:58,20251011,18.97
S000002469,U0003532,1,2019-04-05 14:42:00,20190405,2019-04-05 14:55:23,20190405,13.39
S000002470,U0001305,1,2020-04-03 17:13:00,20200403,2020-04-03 17:32:36,20200403,19.61
S000002471,U0003286,1,2024-06-13 13:54:00,20240613,2024-06-13 14:05:31,20240613,11.52
S000002472,U0001698,3,2023-09-04 10:59:00,20230904,2023-09-04 11:16:20,20230904,17.34
S000002473,U0003377,1,2024-08-25 21:00:00,20240825,2024-08-25 21:06:35,20240825,6.59
S000002474,U0001704,4,2022-02-18 18:26:00,20220218,2022-02-18 18:37:35,20220218,11.59
S000002475,U0003492,1,2023-04-25 01:48:00,20230425,2023-04-25 02:23:39,20230425,35.66
S000002476,U0002199,3,2019-01-20 09:58:00,20190120,2019-01-20 10:03:13,20190120,5.23
S000002477,U0000263,1,2021-04-22 12:23:00,20210422,2021-04-22 13:13:41,20210422,50.69
S000002478,U0000689,1,2024-04-22 19:40:00,20240422,2024-04-22 19:49:02,20240422,9.04
S000002479,U0003985,3,2019-09-07 16:01:00,20190907,2019-09-07 17:05:51,20190907,64.85
S000002480,U0002717,1,2022-09-26 00:20:00,20220926,2022-09-26 00:36:02,20220926,16.05
S000002481,U0002758,1,2024-05-08 22:42:00,20240508,2024-05-08 22:56:30,20240508,14.51
S000002482,U0002154,1,2019-11-03 10:06:00,20191103,2019-11-03 10:11:04,20191103,5.08
S000002483,U0002241,3,2022-10-24 00:43:00,20221024,2022-10-24 00:57:01,20221024,14.02
S000002484,U0000709,1,2023-11-25 08:38:00,20231125,2023-11-25 09:00:41,20231125,22.68
S000002485,U0002826,1,2020-09-19 16:47:00,20200919,2020-09-19 18:07:58,20200919,80.97
S000002486,U0003761,1,2020-06-16 19:33:00,20200616,2020-06-16 20:16:09,20200616,43.16
S000002487,U0001853,1,2025-08-06 22:18:00,20250806,2025-08-06 22:42:42,20250806,24.71
S000002488,U0003710,2,2022-11-13 12:58:00,20221113,2022-11-13 16:04:13,20221113,186.22
S000002489,U0002044,1,2021-07-10 07:54:00,20210710,2021-07-10 08:15:54,20210710,21.9
S000002490,U0002275,1,2024-03-30 10:17:00,20240330,2024-03-30 10:33:25,20240330,16.43
S000002491,U0003038,1,2022-08-18 20:27:00,20220818,2022-08-18 21:13:40,20220818,46.68
S000002492,U0002839,1,2021-09-15 10:55:00,20210915,2021-09-15 11:46:46,20210915,51.78
S000002493,U0002065,2,2019-12-12 23:29:00,20191212,2019-12-12 23:37:37,20191212,8.63
S000002494,U0000241,1,2023-08-25 12:03:00,20230825,2023-08-25 12:11:40,20230825,8.68
S000002495,U0003818,1,2020-05-16 08:36:00,20200516,2020-05-16 09:11:18,20200516,35.31
S000002496,U0001707,1,2022-05-20 07:30:00,20220520,2022-05-20 07:40:36,20220520,10.61
S000002497,U0001203,3,2021-04-14 21:19:00,20210414,2021-04-14 21:54:43,20210414,35.73
S000002498,U0002582,1,2024-09-05 17:19:00,20240905,2024-09-05 17:48:39,20240905,29.66
S000002499,U0002870,1,2021-10-15 21:46:00,20211015,2021-10-15 22:12:16,20211015,26.27
S000002500,U0000023,3,2022-05-16 01:04:00,20220516,2022-05-16 01:10:36,20220516,6.6
S000002501,U0001298,3,2025-12-15 04:12:00,20251215,2025-12-15 05:04:32,20251215,52.54
S000002502,U0002455,3,2024-06-01 18:50:00,20240601,2024-06-01 19:14:19,20240601,24.33
S000002503,U0000858,1,2020-12-30 10:19:00,20201230,2020-12-30 10:46:33,20201230,27.56
S000002504,U0002899,2,2023-07-31 22:03:00,20230731,2023-07-31 22:12:42,20230731,9.71
S000002505,U0000093,1,2021-09-20 18:26:00,20210920,2021-09-20 18:33:52,20210920,7.88
S000002506,U0001557,1,2021-07-10 16:47:00,20210710,2021-07-10 16:56:37,20210710,9.63
S000002507,U0000177,1,2025-05-09 08:34:00,20250509,2025-05-09 09:08:40,20250509,34.68
S000002508,U0003696,3,2022-03-19 15:52:00,20220319,2022-03-19 16:10:08,20220319,18.15
S000002509,U0002033,3,2024-06-25 09:05:00,20240625,2024-06-25 09:36:19,20240625,31.33
S000002510,U0002662,1,2021-03-30 19:47:00,20210330,2021-03-30 19:58:59,20210330,12.0
S000002511,U0002998,1,2025-02-24 10:37:00,20250224,2025-02-24 10:57:07,20250224,20.12
S000002512,U0001077,3,2020-01-01 03:13:00,20200101,2020-01-01 03:25:57,20200101,12.96
S000002513,U0001968,1,2021-02-17 04:40:00,20210217,2021-02-17 04:58:23,20210217,18.39
S000002514,U0003626,1,2020-08-27 20:59:00,20200827,2020-08-27 21:19:43,20200827,20.72
S000002515,U0003277,3,2023-08-11 16:44:00,20230811,2023-08-11 16:50:02,20230811,6.04
S000002516,U0003286,1,2019-01-09 08:27:00,20190109,2019-01-09 08:40:14,20190109,13.23
S000002517,U0002204,3,2019-11-08 04:09:00,20191108,2019-11-08 04:21:14,20191108,12.25
S000002518,U0000391,1,2025-01-28 03:59:00,20250128,2025-01-28 04:15:13,20250128,16.22
S000002519,U0002451,1,2024-04-21 00:23:00,20240421,2024-04-21 00:51:26,20240421,28.44
S000002520,U0002129,3,2021-08-26 09:08:00,20210826,2021-08-26 09:31:31,20210826,23.53
S000002521,U0002663,1,2020-04-29 19:16:00,20200429,2020-04-29 19:31:32,20200429,15.54
S000002522,U0001664,1,2023-05-05 18:08:00,20230505,2023-05-05 18:29:04,20230505,21.07
S000002523,U0000925,3,2024-10-03 02:13:00,20241003,2024-10-03 02:38:09,20241003,25.16
S000002524,U0003813,1,2020-09-30 02:22:00,20200930,2020-09-30 02:28:45,20200930,6.76
S000002525,U0001788,1,2020-02-29 19:59:00,20200229,2020-02-29 20:19:37,20200229,20.62
S000002526,U0003327,2,2023-04-18 08:01:00,20230418,2023-04-18 08:17:39,20230418,16.66
S000002527,U0002044,3,2022-06-12 21:14:00,20220612,2022-06-12 21:17:27,20220612,3.46
S000002528,U0002132,3,2021-07-06 05:17:00,20210706,2021-07-06 05:21:05,20210706,4.1
S000002529,U0001465,1,2024-01-03 04:41:00,20240103,2024-01-03 04:51:38,20240103,10.64
S000002530,U0000471,3,2024-08-15 05:19:00,20240815,2024-08-15 05:35:12,20240815,16.21
S000002531,U0002164,2,2023-01-20 19:22:00,20230120,2023-01-20 20:00:10,20230120,38.17
S000002532,U0001161,1,2019-06-18 07:48:00,20190618,2019-06-18 08:07:36,20190618,19.6
S000002533,U0001847,1,2020-08-09 06:50:00,20200809,2020-08-09 07:11:56,20200809,21.93
S000002534,U0000024,4,2025-07-15 08:37:00,20250715,2025-07-15 08:46:07,20250715,9.12
S000002535,U0002932,3,2019-08-18 00:02:00,20190818,2019-08-18 00:52:32,20190818,50.54
S000002536,U0003464,4,2024-10-03 05:24:00,20241003,2024-10-03 05:26:24,20241003,2.4
S000002537,U0002116,1,2024-10-13 13:40:00,20241013,2024-10-13 13:50:53,20241013,10.89
S000002538,U0002494,3,2021-06-25 08:56:00,20210625,2021-06-25 09:10:15,20210625,14.25
S000002539,U0001718,1,2022-02-09 00:04:00,20220209,2022-02-09 00:16:24,20220209,12.41
S000002540,U0001415,3,2021-11-01 01:44:00,20211101,2021-11-01 01:59:59,20211101,15.99
S000002541,U0000844,1,2022-07-11 17:30:00,20220711,2022-07-11 18:04:08,20220711,34.15
S000002542,U0002664,1,2022-04-24 00:43:00,20220424,2022-04-24 01:00:31,20220424,17.52
S000002543,U0001914,1,2024-12-07 21:41:00,20241207,2024-12-07 22:00:11,20241207,19.19
S000002544,U0002191,4,2021-05-23 12:19:00,20210523,2021-05-23 12:33:45,20210523,14.76
S000002545,U0003970,1,2025-03-22 03:32:00,20250322,2025-03-22 03:50:58,20250322,18.97
S000002546,U0003455,3,2023-08-04 03:40:00,20230804,2023-08-04 04:14:14,20230804,34.25
S000002547,U0002860,1,2025-09-11 10:02:00,20250911,2025-09-11 10:31:21,20250911,29.36
S000002548,U0003956,3,2024-02-16 16:00:00,20240216,2024-02-16 16:10:53,20240216,10.89
S000002549,U0001796,1,2024-08-24 07:21:00,20240824,2024-08-24 07:39:52,20240824,18.88
S000002550,U0002153,1,2020-01-31 14:01:00,20200131,2020-01-31 14:33:23,20200131,32.38
S000002551,U0002032,1,2021-07-17 08:46:00,20210717,2021-07-17 09:09:02,20210717,23.04
S000002552,U0000514,1,2022-06-01 00:34:00,20220601,2022-06-01 00:58:28,20220601,24.48
S000002553,U0003458,1,2019-01-02 19:09:00,20190102,2019-01-02 19:28:53,20190102,19.89
S000002554,U0001970,1,2025-12-26 00:25:00,20251226,2025-12-26 00:44:45,20251226,19.76
S000002555,U0000847,3,2023-04-11 10:44:00,20230411,2023-04-11 11:29:15,20230411,45.25
S000002556,U0003192,1,2025-04-05 00:06:00,20250405,2025-04-05 00:21:16,20250405,15.27
S000002557,U0001331,2,2023-04-12 11:31:00,20230412,2023-04-12 11:44:31,20230412,13.52
S000002558,U0003869,3,2024-12-23 15:40:00,20241223,2024-12-23 16:38:40,20241223,58.68
S000002559,U0000633,1,2021-05-06 12:27:00,20210506,2021-05-06 13:09:26,20210506,42.44
S000002560,U0003000,3,2025-05-30 05:33:00,20250530,2025-05-30 05:50:07,20250530,17.13
S000002561,U0001992,3,2022-02-25 08:44:00,20220225,2022-02-25 09:04:37,20220225,20.62
S000002562,U0002135,1,2024-05-11 05:51:00,20240511,2024-05-11 05:59:57,20240511,8.95
S000002563,U0000775,1,2023-10-05 09:46:00,20231005,2023-10-05 09:56:39,20231005,10.65
S000002564,U0000352,3,2019-10-22 15:30:00,20191022,2019-10-22 15:57:00,20191022,27.01
S000002565,U0003350,1,2024-07-14 13:35:00,20240714,2024-07-14 13:40:00,20240714,5.0
S000002566,U0002264,1,2023-06-26 08:31:00,20230626,2023-06-26 08:39:18,20230626,8.31
S000002567,U0002867,2,2024-07-21 00:56:00,20240721,2024-07-21 01:18:09,20240721,22.15
S000002568,U0003933,1,2022-02-01 16:46:00,20220201,2022-02-01 16:55:43,20220201,9.72
S000002569,U0002515,1,2022-01-01 00:13:00,20220101,2022-01-01 00:49:10,20220101,36.17
S000002570,U0002834,1,2023-06-18 03:42:00,20230618,2023-06-18 04:07:49,20230618,25.83
S000002571,U0003444,1,2023-05-04 00:53:00,20230504,2023-05-04 01:06:12,20230504,13.21
S000002572,U0001284,3,2023-02-09 12:02:00,20230209,2023-02-09 12:13:47,20230209,11.79
S000002573,U0002362,1,2025-09-08 07:36:00,20250908,2025-09-08 08:01:26,20250908,25.44
S000002574,U0000596,1,2025-09-09 17:30:00,20250909,2025-09-09 18:02:59,20250909,32.99
S000002575,U0002714,3,2022-12-10 00:43:00,20221210,2022-12-10 01:16:40,20221210,33.68
S000002576,U0002754,1,2019-12-24 01:32:00,20191224,2019-12-24 01:55:43,20191224,23.73
S000002577,U0000475,3,2020-09-30 14:00:00,20200930,2020-09-30 14:33:50,20200930,33.84
S000002578,U0000376,1,2022-03-18 01:42:00,20220318,2022-03-18 01:48:50,20220318,6.84
S000002579,U0003532,2,2023-07-05 01:13:00,20230705,2023-07-05 01:24:33,20230705,11.56
S000002580,U0002456,2,2024-11-05 19:54:00,20241105,2024-11-05 20:15:48,20241105,21.8
S000002581,U0002786,1,2022-11-19 06:36:00,20221119,2022-11-19 06:54:26,20221119,18.44
S000002582,U0002300,3,2019-02-05 00:35:00,20190205,2019-02-05 00:39:30,20190205,4.51
S000002583,U0003349,1,2020-04-03 18:32:00,20200403,2020-04-03 18:38:11,20200403,6.18
S000002584,U0002990,1,2021-02-01 14:49:00,20210201,2021-02-01 15:11:03,20210201,22.05
S000002585,U0003860,1,2019-07-25 21:40:00,20190725,2019-07-25 23:21:53,20190725,101.9
S000002586,U0003392,2,2024-05-26 13:44:00,20240526,2024-05-26 13:48:25,20240526,4.43
S000002587,U0000560,3,2021-03-28 15:04:00,20210328,2021-03-28 15:21:00,20210328,17.01
S000002588,U0002906,1,2024-06-06 18:51:00,20240606,2024-06-06 19:10:51,20240606,19.86
S000002589,U0000447,1,2019-05-19 19:01:00,20190519,2019-05-19 19:39:13,20190519,38.23
S000002590,U0002742,4,2021-04-28 11:14:00,20210428,2021-04-28 11:30:10,20210428,16.17
S000002591,U0001746,1,2023-04-17 12:23:00,20230417,2023-04-17 12:31:44,20230417,8.75
S000002592,U0002718,1,2022-01-19 16:06:00,20220119,2022-01-19 16:17:51,20220119,11.85
S000002593,U0000025,1,2023-07-26 00:08:00,20230726,2023-07-26 00:19:24,20230726,11.42
S000002594,U0000280,1,2020-11-07 15:59:00,20201107,2020-11-07 16:18:27,20201107,19.45
S000002595,U0001858,1,2024-11-16 22:57:00,20241116,2024-11-16 23:10:23,20241116,13.39
S000002596,U0000184,1,2023-07-24 13:06:00,20230724,2023-07-24 13:42:12,20230724,36.22
S000002597,U0001613,2,2023-10-28 06:52:00,20231028,2023-10-28 07:19:45,20231028,27.77
S000002598,U0003265,1,2021-02-18 11:30:00,20210218,2021-02-18 11:44:52,20210218,14.88
S000002599,U0001071,2,2023-06-24 16:43:00,20230624,2023-06-24 17:03:34,20230624,20.57
S000002600,U0002416,1,2022-01-02 01:56:00,20220102,2022-01-02 02:31:01,20220102,35.02
S000002601,U0002385,3,2025-09-19 21:14:00,20250919,2025-09-19 21:41:03,20250919,27.06
S000002602,U0000759,2,2021-05-18 05:52:00,20210518,2021-05-18 06:00:30,20210518,8.51
S000002603,U0000908,2,2024-12-20 10:10:00,20241220,2024-12-20 10:29:13,20241220,19.23
S000002604,U0000733,2,2019-02-27 19:12:00,20190227,2019-02-27 20:02:45,20190227,50.76
S000002605,U0002103,1,2025-01-25 15:53:00,20250125,2025-01-25 16:10:04,20250125,17.08
S000002606,U0003184,1,2021-05-07 13:00:00,20210507,2021-05-07 13:25:42,20210507,25.71
S000002607,U0000852,1,2025-03-19 08:21:00,20250319,2025-03-19 08:30:02,20250319,9.04
S000002608,U0002788,1,2024-11-18 07:49:00,20241118,2024-11-18 08:15:23,20241118,26.39
S000002609,U0000049,4,2025-08-27 02:35:00,20250827,2025-08-27 02:43:45,20250827,8.76
S000002610,U0002120,1,2021-02-19 03:09:00,20210219,2021-02-19 03:16:54,20210219,7.91
S000002611,U0000861,1,2020-05-17 06:02:00,20200517,2020-05-17 06:20:40,20200517,18.68
S000002612,U0001338,1,2024-11-10 15:39:00,20241110,2024-11-10 15:50:55,20241110,11.93
S000002613,U0002376,1,2022-02-22 11:35:00,20220222,2022-02-22 12:12:54,20220222,37.9
S000002614,U0000325,2,2019-08-30 04:21:00,20190830,2019-08-30 04:24:40,20190830,3.67
S000002615,U0002655,1,2023-02-15 17:31:00,20230215,2023-02-15 17:40:41,20230215,9.7
S000002616,U0002029,1,2023-04-02 04:23:00,20230402,2023-04-02 04:49:21,20230402,26.35
S000002617,U0002800,1,2022-07-26 10:22:00,20220726,2022-07-26 10:45:07,20220726,23.13
S000002618,U0001821,1,2025-10-25 15:40:00,20251025,2025-10-25 15:59:50,20251025,19.85
