purchase_id,user_id,purchase_date_id,purchase_amount,currency,payment_method,purchase_status,bonus_granted_amount,is_first_deposit_flag
P00011935,U0000496,20200120,28.93,EUR,Card,Completed,0.0,1
P00009602,U0000496,20210224,18.39,EUR,Bank Transfer,Completed,0.0,0
P00005711,U0000496,20230824,49.06,USD,E-Wallet,Completed,0.0,0
P00007481,U0000496,20240410,51.68,EUR,E-Wallet,Completed,25.45,0
P00017608,U0000497,20200705,45.59,EUR,E-Wallet,Completed,0.0,1
P00015523,U0000497,20221116,19.1,GBP,Crypto,Completed,5.24,0
P00013814,U0000497,20230615,31.29,GBP,E-Wallet,Completed,10.82,0
P00000691,U0000497,20240311,52.35,EUR,Card,Completed,0.0,0
P00003433,U0000497,20250902,27.78,EUR,Card,Completed,10.35,0
P00009538,U0000498,20210627,50.81,GBP,E-Wallet,Completed,0.0,1
P00014219,U0000498,20230212,20.75,GBP,Crypto,Completed,0.0,0
P00007138,U0000498,20250124,21.56,EUR,Crypto,Completed,8.06,0
P00006671,U0000499,20190318,10.43,EUR,E-Wallet,Completed,0.0,1
P00006300,U0000499,20190706,18.96,GBP,Card,Completed,6.35,0
P00013498,U0000499,20230216,45.01,EUR,Crypto,Completed,0.0,0
P00009292,U0000499,20230415,29.14,EUR,Crypto,Completed,7.89,0
P00007217,U0000499,20230522,21.07,GBP,Card,Completed,0.0,0
P00003841,U0000500,20190405,20.51,USD,Crypto,Pending,0.0,1
P00016425,U0000500,20190409,20.22,EUR,Crypto,Completed,0.0,0
P00005871,U0000500,20210220,18.79,GBP,Crypto,Completed,0.0,0
P00000863,U0000500,20211120,10.52,USD,E-Wallet,Completed,0.0,0
P00012831,U0000500,20220216,30.16,EUR,E-Wallet,Failed,0.0,0
P00004293,U0000501,20231024,107.03,USD,Card,Completed,18.41,1
P00014524,U0000501,20240111,54.62,EUR,Crypto,Completed,0.0,0
P00008368,U0000502,20190827,46.05,EUR,Card,Completed,0.0,1
P00010930,U0000502,20220103,46.98,EUR,Bank Transfer,Completed,0.0,0
P00011009,U0000502,20230622,183.41,EUR,Crypto,Completed,39.41,0
P00000167,U0000503,20200823,19.07,GBP,E-Wallet,Completed,0.0,1
P00012536,U0000503,20200905,206.47,EUR,Crypto,Completed,69.04,0
P00015067,U0000503,20211102,20.48,EUR,Card,Pending,0.0,0
P00010616,U0000503,20220520,91.09,EUR,E-Wallet,Completed,0.0,0
P00000185,U0000503,20230508,48.09,USD,Bank Transfer,Completed,18.76,0
P00001456,U0000503,20240422,49.58,GBP,Bank Transfer,Completed,0.0,0
P00014384,U0000504,20190828,93.5,USD,Bank Transfer,Completed,0.0,1
P00002687,U0000504,20230924,21.07,GBP,E-Wallet,Completed,0.0,0
P00010440,U0000504,20240102,10.08,GBP,E-Wallet,Completed,0.0,0
P00000904,U0000505,20190418,103.49,USD,Crypto,Completed,41.58,1
P00006398,U0000505,20230109,55.0,GBP,Crypto,Completed,0.0,0
P00015649,U0000505,20230616,9.6,USD,E-Wallet,Completed,0.0,0
P00017609,U0000505,20241022,31.6,GBP,Crypto,Completed,0.0,0
P00004426,U0000505,20250401,29.61,USD,Bank Transfer,Completed,13.08,0
P00011632,U0000506,20210402,53.36,USD,Card,Completed,0.0,1
P00011261,U0000506,20230824,21.97,USD,Bank Transfer,Completed,0.0,0
P00008336,U0000506,20241125,9.26,GBP,E-Wallet,Completed,0.0,0
P00008330,U0000507,20250605,199.62,GBP,Card,Completed,0.0,1
P00011762,U0000508,20190815,202.49,EUR,E-Wallet,Completed,0.0,1
P00008828,U0000508,20200829,18.27,EUR,Crypto,Pending,8.25,0
P00008392,U0000508,20220709,93.11,USD,Crypto,Completed,0.0,0
P00006676,U0000508,20230217,30.5,EUR,Bank Transfer,Completed,0.0,0
P00008142,U0000508,20240221,10.59,GBP,Crypto,Completed,0.0,0
P00005774,U0000509,20220919,27.94,EUR,Crypto,Completed,5.6,1
P00017041,U0000509,20250108,9.29,USD,Bank Transfer,Completed,3.23,0
P00010642,U0000509,20251204,49.16,GBP,Crypto,Completed,0.0,0
P00012285,U0000510,20190425,20.14,EUR,Bank Transfer,Pending,0.0,1
P00003402,U0000510,20240630,52.81,USD,E-Wallet,Completed,0.0,0
P00015566,U0000510,20241217,106.74,GBP,Card,Completed,33.68,0
P00013967,U0000510,20250630,20.09,GBP,Crypto,Completed,0.0,0
P00000865,U0000511,20190304,209.94,USD,E-Wallet,Completed,0.0,1
P00001026,U0000511,20200721,9.02,EUR,Bank Transfer,Pending,0.0,0
P00017344,U0000511,20220429,20.83,EUR,Card,Completed,0.0,0
P00016286,U0000511,20250823,10.97,GBP,Card,Completed,4.24,0
P00012061,U0000512,20190331,48.62,USD,E-Wallet,Pending,10.06,1
P00012635,U0000512,20250219,10.54,GBP,E-Wallet,Completed,0.0,0
P00000619,U0000513,20210521,19.54,GBP,E-Wallet,Completed,0.0,1
P00009249,U0000513,20230623,100.75,GBP,Card,Completed,0.0,0
P00014529,U0000513,20241130,52.32,GBP,Crypto,Completed,0.0,0
P00012824,U0000514,20190313,18.82,GBP,Card,Completed,0.0,1
P00013000,U0000514,20210919,30.44,GBP,Crypto,Completed,0.0,0
P00016758,U0000514,20220420,49.59,USD,Card,Pending,0.0,0
P00001767,U0000514,20240118,48.71,EUR,Crypto,Completed,0.0,0
P00002566,U0000515,20190902,19.13,EUR,Bank Transfer,Completed,6.4,1
P00011352,U0000515,20210925,21.36,GBP,Card,Completed,0.0,0
P00006696,U0000515,20230314,21.02,EUR,E-Wallet,Completed,0.0,0
P00003663,U0000515,20230922,10.22,USD,Crypto,Completed,0.0,0
P00003685,U0000515,20250202,98.58,EUR,E-Wallet,Completed,0.0,0
P00002361,U0000516,20200601,18.82,USD,Card,Completed,4.2,1
P00002627,U0000516,20220429,49.41,USD,Bank Transfer,Completed,0.0,0
P00000685,U0000516,20220814,102.64,USD,Crypto,Completed,0.0,0
P00009838,U0000516,20221124,30.74,USD,Card,Completed,0.0,0
P00005336,U0000516,20230807,10.22,USD,E-Wallet,Completed,4.03,0
P00011803,U0000516,20230922,9.83,EUR,E-Wallet,Completed,0.0,0
P00008881,U0000516,20240913,20.72,EUR,E-Wallet,Completed,0.0,0
P00014168,U0000516,20250910,9.15,EUR,E-Wallet,Completed,3.25,0
P00001494,U0000517,20200518,10.01,GBP,Crypto,Completed,4.74,1
P00010742,U0000517,20210807,47.45,USD,E-Wallet,Completed,0.0,0
P00002819,U0000517,20241025,27.34,GBP,E-Wallet,Failed,11.42,0
P00005886,U0000517,20250313,20.76,EUR,E-Wallet,Completed,0.0,0
P00015045,U0000517,20250622,92.81,GBP,Card,Completed,0.0,0
P00012549,U0000518,20210325,52.72,USD,E-Wallet,Completed,0.0,1
P00001030,U0000518,20220207,205.03,USD,Crypto,Completed,0.0,0
P00009029,U0000518,20220513,109.83,USD,E-Wallet,Completed,44.85,0
P00005936,U0000518,20240802,29.34,USD,Card,Completed,0.0,0
P00011324,U0000520,20190117,10.99,USD,Crypto,Completed,4.51,1
P00016135,U0000520,20200623,18.02,USD,Bank Transfer,Completed,0.0,0
P00007791,U0000520,20210317,95.34,EUR,Crypto,Completed,0.0,0
P00017083,U0000520,20210421,92.63,USD,Card,Completed,0.0,0
P00005484,U0000520,20210906,10.08,GBP,Crypto,Completed,1.92,0
P00012854,U0000520,20220126,28.32,EUR,Bank Transfer,Completed,0.0,0
P00004544,U0000520,20220320,10.28,EUR,Card,Completed,0.0,0
P00002423,U0000520,20220410,27.79,EUR,E-Wallet,Completed,0.0,0
P00017475,U0000520,20230702,50.43,EUR,Bank Transfer,Completed,0.0,0
P00003032,U0000521,20191015,19.17,GBP,Bank Transfer,Completed,0.0,1
P00005735,U0000521,20191017,47.53,GBP,Card,Completed,0.0,0
P00002451,U0000521,20191210,9.33,GBP,Crypto,Completed,0.0,0
P00002191,U0000521,20200613,51.4,GBP,Card,Completed,0.0,0
P00013782,U0000521,20200830,184.12,USD,E-Wallet,Completed,0.0,0
P00008918,U0000521,20211227,10.54,USD,Bank Transfer,Completed,0.0,0
P00001809,U0000521,20240221,9.81,USD,Crypto,Completed,3.97,0
P00012050,U0000521,20241005,9.66,USD,Bank Transfer,Completed,0.0,0
P00017673,U0000522,20191118,30.63,GBP,Card,Failed,13.42,1
P00017970,U0000522,20210510,10.47,GBP,E-Wallet,Completed,4.92,0
P00008009,U0000522,20211004,9.74,EUR,Card,Completed,0.0,0
P00013305,U0000522,20221205,20.94,EUR,E-Wallet,Completed,0.0,0
P00003586,U0000522,20221229,18.82,USD,Card,Completed,0.0,0
P00016938,U0000522,20250908,18.69,EUR,Bank Transfer,Completed,5.15,0
P00003585,U0000523,20200918,21.93,USD,E-Wallet,Failed,0.0,1
P00010744,U0000523,20230916,28.52,EUR,Crypto,Failed,0.0,0
P00005151,U0000523,20240108,28.82,USD,Card,Completed,0.0,0
P00001182,U0000524,20220410,18.04,USD,Crypto,Completed,0.0,1
P00011880,U0000524,20230412,47.1,USD,Bank Transfer,Completed,0.0,0
P00011473,U0000524,20240912,19.13,EUR,E-Wallet,Completed,0.0,0
P00009767,U0000524,20250414,32.02,USD,Card,Completed,5.95,0
P00009996,U0000525,20191229,91.32,GBP,E-Wallet,Completed,0.0,1
P00010963,U0000525,20230515,54.84,EUR,E-Wallet,Completed,0.0,0
P00005839,U0000525,20240416,27.96,EUR,Bank Transfer,Completed,0.0,0
P00007091,U0000525,20241001,9.17,GBP,Card,Completed,1.48,0
P00017960,U0000525,20241101,46.76,GBP,Card,Failed,0.0,0
P00000530,U0000525,20250823,21.4,EUR,Bank Transfer,Completed,6.89,0
P00007524,U0000526,20211020,10.03,USD,Card,Completed,5.01,1
P00003764,U0000526,20230516,21.8,EUR,Card,Completed,0.0,0
P00001218,U0000526,20231009,51.51,USD,Crypto,Completed,0.0,0
P00002673,U0000526,20240425,10.32,EUR,Card,Completed,0.0,0
P00017333,U0000526,20240619,199.4,GBP,Crypto,Completed,45.4,0
P00001226,U0000526,20241121,32.89,GBP,Crypto,Completed,0.0,0
P00004414,U0000527,20200619,20.7,EUR,Card,Completed,0.0,1
P00015163,U0000527,20210617,9.56,GBP,Card,Completed,0.0,0
P00008031,U0000527,20210915,53.78,GBP,Bank Transfer,Completed,0.0,0
P00002441,U0000527,20220510,20.29,EUR,Card,Completed,0.0,0
P00017092,U0000527,20231207,20.62,USD,Card,Completed,0.0,0
P00011468,U0000528,20190523,107.83,GBP,Crypto,Completed,0.0,1
P00014674,U0000528,20200112,21.61,EUR,Bank Transfer,Completed,0.0,0
P00011808,U0000528,20210122,21.37,GBP,E-Wallet,Completed,3.93,0
P00014697,U0000528,20230108,9.38,EUR,Crypto,Completed,0.0,0
P00008840,U0000528,20240903,210.61,USD,E-Wallet,Completed,27.39,0
P00007474,U0000529,20200817,95.69,EUR,Card,Failed,43.65,1
P00015995,U0000529,20240416,54.74,USD,E-Wallet,Failed,0.0,0
P00010490,U0000529,20240531,47.76,EUR,Card,Completed,22.83,0
P00006376,U0000529,20250123,192.63,EUR,Card,Completed,27.11,0
P00003999,U0000529,20251105,53.66,GBP,Crypto,Completed,0.0,0
P00015173,U0000529,20251231,21.79,USD,Bank Transfer,Completed,0.0,0
P00007380,U0000530,20210304,30.62,USD,Crypto,Completed,3.74,1
P00016430,U0000530,20230420,10.7,GBP,Card,Completed,0.0,0
P00009965,U0000530,20230830,27.97,USD,E-Wallet,Completed,9.26,0
P00006972,U0000530,20230926,52.28,USD,Card,Completed,0.0,0
P00002659,U0000530,20241129,10.62,USD,Crypto,Completed,0.0,0
P00017296,U0000531,20210123,95.17,USD,E-Wallet,Completed,0.0,1
P00009630,U0000531,20220509,20.06,EUR,Bank Transfer,Completed,0.0,0
P00013412,U0000531,20240107,9.27,GBP,Crypto,Completed,1.9,0
P00006792,U0000532,20191023,49.45,USD,Crypto,Completed,8.11,1
P00001352,U0000532,20200723,9.56,EUR,Bank Transfer,Completed,2.47,0
P00006447,U0000532,20220413,10.73,GBP,Bank Transfer,Completed,3.61,0
P00017546,U0000532,20230705,20.5,EUR,E-Wallet,Failed,0.0,0
P00004037,U0000532,20230828,21.81,USD,E-Wallet,Completed,0.0,0
P00015695,U0000533,20220301,50.91,EUR,Bank Transfer,Completed,6.24,1
P00005158,U0000533,20220507,20.91,EUR,Bank Transfer,Completed,8.61,0
P00017877,U0000533,20221213,9.06,EUR,E-Wallet,Completed,0.0,0
P00004262,U0000533,20240818,103.5,EUR,Card,Completed,0.0,0
P00015219,U0000533,20250708,27.33,USD,Card,Completed,0.0,0
P00009794,U0000535,20211015,32.3,USD,Crypto,Completed,0.0,1
P00009412,U0000535,20230603,29.38,EUR,Crypto,Completed,0.0,0
P00016944,U0000535,20250507,20.68,GBP,Bank Transfer,Completed,0.0,0
P00012698,U0000536,20220413,18.31,EUR,Crypto,Completed,0.0,1
P00011086,U0000536,20221208,19.8,GBP,Crypto,Completed,2.37,0
P00009337,U0000536,20230417,9.28,GBP,E-Wallet,Completed,4.42,0
P00003310,U0000537,20200728,51.63,GBP,Crypto,Failed,0.0,1
P00017290,U0000537,20201216,52.9,EUR,Crypto,Completed,0.0,0
P00012700,U0000537,20210609,19.61,EUR,Card,Completed,0.0,0
P00001257,U0000537,20230506,95.49,GBP,Crypto,Completed,0.0,0
P00007297,U0000537,20240204,27.67,GBP,Card,Completed,0.0,0
P00001608,U0000537,20250813,19.49,GBP,Bank Transfer,Completed,0.0,0
P00008303,U0000538,20190807,27.62,GBP,Crypto,Completed,0.0,1
P00015469,U0000538,20201130,18.14,USD,E-Wallet,Completed,3.98,0
P00017170,U0000538,20210203,30.0,EUR,Crypto,Pending,0.0,0
P00000525,U0000538,20240713,30.66,EUR,Crypto,Completed,15.26,0
P00009699,U0000538,20241115,9.01,USD,E-Wallet,Pending,0.0,0
P00011700,U0000539,20211017,32.4,USD,Crypto,Completed,13.08,1
P00005217,U0000540,20190305,50.79,GBP,Card,Completed,0.0,1
P00013282,U0000540,20200821,9.64,USD,Card,Completed,0.0,0
P00015119,U0000540,20220318,19.33,EUR,Crypto,Completed,0.0,0
P00000967,U0000540,20240715,19.69,USD,E-Wallet,Completed,0.0,0
P00011253,U0000541,20191125,50.04,USD,Crypto,Completed,13.83,1
P00000213,U0000541,20210410,49.24,GBP,Crypto,Completed,0.0,0
P00011982,U0000541,20210511,21.6,GBP,Card,Completed,10.28,0
P00005259,U0000541,20250204,9.18,GBP,Bank Transfer,Failed,3.42,0
P00016574,U0000541,20250418,51.27,EUR,E-Wallet,Completed,0.0,0
P00017173,U0000541,20251228,97.51,GBP,Crypto,Completed,0.0,0
P00001117,U0000542,20191015,21.5,GBP,E-Wallet,Completed,0.0,1
P00004730,U0000542,20191109,95.19,USD,Crypto,Completed,10.23,0
P00014972,U0000542,20210121,30.52,USD,Card,Completed,8.48,0
P00011433,U0000542,20220309,46.71,GBP,Crypto,Completed,0.0,0
P00004944,U0000542,20221114,203.39,GBP,Bank Transfer,Completed,0.0,0
P00011339,U0000542,20230103,98.31,GBP,E-Wallet,Completed,0.0,0
P00006419,U0000542,20240314,94.34,GBP,E-Wallet,Completed,30.08,0
P00003792,U0000542,20250530,27.95,USD,Crypto,Completed,0.0,0
P00015014,U0000542,20250730,9.23,EUR,Bank Transfer,Completed,0.0,0
P00003321,U0000543,20250822,9.04,USD,Crypto,Completed,0.0,1
P00017389,U0000544,20220217,21.73,USD,Crypto,Completed,0.0,1
P00014794,U0000545,20230617,27.86,EUR,E-Wallet,Completed,10.89,1
P00010151,U0000545,20230722,28.83,USD,E-Wallet,Completed,8.66,0
P00013268,U0000545,20231103,98.15,GBP,E-Wallet,Completed,0.0,0
P00013569,U0000545,20251130,10.56,GBP,Bank Transfer,Completed,2.1,0
P00003445,U0000546,20190309,10.7,GBP,Card,Completed,0.0,1
P00010014,U0000546,20190330,54.65,USD,E-Wallet,Completed,0.0,0
P00009487,U0000546,20190606,20.91,USD,Crypto,Completed,0.0,0
P00016065,U0000546,20191021,9.98,GBP,E-Wallet,Completed,3.09,0
P00009161,U0000546,20200313,21.66,USD,Crypto,Completed,2.8,0
P00009825,U0000546,20210804,48.98,GBP,Crypto,Completed,0.0,0
P00017604,U0000546,20210814,18.3,EUR,Card,Completed,0.0,0
P00010320,U0000546,20210918,20.23,GBP,Crypto,Completed,0.0,0
P00002048,U0000546,20230709,103.67,EUR,Card,Completed,21.61,0
P00013265,U0000546,20241031,31.08,GBP,E-Wallet,Pending,0.0,0
P00003860,U0000547,20190409,104.71,USD,Bank Transfer,Completed,40.96,1
P00011174,U0000547,20220604,19.79,GBP,E-Wallet,Completed,0.0,0
P00009814,U0000547,20220818,10.5,GBP,E-Wallet,Completed,4.3,0
P00016068,U0000547,20240102,21.24,GBP,Crypto,Completed,0.0,0
P00004964,U0000547,20241005,9.87,GBP,E-Wallet,Completed,0.0,0
P00000462,U0000547,20241201,10.87,GBP,Bank Transfer,Completed,0.0,0
P00015291,U0000547,20250529,54.87,GBP,Crypto,Completed,0.0,0
P00009462,U0000548,20190203,21.79,GBP,Bank Transfer,Completed,5.36,1
P00003898,U0000548,20200124,94.51,USD,Bank Transfer,Completed,0.0,0
P00011015,U0000549,20210603,10.16,GBP,E-Wallet,Completed,2.42,1
P00013895,U0000549,20231109,10.8,USD,Card,Completed,4.83,0
P00008931,U0000549,20240518,31.79,GBP,E-Wallet,Completed,10.87,0
P00002601,U0000549,20250110,9.38,GBP,Crypto,Completed,3.84,0
P00009177,U0000550,20220912,10.92,USD,Crypto,Completed,4.66,1
P00014068,U0000550,20240219,10.48,USD,Crypto,Completed,0.0,0
P00015541,U0000550,20240814,27.34,GBP,Card,Completed,0.0,0
P00016984,U0000551,20210430,207.47,USD,Card,Completed,0.0,1
P00011769,U0000551,20231119,9.88,USD,Card,Completed,0.0,0
P00000662,U0000551,20231209,54.05,USD,Card,Pending,21.98,0
P00004272,U0000551,20240319,9.51,EUR,E-Wallet,Completed,0.0,0
P00012952,U0000551,20240912,51.23,GBP,Card,Completed,0.0,0
P00010413,U0000552,20190320,18.23,USD,Bank Transfer,Completed,5.12,1
P00005612,U0000552,20201006,190.75,GBP,Card,Completed,0.0,0
P00011452,U0000552,20210410,29.22,USD,Crypto,Completed,0.0,0
P00007452,U0000552,20230422,10.83,USD,Card,Completed,1.85,0
P00012665,U0000552,20250827,21.83,EUR,E-Wallet,Completed,0.0,0
P00015612,U0000553,20191008,20.32,USD,Card,Completed,9.54,1
P00016328,U0000553,20200826,18.89,GBP,Bank Transfer,Completed,0.0,0
P00002543,U0000553,20210120,49.52,USD,Card,Completed,0.0,0
P00002680,U0000553,20211119,21.61,USD,Bank Transfer,Completed,0.0,0
P00004505,U0000553,20221027,28.17,GBP,Bank Transfer,Completed,10.98,0
P00017417,U0000553,20240827,31.46,EUR,Crypto,Completed,0.0,0
P00014928,U0000553,20241127,48.08,EUR,Crypto,Completed,15.09,0
P00016367,U0000554,20210126,45.71,EUR,Card,Pending,0.0,1
P00007984,U0000554,20240108,21.45,EUR,Crypto,Completed,0.0,0
P00017893,U0000554,20251028,9.03,EUR,Crypto,Completed,0.0,0
P00016677,U0000555,20190811,31.91,GBP,Crypto,Completed,0.0,1
P00004485,U0000555,20250918,101.77,USD,Card,Completed,0.0,0
P00012111,U0000556,20190414,21.42,GBP,Card,Completed,0.0,1
P00007529,U0000556,20220311,105.1,EUR,Card,Pending,15.23,0
P00011423,U0000556,20220802,90.98,USD,Crypto,Completed,0.0,0
P00009717,U0000556,20221120,31.43,EUR,Bank Transfer,Completed,0.0,0
P00008103,U0000556,20230109,48.38,GBP,Crypto,Completed,0.0,0
P00011656,U0000556,20230926,20.33,USD,E-Wallet,Completed,9.27,0
P00011332,U0000557,20211204,19.58,GBP,E-Wallet,Completed,2.33,1
P00009605,U0000557,20221130,10.26,GBP,E-Wallet,Completed,0.0,0
P00014486,U0000557,20230406,32.8,GBP,E-Wallet,Completed,12.81,0
P00004714,U0000557,20240627,18.33,EUR,E-Wallet,Completed,8.62,0
P00013112,U0000557,20240904,21.89,EUR,Crypto,Completed,6.18,0
P00008556,U0000557,20241229,10.32,GBP,Crypto,Completed,2.32,0
P00002259,U0000557,20250203,10.6,USD,Card,Completed,0.0,0
P00005238,U0000558,20200128,18.3,EUR,E-Wallet,Completed,0.0,1
P00013621,U0000558,20210221,47.13,GBP,E-Wallet,Pending,0.0,0
P00004843,U0000558,20220503,45.9,EUR,Card,Completed,0.0,0
P00017331,U0000558,20251213,10.97,USD,Crypto,Completed,3.52,0
P00009619,U0000559,20190422,10.96,EUR,E-Wallet,Completed,1.2,1
P00017126,U0000559,20190517,105.28,GBP,Card,Failed,0.0,0
P00007939,U0000559,20190922,10.46,EUR,Crypto,Completed,1.44,0
P00008396,U0000559,20201007,10.81,USD,Bank Transfer,Completed,0.0,0
P00017901,U0000559,20230630,209.89,GBP,Bank Transfer,Completed,0.0,0
P00004099,U0000559,20241009,9.16,USD,Card,Completed,0.0,0
P00001355,U0000559,20250314,18.04,EUR,Bank Transfer,Completed,7.01,0
P00000625,U0000560,20190522,10.97,USD,Crypto,Failed,0.0,1
P00015189,U0000560,20190607,32.3,USD,Crypto,Completed,0.0,0
P00014217,U0000560,20190722,45.68,EUR,Crypto,Completed,8.43,0
P00012035,U0000560,20190822,48.48,EUR,E-Wallet,Completed,0.0,0
P00005995,U0000560,20201225,20.49,USD,Bank Transfer,Completed,0.0,0
P00013521,U0000560,20231009,108.27,EUR,Bank Transfer,Completed,0.0,0
P00017032,U0000560,20240126,9.95,EUR,Card,Completed,0.0,0
P00013316,U0000560,20241014,10.14,USD,Card,Completed,0.0,0
P00006015,U0000560,20250430,30.17,USD,Card,Completed,0.0,0
P00012320,U0000561,20190228,30.28,EUR,Bank Transfer,Completed,0.0,1
P00010224,U0000561,20190609,21.89,USD,Bank Transfer,Completed,3.91,0
P00015583,U0000561,20191229,10.94,EUR,Card,Pending,2.48,0
P00005792,U0000561,20200224,9.18,EUR,Crypto,Completed,2.45,0
P00016780,U0000561,20210228,9.47,EUR,E-Wallet,Completed,0.0,0
P00013599,U0000561,20221219,49.18,EUR,Card,Completed,0.0,0
P00003252,U0000561,20230906,28.57,EUR,Bank Transfer,Completed,0.0,0
P00015465,U0000561,20240229,9.62,USD,Crypto,Completed,1.18,0
P00009139,U0000562,20190616,20.61,EUR,Bank Transfer,Completed,0.0,1
P00017211,U0000562,20220625,20.98,USD,E-Wallet,Completed,8.28,0
P00012011,U0000562,20251118,18.05,USD,Card,Completed,0.0,0
P00000443,U0000563,20200531,48.22,USD,Bank Transfer,Completed,0.0,1
P00008679,U0000563,20230927,93.05,GBP,Card,Completed,0.0,0
P00000053,U0000563,20240126,9.16,GBP,E-Wallet,Completed,0.0,0
P00016634,U0000563,20240214,53.28,GBP,Crypto,Completed,0.0,0
P00004589,U0000563,20240705,48.29,USD,Bank Transfer,Completed,0.0,0
P00003528,U0000563,20250117,9.11,GBP,Card,Completed,0.95,0
P00015976,U0000563,20251220,32.23,GBP,E-Wallet,Completed,9.21,0
P00000276,U0000564,20190125,18.22,GBP,Crypto,Completed,0.0,1
P00000202,U0000564,20190617,21.0,GBP,Bank Transfer,Completed,0.0,0
P00014619,U0000564,20230912,106.96,USD,Card,Completed,11.23,0
P00006888,U0000564,20241022,10.76,GBP,Card,Completed,0.0,0
P00010850,U0000565,20190509,214.59,EUR,Crypto,Completed,0.0,1
P00007160,U0000565,20190903,19.55,GBP,Bank Transfer,Completed,3.65,0
P00011074,U0000565,20200208,9.32,USD,E-Wallet,Completed,0.0,0
P00017699,U0000566,20190527,9.89,GBP,Crypto,Completed,0.0,1
P00015286,U0000566,20190727,21.05,USD,Card,Completed,0.0,0
P00014468,U0000566,20201225,19.06,EUR,Crypto,Completed,7.67,0
P00009057,U0000566,20220227,32.95,USD,Card,Completed,13.62,0
P00008154,U0000566,20220516,96.23,USD,Card,Completed,0.0,0
P00017150,U0000566,20230221,101.99,GBP,Card,Completed,43.63,0
P00006234,U0000567,20200224,106.08,GBP,E-Wallet,Completed,34.79,1
P00012419,U0000567,20220202,19.06,GBP,Crypto,Completed,0.0,0
P00009657,U0000567,20220616,31.48,GBP,Card,Pending,0.0,0
P00009464,U0000567,20220628,32.1,GBP,Bank Transfer,Completed,0.0,0
P00001590,U0000567,20230304,10.21,EUR,E-Wallet,Completed,2.99,0
P00014197,U0000568,20190206,9.34,GBP,Card,Completed,0.0,1
P00013199,U0000568,20190401,21.09,GBP,Bank Transfer,Completed,0.0,0
P00006147,U0000568,20190529,18.64,USD,Crypto,Completed,8.82,0
P00013409,U0000568,20220319,10.04,EUR,Card,Completed,0.0,0
P00014071,U0000568,20250811,9.64,GBP,E-Wallet,Completed,0.0,0
P00017388,U0000568,20251110,9.69,EUR,E-Wallet,Completed,2.3,0
P00014240,U0000569,20190719,48.9,EUR,E-Wallet,Completed,0.0,1
P00005928,U0000569,20210316,9.75,USD,Card,Completed,0.0,0
P00008027,U0000569,20221217,54.11,EUR,E-Wallet,Completed,0.0,0
P00013928,U0000569,20251003,29.79,USD,Bank Transfer,Completed,0.0,0
P00002354,U0000570,20201016,10.62,GBP,Card,Completed,0.0,1
P00010144,U0000570,20210315,18.15,EUR,Card,Completed,0.0,0
P00000501,U0000570,20210426,10.81,EUR,Bank Transfer,Failed,0.0,0
P00016062,U0000570,20211108,46.12,EUR,E-Wallet,Completed,0.0,0
P00002399,U0000570,20220916,21.88,GBP,Bank Transfer,Completed,10.38,0
P00004026,U0000571,20201019,53.07,GBP,Bank Transfer,Completed,7.05,1
P00016332,U0000571,20201106,9.73,EUR,E-Wallet,Completed,0.0,0
P00006758,U0000571,20210501,30.95,EUR,Crypto,Completed,13.37,0
P00017353,U0000571,20240907,10.37,EUR,Card,Completed,0.0,0
P00008940,U0000572,20210918,91.49,EUR,Card,Completed,22.88,1
P00002307,U0000572,20240209,45.25,GBP,Card,Completed,0.0,0
P00003470,U0000572,20250512,50.71,GBP,Crypto,Completed,0.0,0
P00012770,U0000573,20191222,9.45,EUR,E-Wallet,Completed,0.0,1
P00006712,U0000573,20200823,51.21,EUR,Crypto,Completed,0.0,0
P00010186,U0000573,20221028,212.11,USD,E-Wallet,Pending,0.0,0
P00007397,U0000573,20250625,51.81,GBP,Crypto,Completed,0.0,0
P00003990,U0000573,20251015,20.89,USD,Bank Transfer,Completed,0.0,0
P00010454,U0000574,20220730,9.24,USD,Crypto,Completed,3.31,1
P00009531,U0000574,20220731,21.47,EUR,Bank Transfer,Completed,2.42,0
P00009347,U0000574,20230526,19.35,EUR,E-Wallet,Failed,7.39,0
P00016655,U0000574,20241226,31.58,EUR,Crypto,Completed,4.59,0
P00004619,U0000574,20250616,30.9,USD,E-Wallet,Completed,0.0,0
P00007533,U0000575,20190811,50.3,EUR,Crypto,Completed,0.0,1
P00000557,U0000575,20200110,19.99,USD,Bank Transfer,Completed,0.0,0
P00007777,U0000575,20200416,27.12,GBP,Crypto,Completed,0.0,0
P00001449,U0000575,20210604,108.37,EUR,E-Wallet,Completed,0.0,0
P00017466,U0000575,20210724,19.91,USD,E-Wallet,Completed,4.69,0
P00013827,U0000575,20211125,45.87,USD,Crypto,Completed,0.0,0
P00002858,U0000575,20230310,99.47,GBP,Bank Transfer,Completed,33.12,0
P00004147,U0000575,20230802,190.85,GBP,E-Wallet,Failed,26.94,0
P00016253,U0000575,20230908,199.76,USD,E-Wallet,Completed,0.0,0
P00001606,U0000575,20240929,9.87,EUR,Crypto,Completed,0.0,0
P00010453,U0000575,20250119,29.4,GBP,E-Wallet,Completed,8.91,0
P00002732,U0000576,20190101,10.44,GBP,E-Wallet,Completed,4.65,1
P00004692,U0000576,20241125,29.57,EUR,Crypto,Completed,5.12,0
P00014226,U0000577,20241012,19.08,USD,Bank Transfer,Completed,0.0,1
