spin_id,session_id,user_id,channel_id,game_id,spin_ts,spin_date_id,stake_amount,payout_amount,profit_amount
SP000026800,S000006727,U0001284,1,G000094,2021-07-07 23:04:30,20210707,131.67,60.39,71.28
SP000026801,S000006727,U0001284,1,G000094,2021-07-07 22:59:27,20210707,69.1,109.32,-40.22
SP000026802,S000006727,U0001284,1,G000094,2021-07-07 22:57:53,20210707,117.46,52.96,64.5
SP000026803,S000006727,U0001284,1,G000094,2021-07-07 23:03:55,20210707,101.65,99.17,2.48
SP000026804,S000006728,U0002300,3,G000081,2025-07-15 12:07:00,20250715,290.22,585.46,-295.24
SP000026805,S000006731,U0000507,1,G000092,2021-06-27 08:37:13,20210627,742.52,97.04,645.48
SP000026806,S000006731,U0000507,1,G000101,2021-06-27 08:40:48,20210627,596.17,1337.02,-740.85
SP000026807,S000006732,U0000276,1,G000088,2021-01-17 13:23:40,20210117,103.65,46.59,57.06
SP000026808,S000006733,U0001413,1,G000115,2020-01-13 18:05:36,20200113,34.1,14.76,19.34
SP000026809,S000006733,U0001413,1,G000034,2020-01-13 18:06:08,20200113,86.15,81.81,4.34
SP000026810,S000006734,U0003815,1,G000042,2025-08-22 06:31:04,20250822,2181.09,979.08,1202.01
SP000026811,S000006734,U0003815,1,G000074,2025-08-22 06:39:01,20250822,2996.47,2035.78,960.69
SP000026812,S000006734,U0003815,1,G000001,2025-08-22 06:36:44,20250822,1647.01,21.58,1625.43
SP000026813,S000006734,U0003815,1,G000042,2025-08-22 06:34:12,20250822,1855.66,1471.72,383.94
SP000026814,S000006735,U0001524,1,G000051,2024-07-25 10:45:10,20240725,303.67,117.75,185.92
SP000026815,S000006735,U0001524,1,G000039,2024-07-25 10:46:47,20240725,341.64,563.65,-222.01
SP000026816,S000006735,U0001524,1,G000062,2024-07-25 10:46:44,20240725,431.47,24.3,407.17
SP000026817,S000006735,U0001524,1,G000039,2024-07-25 10:45:15,20240725,320.8,60.08,260.72
SP000026818,S000006735,U0001524,1,G000039,2024-07-25 10:45:38,20240725,565.45,807.6,-242.15
SP000026819,S000006735,U0001524,1,G000039,2024-07-25 10:46:06,20240725,796.1,23.42,772.68
SP000026820,S000006735,U0001524,1,G000039,2024-07-25 10:46:58,20240725,715.78,290.41,425.37
SP000026821,S000006735,U0001524,1,G000039,2024-07-25 10:46:06,20240725,448.89,662.72,-213.83
SP000026822,S000006735,U0001524,1,G000039,2024-07-25 10:45:14,20240725,386.44,514.12,-127.68
SP000026823,S000006735,U0001524,1,G000113,2024-07-25 10:44:08,20240725,349.01,74.09,274.92
SP000026824,S000006735,U0001524,1,G000039,2024-07-25 10:47:28,20240725,370.29,44.62,325.67
SP000026825,S000006735,U0001524,1,G000039,2024-07-25 10:48:24,20240725,254.72,105.01,149.71
SP000026826,S000006735,U0001524,1,G000039,2024-07-25 10:44:10,20240725,267.66,1074.12,-806.46
SP000026827,S000006737,U0001602,1,G000006,2023-05-26 10:23:02,20230526,360.66,273.41,87.25
SP000026828,S000006737,U0001602,1,G000031,2023-05-26 10:30:32,20230526,284.99,120.07,164.92
SP000026829,S000006737,U0001602,1,G000031,2023-05-26 10:26:33,20230526,352.13,474.56,-122.43
SP000026830,S000006737,U0001602,1,G000031,2023-05-26 10:25:00,20230526,625.36,302.12,323.24
SP000026831,S000006737,U0001602,1,G000031,2023-05-26 10:23:12,20230526,597.5,25.7,571.8
SP000026832,S000006737,U0001602,1,G000031,2023-05-26 10:23:54,20230526,299.74,637.66,-337.92
SP000026833,S000006737,U0001602,1,G000031,2023-05-26 10:26:32,20230526,934.5,93.62,840.88
SP000026834,S000006737,U0001602,1,G000031,2023-05-26 10:20:56,20230526,522.31,433.87,88.44
SP000026835,S000006739,U0002156,3,G000049,2024-02-14 15:39:27,20240214,75.53,35.7,39.83
SP000026836,S000006739,U0002156,3,G000076,2024-02-14 15:35:12,20240214,81.18,0.34,80.84
SP000026837,S000006739,U0002156,3,G000049,2024-02-14 15:35:40,20240214,63.37,15.31,48.06
SP000026838,S000006739,U0002156,3,G000038,2024-02-14 15:31:29,20240214,25.65,63.49,-37.84
SP000026839,S000006740,U0001188,1,G000006,2023-02-17 05:48:26,20230217,70.75,41.74,29.01
SP000026840,S000006740,U0001188,1,G000006,2023-02-17 05:47:43,20230217,66.02,130.83,-64.81
SP000026841,S000006740,U0001188,1,G000058,2023-02-17 05:46:28,20230217,27.56,22.25,5.31
SP000026842,S000006740,U0001188,1,G000006,2023-02-17 05:46:19,20230217,31.77,60.01,-28.24
SP000026843,S000006740,U0001188,1,G000006,2023-02-17 05:45:47,20230217,72.99,45.83,27.16
SP000026844,S000006741,U0000396,1,G000058,2021-06-17 15:05:19,20210617,89.98,66.1,23.88
SP000026845,S000006741,U0000396,1,G000042,2021-06-17 15:12:46,20210617,107.47,275.54,-168.07
SP000026846,S000006741,U0000396,1,G000048,2021-06-17 14:58:25,20210617,63.16,21.15,42.01
SP000026847,S000006741,U0000396,1,G000042,2021-06-17 15:07:15,20210617,84.77,26.1,58.67
SP000026848,S000006741,U0000396,1,G000042,2021-06-17 15:09:33,20210617,141.12,242.12,-101.0
SP000026849,S000006741,U0000396,1,G000042,2021-06-17 15:04:57,20210617,109.94,72.82,37.12
SP000026850,S000006741,U0000396,1,G000042,2021-06-17 15:19:50,20210617,61.53,24.01,37.52
SP000026851,S000006742,U0001232,1,G000062,2023-10-22 06:11:27,20231022,121.67,95.67,26.0
SP000026852,S000006742,U0001232,1,G000037,2023-10-22 06:10:45,20231022,246.61,594.41,-347.8
SP000026853,S000006742,U0001232,1,G000037,2023-10-22 06:11:15,20231022,241.82,89.05,152.77
SP000026854,S000006742,U0001232,1,G000037,2023-10-22 06:08:08,20231022,238.1,674.03,-435.93
SP000026855,S000006743,U0002324,1,G000050,2020-06-28 04:19:42,20200628,439.81,641.98,-202.17
SP000026856,S000006743,U0002324,1,G000050,2020-06-28 04:21:41,20200628,260.36,235.55,24.81
SP000026857,S000006743,U0002324,1,G000050,2020-06-28 04:10:08,20200628,422.36,1.83,420.53
SP000026858,S000006743,U0002324,1,G000050,2020-06-28 04:03:31,20200628,324.45,177.19,147.26
SP000026859,S000006743,U0002324,1,G000050,2020-06-28 03:47:01,20200628,397.02,250.91,146.11
SP000026860,S000006743,U0002324,1,G000050,2020-06-28 03:47:40,20200628,818.49,966.24,-147.75
SP000026861,S000006743,U0002324,1,G000062,2020-06-28 04:08:12,20200628,496.44,257.44,239.0
SP000026862,S000006744,U0000136,1,G000084,2020-05-23 22:46:08,20200523,70.83,24.44,46.39
SP000026863,S000006744,U0000136,1,G000084,2020-05-23 22:47:32,20200523,76.36,119.86,-43.5
SP000026864,S000006744,U0000136,1,G000046,2020-05-23 22:26:49,20200523,62.14,145.17,-83.03
SP000026865,S000006745,U0003337,1,G000023,2019-06-23 07:28:06,20190623,140.52,68.45,72.07
SP000026866,S000006745,U0003337,1,G000116,2019-06-23 07:26:47,20190623,95.06,71.59,23.47
SP000026867,S000006745,U0003337,1,G000116,2019-06-23 07:26:03,20190623,80.84,122.41,-41.57
SP000026868,S000006745,U0003337,1,G000116,2019-06-23 07:27:25,20190623,126.91,0.72,126.19
SP000026869,S000006746,U0001092,1,G000071,2022-04-13 02:11:17,20220413,1166.25,184.29,981.96
SP000026870,S000006747,U0000091,1,G000014,2025-05-06 03:47:22,20250506,55.0,124.27,-69.27
SP000026871,S000006748,U0001432,1,G000049,2021-01-20 10:00:31,20210120,38.16,56.15,-17.99
SP000026872,S000006748,U0001432,1,G000036,2021-01-20 11:12:29,20210120,53.75,57.49,-3.74
SP000026873,S000006748,U0001432,1,G000049,2021-01-20 10:10:30,20210120,66.56,34.14,32.42
SP000026874,S000006748,U0001432,1,G000049,2021-01-20 11:21:16,20210120,25.61,24.08,1.53
SP000026875,S000006748,U0001432,1,G000049,2021-01-20 09:45:42,20210120,30.08,3.14,26.94
SP000026876,S000006748,U0001432,1,G000049,2021-01-20 10:46:36,20210120,42.38,24.52,17.86
SP000026877,S000006749,U0003041,1,G000044,2025-04-03 22:20:16,20250403,940.11,417.61,522.5
SP000026878,S000006749,U0003041,1,G000044,2025-04-03 22:24:22,20250403,472.63,303.77,168.86
SP000026879,S000006749,U0003041,1,G000116,2025-04-03 22:26:21,20250403,982.66,317.57,665.09
SP000026880,S000006749,U0003041,1,G000044,2025-04-03 22:27:16,20250403,946.85,675.09,271.76
SP000026881,S000006750,U0000898,1,G000050,2022-12-24 12:29:20,20221224,398.1,158.95,239.15
SP000026882,S000006751,U0000368,1,G000048,2022-01-30 18:03:19,20220130,102.08,79.11,22.97
SP000026883,S000006751,U0000368,1,G000048,2022-01-30 18:04:47,20220130,121.01,69.92,51.09
SP000026884,S000006751,U0000368,1,G000048,2022-01-30 17:57:38,20220130,82.28,10.68,71.6
SP000026885,S000006752,U0002174,1,G000081,2020-11-12 00:40:00,20201112,112.06,76.05,36.01
SP000026886,S000006752,U0002174,1,G000081,2020-11-12 00:43:44,20201112,101.49,97.9,3.59
SP000026887,S000006752,U0002174,1,G000081,2020-11-12 00:41:59,20201112,87.65,15.61,72.04
SP000026888,S000006752,U0002174,1,G000081,2020-11-12 00:45:05,20201112,116.83,62.25,54.58
SP000026889,S000006752,U0002174,1,G000081,2020-11-12 00:39:11,20201112,165.56,44.04,121.52
SP000026890,S000006752,U0002174,1,G000081,2020-11-12 00:48:13,20201112,88.31,96.01,-7.7
SP000026891,S000006752,U0002174,1,G000081,2020-11-12 00:48:19,20201112,133.31,397.75,-264.44
SP000026892,S000006752,U0002174,1,G000081,2020-11-12 00:47:33,20201112,80.66,181.23,-100.57
SP000026893,S000006753,U0001522,3,G000098,2019-11-19 13:10:16,20191119,153.43,229.73,-76.3
SP000026894,S000006753,U0001522,3,G000098,2019-11-19 13:12:37,20191119,183.99,38.0,145.99
SP000026895,S000006753,U0001522,3,G000098,2019-11-19 13:14:23,20191119,256.98,533.74,-276.76
SP000026896,S000006753,U0001522,3,G000098,2019-11-19 13:11:29,20191119,336.86,253.11,83.75
SP000026897,S000006753,U0001522,3,G000098,2019-11-19 13:14:47,20191119,226.99,246.61,-19.62
SP000026898,S000006754,U0000313,1,G000061,2019-11-10 22:54:45,20191110,77.56,4.76,72.8
SP000026899,S000006754,U0000313,1,G000061,2019-11-10 23:00:26,20191110,33.1,27.53,5.57
SP000026900,S000006755,U0001628,3,G000020,2021-01-30 22:39:15,20210130,48.55,108.24,-59.69
SP000026901,S000006755,U0001628,3,G000110,2021-01-30 22:29:44,20210130,50.5,2.73,47.77
SP000026902,S000006756,U0001033,3,G000007,2025-08-12 06:25:18,20250812,513.66,1209.61,-695.95
SP000026903,S000006756,U0001033,3,G000007,2025-08-12 06:28:00,20250812,348.66,516.6,-167.94
SP000026904,S000006757,U0000713,3,G000103,2021-05-05 10:14:13,20210505,156.56,106.16,50.4
SP000026905,S000006757,U0000713,3,G000103,2021-05-05 10:34:31,20210505,207.82,688.35,-480.53
SP000026906,S000006759,U0003974,1,G000041,2024-03-11 23:46:36,20240311,161.58,31.18,130.4
SP000026907,S000006759,U0003974,1,G000092,2024-03-11 23:36:32,20240311,96.32,8.63,87.69
SP000026908,S000006759,U0003974,1,G000022,2024-03-11 23:35:53,20240311,142.73,181.97,-39.24
SP000026909,S000006759,U0003974,1,G000041,2024-03-11 23:36:47,20240311,221.47,66.81,154.66
SP000026910,S000006759,U0003974,1,G000056,2024-03-11 23:29:21,20240311,129.44,307.46,-178.02
SP000026911,S000006759,U0003974,1,G000041,2024-03-11 23:39:36,20240311,84.08,91.87,-7.79
SP000026912,S000006759,U0003974,1,G000041,2024-03-11 23:32:20,20240311,101.89,52.49,49.4
SP000026913,S000006760,U0003242,1,G000057,2022-02-02 14:49:07,20220202,191.86,65.88,125.98
SP000026914,S000006760,U0003242,1,G000057,2022-02-02 14:49:24,20220202,132.49,260.72,-128.23
SP000026915,S000006760,U0003242,1,G000025,2022-02-02 14:52:16,20220202,103.49,80.48,23.01
SP000026916,S000006760,U0003242,1,G000075,2022-02-02 14:43:21,20220202,98.81,105.68,-6.87
SP000026917,S000006760,U0003242,1,G000057,2022-02-02 14:49:06,20220202,146.08,66.01,80.07
SP000026918,S000006760,U0003242,1,G000057,2022-02-02 14:44:00,20220202,64.85,9.86,54.99
SP000026919,S000006760,U0003242,1,G000072,2022-02-02 14:46:59,20220202,165.49,11.79,153.7
SP000026920,S000006760,U0003242,1,G000057,2022-02-02 14:43:38,20220202,136.95,52.86,84.09
SP000026921,S000006760,U0003242,1,G000099,2022-02-02 14:50:57,20220202,127.48,156.54,-29.06
SP000026922,S000006760,U0003242,1,G000057,2022-02-02 14:50:47,20220202,91.74,135.77,-44.03
SP000026923,S000006760,U0003242,1,G000033,2022-02-02 14:52:37,20220202,147.82,74.77,73.05
SP000026924,S000006762,U0001626,1,G000034,2025-05-27 14:21:26,20250527,135.54,154.12,-18.58
SP000026925,S000006762,U0001626,1,G000034,2025-05-27 14:18:48,20250527,96.76,169.27,-72.51
SP000026926,S000006763,U0003370,3,G000049,2021-09-27 15:14:08,20210927,216.68,69.15,147.53
SP000026927,S000006763,U0003370,3,G000049,2021-09-27 15:21:14,20210927,165.62,453.58,-287.96
SP000026928,S000006763,U0003370,3,G000103,2021-09-27 15:18:17,20210927,345.55,85.09,260.46
SP000026929,S000006765,U0000877,3,G000039,2019-09-29 06:58:43,20190929,693.4,98.04,595.36
SP000026930,S000006766,U0003842,1,G000059,2020-01-09 22:58:31,20200109,38.56,1.95,36.61
SP000026931,S000006766,U0003842,1,G000001,2020-01-09 23:03:15,20200109,23.32,23.29,0.03
SP000026932,S000006766,U0003842,1,G000001,2020-01-09 22:49:36,20200109,17.2,0.67,16.53
SP000026933,S000006766,U0003842,1,G000047,2020-01-09 23:02:31,20200109,34.85,52.32,-17.47
SP000026934,S000006766,U0003842,1,G000039,2020-01-09 22:56:12,20200109,44.74,31.48,13.26
SP000026935,S000006767,U0003008,1,G000083,2024-11-19 00:37:54,20241119,17.71,19.67,-1.96
SP000026936,S000006767,U0003008,1,G000035,2024-11-19 00:29:42,20241119,19.41,1.3,18.11
SP000026937,S000006767,U0003008,1,G000035,2024-11-19 00:54:57,20241119,21.69,26.86,-5.17
SP000026938,S000006767,U0003008,1,G000035,2024-11-19 00:51:12,20241119,10.04,4.39,5.65
SP000026939,S000006768,U0001590,4,G000022,2020-04-01 19:40:10,20200401,131.41,159.66,-28.25
SP000026940,S000006768,U0001590,4,G000022,2020-04-01 19:46:30,20200401,144.12,101.99,42.13
SP000026941,S000006768,U0001590,4,G000022,2020-04-01 19:46:46,20200401,72.87,48.05,24.82
SP000026942,S000006769,U0003162,3,G000016,2020-12-03 17:09:27,20201203,82.58,71.67,10.91
SP000026943,S000006769,U0003162,3,G000014,2020-12-03 17:15:33,20201203,236.13,634.35,-398.22
SP000026944,S000006769,U0003162,3,G000016,2020-12-03 17:11:16,20201203,193.91,290.5,-96.59
SP000026945,S000006769,U0003162,3,G000016,2020-12-03 17:29:22,20201203,181.45,198.95,-17.5
SP000026946,S000006770,U0003163,1,G000015,2021-01-16 01:06:27,20210116,425.49,91.6,333.89
SP000026947,S000006770,U0003163,1,G000015,2021-01-16 01:03:28,20210116,307.07,339.65,-32.58
SP000026948,S000006770,U0003163,1,G000048,2021-01-16 01:07:15,20210116,391.34,557.89,-166.55
SP000026949,S000006772,U0000705,1,G000004,2019-06-04 11:49:38,20190604,80.17,75.37,4.8
SP000026950,S000006772,U0000705,1,G000004,2019-06-04 12:00:22,20190604,118.04,182.3,-64.26
SP000026951,S000006773,U0002064,1,G000104,2019-11-06 06:00:10,20191106,1459.28,2006.83,-547.55
SP000026952,S000006773,U0002064,1,G000104,2019-11-06 06:04:25,20191106,818.66,265.1,553.56
SP000026953,S000006773,U0002064,1,G000104,2019-11-06 06:02:09,20191106,848.92,489.71,359.21
SP000026954,S000006773,U0002064,1,G000104,2019-11-06 06:02:43,20191106,431.01,95.5,335.51
SP000026955,S000006773,U0002064,1,G000108,2019-11-06 06:04:03,20191106,669.47,2359.13,-1689.66
SP000026956,S000006774,U0001244,1,G000110,2022-04-05 20:01:46,20220405,28.8,29.76,-0.96
SP000026957,S000006774,U0001244,1,G000030,2022-04-05 19:51:44,20220405,9.52,45.34,-35.82
SP000026958,S000006774,U0001244,1,G000006,2022-04-05 19:33:09,20220405,16.82,24.47,-7.65
SP000026959,S000006775,U0003022,1,G000045,2019-10-03 22:56:05,20191003,86.59,33.53,53.06
SP000026960,S000006775,U0003022,1,G000045,2019-10-03 23:06:31,20191003,76.14,156.55,-80.41
SP000026961,S000006775,U0003022,1,G000045,2019-10-03 22:59:30,20191003,81.29,25.85,55.44
SP000026962,S000006775,U0003022,1,G000045,2019-10-03 23:01:06,20191003,81.47,272.17,-190.7
SP000026963,S000006775,U0003022,1,G000045,2019-10-03 23:17:55,20191003,105.64,178.61,-72.97
SP000026964,S000006775,U0003022,1,G000045,2019-10-03 22:57:00,20191003,97.58,22.35,75.23
SP000026965,S000006775,U0003022,1,G000020,2019-10-03 23:09:50,20191003,109.5,91.83,17.67
SP000026966,S000006776,U0001706,1,G000056,2019-07-17 20:27:07,20190717,31.01,34.46,-3.45
SP000026967,S000006776,U0001706,1,G000049,2019-07-17 20:21:14,20190717,13.72,0.03,13.69
SP000026968,S000006776,U0001706,1,G000056,2019-07-17 20:07:50,20190717,24.16,2.68,21.48
SP000026969,S000006776,U0001706,1,G000056,2019-07-17 20:35:10,20190717,7.67,5.42,2.25
SP000026970,S000006778,U0000143,4,G000070,2024-07-14 02:14:21,20240714,21.36,15.85,5.51
SP000026971,S000006778,U0000143,4,G000102,2024-07-14 02:26:44,20240714,62.78,84.52,-21.74
SP000026972,S000006778,U0000143,4,G000066,2024-07-14 02:21:55,20240714,79.51,1.37,78.14
SP000026973,S000006778,U0000143,4,G000102,2024-07-14 02:20:05,20240714,36.8,42.85,-6.05
SP000026974,S000006778,U0000143,4,G000058,2024-07-14 02:16:29,20240714,35.52,37.02,-1.5
SP000026975,S000006778,U0000143,4,G000102,2024-07-14 02:15:08,20240714,50.86,22.76,28.1
SP000026976,S000006779,U0001142,1,G000091,2021-03-31 00:33:53,20210331,150.9,376.78,-225.88
SP000026977,S000006779,U0001142,1,G000091,2021-03-31 00:32:49,20210331,80.54,3.36,77.18
SP000026978,S000006779,U0001142,1,G000091,2021-03-31 00:33:13,20210331,108.85,73.84,35.01
SP000026979,S000006779,U0001142,1,G000091,2021-03-31 00:38:14,20210331,84.35,19.51,64.84
SP000026980,S000006779,U0001142,1,G000091,2021-03-31 00:36:31,20210331,207.59,192.44,15.15
SP000026981,S000006779,U0001142,1,G000091,2021-03-31 00:32:01,20210331,103.57,0.59,102.98
SP000026982,S000006779,U0001142,1,G000091,2021-03-31 00:32:44,20210331,96.35,68.2,28.15
SP000026983,S000006780,U0000873,1,G000080,2024-06-26 07:17:33,20240626,61.38,24.11,37.27
SP000026984,S000006780,U0000873,1,G000003,2024-06-26 07:13:45,20240626,141.08,46.67,94.41
SP000026985,S000006780,U0000873,1,G000003,2024-06-26 07:12:38,20240626,186.88,51.64,135.24
SP000026986,S000006781,U0001335,1,G000112,2025-02-13 07:32:00,20250213,699.58,524.52,175.06
SP000026987,S000006781,U0001335,1,G000112,2025-02-13 07:26:13,20250213,641.79,413.82,227.97
SP000026988,S000006781,U0001335,1,G000112,2025-02-13 07:40:29,20250213,1508.93,50.21,1458.72
SP000026989,S000006782,U0003376,2,G000085,2024-06-01 07:55:11,20240601,292.63,41.76,250.87
SP000026990,S000006782,U0003376,2,G000068,2024-06-01 08:05:45,20240601,494.83,14.08,480.75
SP000026991,S000006782,U0003376,2,G000085,2024-06-01 07:58:08,20240601,681.01,691.09,-10.08
SP000026992,S000006782,U0003376,2,G000085,2024-06-01 07:54:43,20240601,507.6,200.74,306.86
SP000026993,S000006782,U0003376,2,G000085,2024-06-01 08:05:37,20240601,541.19,655.2,-114.01
SP000026994,S000006782,U0003376,2,G000085,2024-06-01 08:06:24,20240601,529.43,441.03,88.4
SP000026995,S000006783,U0003155,1,G000094,2019-09-12 17:56:21,20190912,390.46,94.43,296.03
SP000026996,S000006784,U0003241,1,G000049,2023-06-12 00:31:05,20230612,65.9,298.64,-232.74
SP000026997,S000006784,U0003241,1,G000070,2023-06-12 00:21:16,20230612,65.58,49.65,15.93
SP000026998,S000006784,U0003241,1,G000096,2023-06-12 00:12:59,20230612,95.05,75.32,19.73
SP000026999,S000006784,U0003241,1,G000070,2023-06-12 00:19:09,20230612,65.52,9.31,56.21
SP000027000,S000006784,U0003241,1,G000070,2023-06-12 00:27:46,20230612,32.12,26.37,5.75
SP000027001,S000006784,U0003241,1,G000070,2023-06-12 00:09:20,20230612,38.78,22.82,15.96
SP000027002,S000006784,U0003241,1,G000070,2023-06-12 00:14:18,20230612,30.3,15.12,15.18
SP000027003,S000006784,U0003241,1,G000066,2023-06-12 00:11:21,20230612,40.26,40.37,-0.11
SP000027004,S000006784,U0003241,1,G000070,2023-06-12 00:11:53,20230612,33.08,3.76,29.32
SP000027005,S000006785,U0001091,3,G000055,2019-03-24 19:25:10,20190324,1059.96,245.06,814.9
SP000027006,S000006785,U0001091,3,G000055,2019-03-24 19:27:24,20190324,1069.55,2346.04,-1276.49
SP000027007,S000006785,U0001091,3,G000055,2019-03-24 19:24:41,20190324,1735.02,776.13,958.89
SP000027008,S000006785,U0001091,3,G000055,2019-03-24 19:24:07,20190324,759.4,162.72,596.68
SP000027009,S000006785,U0001091,3,G000055,2019-03-24 19:28:33,20190324,729.94,1167.67,-437.73
SP000027010,S000006785,U0001091,3,G000055,2019-03-24 19:26:19,20190324,883.82,119.03,764.79
SP000027011,S000006785,U0001091,3,G000008,2019-03-24 19:21:13,20190324,1114.76,2593.34,-1478.58
SP000027012,S000006785,U0001091,3,G000055,2019-03-24 19:23:37,20190324,991.32,196.38,794.94
SP000027013,S000006787,U0003964,1,G000064,2020-09-08 21:01:57,20200908,20.49,6.48,14.01
SP000027014,S000006787,U0003964,1,G000045,2020-09-08 21:35:00,20200908,16.79,12.88,3.91
SP000027015,S000006787,U0003964,1,G000045,2020-09-08 21:07:43,20200908,9.85,3.04,6.81
SP000027016,S000006787,U0003964,1,G000072,2020-09-08 21:24:19,20200908,15.84,5.18,10.66
SP000027017,S000006787,U0003964,1,G000045,2020-09-08 21:10:02,20200908,20.89,6.24,14.65
SP000027018,S000006787,U0003964,1,G000045,2020-09-08 21:21:28,20200908,16.11,6.68,9.43
SP000027019,S000006788,U0000990,1,G000092,2020-10-21 23:08:07,20201021,109.36,65.82,43.54
SP000027020,S000006788,U0000990,1,G000120,2020-10-21 22:55:23,20201021,172.81,10.11,162.7
SP000027021,S000006788,U0000990,1,G000094,2020-10-21 23:08:24,20201021,106.96,69.09,37.87
SP000027022,S000006788,U0000990,1,G000094,2020-10-21 23:00:09,20201021,100.62,4.46,96.16
SP000027023,S000006788,U0000990,1,G000094,2020-10-21 22:59:46,20201021,134.41,141.32,-6.91
SP000027024,S000006788,U0000990,1,G000094,2020-10-21 23:03:46,20201021,98.17,55.19,42.98
SP000027025,S000006788,U0000990,1,G000094,2020-10-21 23:03:10,20201021,122.66,43.79,78.87
SP000027026,S000006788,U0000990,1,G000094,2020-10-21 23:02:48,20201021,62.37,16.6,45.77
SP000027027,S000006788,U0000990,1,G000094,2020-10-21 22:57:41,20201021,54.1,63.18,-9.08
SP000027028,S000006788,U0000990,1,G000094,2020-10-21 22:59:09,20201021,120.83,119.6,1.23
SP000027029,S000006788,U0000990,1,G000110,2020-10-21 23:07:56,20201021,57.51,17.79,39.72
SP000027030,S000006789,U0003059,1,G000075,2020-12-19 01:59:49,20201219,51.25,32.21,19.04
SP000027031,S000006789,U0003059,1,G000075,2020-12-19 02:02:45,20201219,75.48,41.7,33.78
SP000027032,S000006789,U0003059,1,G000057,2020-12-19 02:08:11,20201219,35.26,27.68,7.58
SP000027033,S000006791,U0000520,1,G000036,2021-11-20 23:03:07,20211120,206.6,223.71,-17.11
SP000027034,S000006791,U0000520,1,G000007,2021-11-20 23:01:59,20211120,182.58,118.28,64.3
SP000027035,S000006791,U0000520,1,G000036,2021-11-20 23:00:31,20211120,160.34,1.16,159.18
SP000027036,S000006792,U0000819,3,G000107,2022-04-16 18:22:42,20220416,203.87,99.06,104.81
SP000027037,S000006792,U0000819,3,G000092,2022-04-16 18:24:25,20220416,314.58,4.86,309.72
SP000027038,S000006792,U0000819,3,G000038,2022-04-16 18:26:43,20220416,259.34,165.88,93.46
SP000027039,S000006792,U0000819,3,G000107,2022-04-16 18:25:24,20220416,144.14,56.22,87.92
SP000027040,S000006792,U0000819,3,G000107,2022-04-16 18:33:19,20220416,243.63,64.47,179.16
SP000027041,S000006792,U0000819,3,G000022,2022-04-16 18:31:41,20220416,86.35,156.81,-70.46
SP000027042,S000006792,U0000819,3,G000107,2022-04-16 18:24:47,20220416,227.97,179.5,48.47
SP000027043,S000006792,U0000819,3,G000107,2022-04-16 18:29:35,20220416,121.9,156.64,-34.74
SP000027044,S000006792,U0000819,3,G000107,2022-04-16 18:32:35,20220416,259.75,103.95,155.8
SP000027045,S000006792,U0000819,3,G000107,2022-04-16 18:34:45,20220416,404.61,484.17,-79.56
SP000027046,S000006793,U0000511,4,G000001,2019-06-10 09:44:10,20190610,8.56,39.49,-30.93
SP000027047,S000006794,U0000465,1,G000071,2022-11-19 22:36:50,20221119,109.26,90.5,18.76
SP000027048,S000006794,U0000465,1,G000071,2022-11-19 22:30:54,20221119,129.69,156.75,-27.06
SP000027049,S000006795,U0001896,1,G000109,2022-01-03 00:45:48,20220103,92.59,209.06,-116.47
SP000027050,S000006795,U0001896,1,G000109,2022-01-03 00:52:54,20220103,81.44,16.3,65.14
SP000027051,S000006796,U0002454,1,G000006,2023-02-28 03:09:39,20230228,611.0,1198.74,-587.74
SP000027052,S000006796,U0002454,1,G000051,2023-02-28 03:09:05,20230228,525.23,2043.26,-1518.03
SP000027053,S000006796,U0002454,1,G000006,2023-02-28 03:14:32,20230228,405.69,198.84,206.85
SP000027054,S000006796,U0002454,1,G000006,2023-02-28 03:11:32,20230228,613.5,551.3,62.2
SP000027055,S000006796,U0002454,1,G000006,2023-02-28 03:12:19,20230228,605.47,132.38,473.09
SP000027056,S000006796,U0002454,1,G000064,2023-02-28 03:08:28,20230228,428.04,7.9,420.14
SP000027057,S000006796,U0002454,1,G000006,2023-02-28 03:00:44,20230228,209.93,162.12,47.81
SP000027058,S000006796,U0002454,1,G000006,2023-02-28 03:13:22,20230228,410.33,541.11,-130.78
SP000027059,S000006796,U0002454,1,G000119,2023-02-28 03:04:14,20230228,745.29,121.65,623.64
SP000027060,S000006796,U0002454,1,G000006,2023-02-28 03:06:15,20230228,755.13,480.73,274.4
SP000027061,S000006797,U0003836,2,G000050,2020-04-24 13:01:55,20200424,276.26,372.9,-96.64
SP000027062,S000006797,U0003836,2,G000018,2020-04-24 12:57:32,20200424,248.13,89.0,159.13
SP000027063,S000006797,U0003836,2,G000018,2020-04-24 12:50:11,20200424,238.54,1297.45,-1058.91
SP000027064,S000006797,U0003836,2,G000018,2020-04-24 12:41:59,20200424,251.94,100.58,151.36
SP000027065,S000006798,U0000202,3,G000072,2022-04-08 13:15:12,20220408,141.84,355.49,-213.65
SP000027066,S000006798,U0000202,3,G000047,2022-04-08 13:10:22,20220408,211.98,400.52,-188.54
SP000027067,S000006798,U0000202,3,G000072,2022-04-08 13:10:16,20220408,247.62,148.4,99.22
SP000027068,S000006798,U0000202,3,G000009,2022-04-08 13:11:18,20220408,158.63,136.01,22.62
SP000027069,S000006798,U0000202,3,G000072,2022-04-08 13:07:59,20220408,241.47,154.09,87.38
SP000027070,S000006798,U0000202,3,G000072,2022-04-08 13:15:22,20220408,207.97,382.22,-174.25
