bonus_id,user_id,bonus_type_id,award_ts,award_date_id,bonus_amount,is_redeemed_flag,redeem_ts,redeem_date_id
BON00000867,U0000479,1,2021-06-03 12:00:00,20210603,20.0,1,2021-06-13 23:33:14,20210613.0
BON00000868,U0002779,1,2019-03-12 13:00:00,20190312,20.0,0,,
BON00000869,U0000107,2,2023-03-03 18:00:00,20230303,500.0,1,2023-03-06 19:00:55,20230306.0
BON00000870,U0000420,1,2025-07-07 21:00:00,20250707,100.0,0,,
BON00000871,U0003941,3,2020-04-04 20:00:00,20200404,200.0,1,2020-04-07 12:46:35,20200407.0
BON00000872,U0003905,4,2024-08-24 20:00:00,20240824,1000.0,1,2024-08-30 09:22:23,20240830.0
BON00000873,U0002844,2,2025-09-18 16:00:00,20250918,10000.0,0,,
BON00000874,U0002976,1,2022-01-22 19:00:00,20220122,100.0,1,2022-02-08 15:34:01,20220208.0
BON00000875,U0002964,3,2024-12-09 14:00:00,20241209,200.0,1,2024-12-09 17:09:11,20241209.0
BON00000876,U0002799,1,2024-12-01 12:00:00,20241201,100.0,1,2024-12-07 21:41:41,20241207.0
BON00000877,U0002338,2,2024-12-17 22:00:00,20241217,2000.0,0,,
BON00000878,U0003983,1,2020-12-05 11:00:00,20201205,200.0,0,,
BON00000879,U0001312,3,2021-12-04 04:00:00,20211204,200.0,0,,
BON00000880,U0002108,1,2020-03-22 08:00:00,20200322,200.0,1,2020-03-23 06:58:07,20200323.0
BON00000881,U0001021,3,2022-03-29 15:00:00,20220329,200.0,0,,
BON00000882,U0001955,3,2019-07-02 03:00:00,20190702,200.0,1,2019-07-07 02:18:42,20190707.0
BON00000883,U0002585,3,2021-11-11 01:00:00,20211111,2000.0,1,2021-11-16 08:39:40,20211116.0
BON00000884,U0001571,1,2022-06-09 07:00:00,20220609,20.0,1,2022-06-12 10:35:38,20220612.0
BON00000885,U0002229,2,2023-08-11 23:00:00,20230811,10000.0,0,,
BON00000886,U0001890,1,2022-09-15 07:00:00,20220915,200.0,1,2022-09-18 12:06:11,20220918.0
BON00000887,U0001714,4,2019-05-17 02:00:00,20190517,2000.0,1,2019-05-27 04:11:01,20190527.0
BON00000888,U0002892,1,2023-10-20 19:00:00,20231020,100.0,1,2023-10-27 11:19:00,20231027.0
BON00000889,U0001272,2,2021-02-22 09:00:00,20210222,5000.0,1,2021-02-28 22:36:59,20210228.0
BON00000890,U0001294,3,2022-09-18 11:00:00,20220918,2000.0,0,,
BON00000891,U0003826,1,2019-03-05 14:00:00,20190305,100.0,1,2019-03-16 14:30:32,20190316.0
BON00000892,U0003465,2,2023-04-05 13:00:00,20230405,500.0,1,2023-04-09 19:29:20,20230409.0
BON00000893,U0002431,3,2023-01-18 01:00:00,20230118,200.0,1,2023-02-04 06:55:17,20230204.0
BON00000894,U0003678,1,2024-07-11 19:00:00,20240711,200.0,1,2024-07-25 20:51:15,20240725.0
BON00000895,U0001560,3,2021-09-29 00:00:00,20210929,1000.0,1,2021-10-15 10:07:54,20211015.0
BON00000896,U0000838,2,2019-07-12 13:00:00,20190712,2000.0,1,2019-07-13 12:17:51,20190713.0
BON00000897,U0002276,1,2019-09-30 14:00:00,20190930,20.0,1,2019-10-19 21:35:35,20191019.0
BON00000898,U0001274,4,2022-10-29 06:00:00,20221029,1000.0,0,,
BON00000899,U0001596,2,2019-03-22 16:00:00,20190322,2000.0,1,2019-03-26 04:11:37,20190326.0
BON00000900,U0001967,1,2021-10-07 05:00:00,20211007,50.0,1,2021-10-10 23:54:55,20211010.0
BON00000901,U0001592,3,2019-03-04 19:00:00,20190304,200.0,1,2019-03-14 20:34:07,20190314.0
BON00000902,U0000761,1,2025-01-22 13:00:00,20250122,100.0,0,,
BON00000903,U0001631,3,2020-11-03 18:00:00,20201103,2000.0,1,2020-11-12 05:44:28,20201112.0
BON00000904,U0001112,1,2021-12-27 07:00:00,20211227,100.0,1,2021-12-31 15:22:58,20211231.0
BON00000905,U0000652,4,2025-10-06 17:00:00,20251006,1000.0,0,,
BON00000906,U0001494,1,2022-12-28 09:00:00,20221228,100.0,0,,
BON00000907,U0003066,1,2025-12-19 19:00:00,20251219,20.0,1,2025-12-21 20:01:15,20251221.0
BON00000908,U0002469,1,2022-04-24 00:00:00,20220424,50.0,0,,
BON00000909,U0001109,5,2023-11-14 16:00:00,20231114,20000.0,1,2023-11-17 03:57:01,20231117.0
BON00000910,U0002076,1,2025-03-04 10:00:00,20250304,20.0,0,,
BON00000911,U0002103,5,2022-06-08 04:00:00,20220608,10000.0,0,,
BON00000912,U0003740,3,2019-12-14 16:00:00,20191214,1000.0,1,2019-12-19 19:52:43,20191219.0
BON00000913,U0003284,1,2022-06-14 23:00:00,20220614,200.0,0,,
BON00000914,U0002951,3,2023-08-07 09:00:00,20230807,500.0,1,2023-08-11 21:15:00,20230811.0
BON00000915,U0003626,2,2024-07-03 03:00:00,20240703,1000.0,1,2024-07-07 04:19:00,20240707.0
BON00000916,U0003750,1,2021-12-21 19:00:00,20211221,200.0,0,,
BON00000917,U0002877,1,2024-10-09 17:00:00,20241009,200.0,0,,
BON00000918,U0000781,1,2024-03-23 23:00:00,20240323,100.0,0,,
BON00000919,U0001676,3,2022-07-30 01:00:00,20220730,200.0,1,2022-08-09 22:16:54,20220809.0
BON00000920,U0000871,3,2022-05-07 16:00:00,20220507,2000.0,1,2022-05-09 05:49:32,20220509.0
BON00000921,U0001176,2,2019-11-29 00:00:00,20191129,500.0,1,2019-12-03 18:02:35,20191203.0
BON00000922,U0000833,1,2019-12-24 11:00:00,20191224,200.0,1,2019-12-26 09:22:13,20191226.0
BON00000923,U0000283,3,2023-07-29 00:00:00,20230729,2000.0,1,2023-07-31 13:05:41,20230731.0
BON00000924,U0000453,1,2023-07-10 07:00:00,20230710,200.0,1,2023-07-18 03:44:55,20230718.0
BON00000925,U0002354,1,2024-12-15 20:00:00,20241215,50.0,1,2024-12-15 22:54:12,20241215.0
BON00000926,U0002415,4,2025-02-24 12:00:00,20250224,3000.0,0,,
BON00000927,U0002365,2,2021-02-02 02:00:00,20210202,2000.0,0,,
BON00000928,U0000922,2,2025-07-21 07:00:00,20250721,500.0,1,2025-07-22 03:22:51,20250722.0
BON00000929,U0000022,2,2021-02-26 19:00:00,20210226,10000.0,1,2021-03-01 12:40:40,20210301.0
BON00000930,U0002720,1,2019-09-21 07:00:00,20190921,100.0,1,2019-10-01 13:16:07,20191001.0
BON00000931,U0003408,1,2024-08-14 23:00:00,20240814,20.0,1,2024-09-05 17:28:21,20240905.0
BON00000932,U0001377,1,2020-12-22 22:00:00,20201222,50.0,1,2021-01-07 20:13:19,20210107.0
BON00000933,U0000169,3,2025-03-20 07:00:00,20250320,200.0,1,2025-03-24 14:55:10,20250324.0
BON00000934,U0000143,2,2019-02-27 20:00:00,20190227,2000.0,1,2019-03-18 09:47:28,20190318.0
BON00000935,U0002291,3,2023-03-24 23:00:00,20230324,200.0,1,2023-04-13 07:25:37,20230413.0
BON00000936,U0001066,4,2025-07-02 05:00:00,20250702,2000.0,1,2025-07-03 09:51:33,20250703.0
BON00000937,U0000569,3,2024-03-23 15:00:00,20240323,200.0,0,,
BON00000938,U0000109,2,2025-02-28 01:00:00,20250228,2000.0,0,,
BON00000939,U0000041,4,2022-12-30 12:00:00,20221230,500.0,1,2022-12-31 02:45:00,20221231.0
BON00000940,U0002172,2,2021-08-05 20:00:00,20210805,500.0,1,2021-08-23 13:28:56,20210823.0
BON00000941,U0002780,2,2024-02-25 06:00:00,20240225,10000.0,0,,
BON00000942,U0000449,2,2024-03-10 15:00:00,20240310,1000.0,0,,
BON00000943,U0002774,2,2019-12-13 12:00:00,20191213,10000.0,1,2019-12-18 02:44:20,20191218.0
BON00000944,U0003103,2,2024-11-12 06:00:00,20241112,500.0,1,2024-11-14 12:47:01,20241114.0
BON00000945,U0001125,2,2020-08-29 09:00:00,20200829,500.0,0,,
BON00000946,U0001365,3,2020-10-04 09:00:00,20201004,1000.0,1,2020-10-06 04:00:44,20201006.0
BON00000947,U0000760,2,2023-07-10 02:00:00,20230710,2000.0,0,,
BON00000948,U0001114,3,2025-03-08 10:00:00,20250308,1000.0,1,2025-03-10 09:10:15,20250310.0
BON00000949,U0000092,2,2020-12-21 07:00:00,20201221,2000.0,1,2021-01-02 10:50:29,20210102.0
BON00000950,U0000866,1,2020-06-19 22:00:00,20200619,50.0,1,2020-06-28 04:53:47,20200628.0
BON00000951,U0000653,3,2022-01-05 07:00:00,20220105,1000.0,0,,
BON00000952,U0002114,1,2024-10-03 01:00:00,20241003,50.0,0,,
BON00000953,U0000515,2,2022-07-10 02:00:00,20220710,5000.0,0,,
BON00000954,U0002115,4,2019-11-26 15:00:00,20191126,1000.0,1,2019-11-28 03:36:56,20191128.0
BON00000955,U0003060,3,2019-11-16 04:00:00,20191116,1000.0,1,2019-11-18 20:05:44,20191118.0
BON00000956,U0003898,1,2025-10-26 02:00:00,20251026,50.0,0,,
BON00000957,U0002304,3,2019-10-24 19:00:00,20191024,200.0,1,2019-11-12 01:16:47,20191112.0
BON00000958,U0002793,3,2022-01-16 07:00:00,20220116,1000.0,1,2022-01-27 13:19:14,20220127.0
BON00000959,U0000861,4,2023-12-29 06:00:00,20231229,2000.0,1,2023-12-30 04:42:52,20231230.0
BON00000960,U0002733,1,2024-10-27 01:00:00,20241027,100.0,1,2024-11-05 21:15:26,20241105.0
BON00000961,U0000621,4,2023-11-26 07:00:00,20231126,3000.0,1,2023-12-08 10:26:28,20231208.0
BON00000962,U0003574,1,2023-09-26 18:00:00,20230926,50.0,1,2023-09-29 00:30:26,20230929.0
BON00000963,U0002198,3,2024-01-13 09:00:00,20240113,200.0,0,,
BON00000964,U0000954,1,2022-11-27 12:00:00,20221127,50.0,1,2022-12-06 08:00:57,20221206.0
BON00000965,U0001915,1,2020-10-30 10:00:00,20201030,100.0,0,,
BON00000966,U0000332,3,2023-06-09 05:00:00,20230609,200.0,0,,
BON00000967,U0000534,1,2019-01-25 03:00:00,20190125,200.0,1,2019-02-12 11:00:52,20190212.0
BON00000968,U0003024,1,2025-03-06 13:00:00,20250306,20.0,0,,
BON00000969,U0001493,1,2022-09-13 14:00:00,20220913,100.0,1,2022-09-23 08:59:41,20220923.0
BON00000970,U0003516,2,2024-01-23 04:00:00,20240123,10000.0,1,2024-01-24 08:38:02,20240124.0
BON00000971,U0003237,1,2020-07-23 10:00:00,20200723,50.0,1,2020-08-02 12:58:57,20200802.0
BON00000972,U0001202,3,2022-01-17 14:00:00,20220117,2000.0,1,2022-01-26 10:55:29,20220126.0
BON00000973,U0002313,3,2019-04-11 00:00:00,20190411,200.0,1,2019-04-12 04:05:20,20190412.0
BON00000974,U0002429,4,2024-12-25 18:00:00,20241225,1000.0,1,2025-01-05 08:40:00,20250105.0
BON00000975,U0003970,1,2020-09-28 15:00:00,20200928,50.0,1,2020-10-04 16:00:40,20201004.0
BON00000976,U0003874,1,2024-04-20 00:00:00,20240420,20.0,1,2024-04-27 23:43:43,20240427.0
BON00000977,U0003834,2,2019-06-12 16:00:00,20190612,5000.0,1,2019-06-12 18:26:05,20190612.0
BON00000978,U0003526,1,2022-04-13 12:00:00,20220413,100.0,0,,
BON00000979,U0000578,2,2021-07-31 09:00:00,20210731,500.0,1,2021-08-08 10:16:34,20210808.0
BON00000980,U0003476,4,2025-12-10 10:00:00,20251210,500.0,1,2025-12-24 12:34:03,20251224.0
BON00000981,U0000978,5,2024-01-18 20:00:00,20240118,20000.0,1,2024-01-31 02:00:16,20240131.0
BON00000982,U0002944,3,2024-11-26 03:00:00,20241126,1000.0,1,2024-11-26 20:19:10,20241126.0
BON00000983,U0002274,1,2024-11-30 22:00:00,20241130,50.0,1,2024-12-02 22:12:16,20241202.0
BON00000984,U0003068,1,2021-05-04 08:00:00,20210504,20.0,0,,
BON00000985,U0000721,4,2024-09-22 03:00:00,20240922,3000.0,0,,
BON00000986,U0001171,1,2023-09-01 04:00:00,20230901,20.0,1,2023-09-02 18:49:42,20230902.0
BON00000987,U0000366,1,2025-09-02 09:00:00,20250902,20.0,1,2025-09-05 00:05:37,20250905.0
BON00000988,U0003194,1,2024-10-09 19:00:00,20241009,20.0,1,2024-10-27 07:16:25,20241027.0
BON00000989,U0000332,3,2021-08-21 18:00:00,20210821,200.0,1,2021-08-22 00:23:49,20210822.0
BON00000990,U0001152,1,2019-01-28 21:00:00,20190128,200.0,1,2019-02-06 23:41:38,20190206.0
BON00000991,U0001858,2,2023-01-24 05:00:00,20230124,1000.0,1,2023-01-25 13:03:27,20230125.0
BON00000992,U0002300,1,2020-03-11 03:00:00,20200311,20.0,1,2020-03-12 07:07:07,20200312.0
BON00000993,U0001752,3,2025-06-16 20:00:00,20250616,500.0,1,2025-06-16 21:03:48,20250616.0
BON00000994,U0000494,1,2019-08-19 01:00:00,20190819,100.0,0,,
BON00000995,U0002825,1,2019-09-08 19:00:00,20190908,50.0,1,2019-09-13 01:44:30,20190913.0
BON00000996,U0003321,5,2020-04-18 16:00:00,20200418,20000.0,1,2020-04-22 14:11:09,20200422.0
BON00000997,U0003069,5,2023-07-24 11:00:00,20230724,2000.0,1,2023-07-27 03:09:46,20230727.0
BON00000998,U0002336,2,2022-06-15 00:00:00,20220615,2000.0,0,,
BON00000999,U0000927,2,2019-03-30 08:00:00,20190330,500.0,1,2019-03-30 18:13:40,20190330.0
BON00001000,U0000275,1,2025-08-02 04:00:00,20250802,200.0,1,2025-08-03 14:55:44,20250803.0
BON00001001,U0002516,2,2024-02-18 08:00:00,20240218,5000.0,0,,
BON00001002,U0001898,3,2023-01-04 16:00:00,20230104,2000.0,1,2023-01-23 09:57:40,20230123.0
BON00001003,U0003709,4,2023-01-05 12:00:00,20230105,1000.0,1,2023-01-14 23:38:52,20230114.0
BON00001004,U0001953,3,2021-07-07 06:00:00,20210707,2000.0,0,,
BON00001005,U0003919,1,2021-04-15 14:00:00,20210415,20.0,0,,
BON00001006,U0002460,2,2020-03-21 23:00:00,20200321,1000.0,0,,
BON00001007,U0002471,2,2024-09-12 14:00:00,20240912,10000.0,0,,
BON00001008,U0001994,1,2024-08-20 10:00:00,20240820,200.0,1,2024-08-29 16:07:23,20240829.0
BON00001009,U0003958,4,2019-08-03 00:00:00,20190803,3000.0,1,2019-08-05 16:13:23,20190805.0
BON00001010,U0001830,2,2024-11-03 20:00:00,20241103,500.0,1,2024-11-04 08:39:03,20241104.0
BON00001011,U0002167,3,2021-09-14 17:00:00,20210914,2000.0,1,2021-10-01 06:38:10,20211001.0
BON00001012,U0000032,4,2022-01-12 19:00:00,20220112,3000.0,1,2022-01-14 04:17:34,20220114.0
BON00001013,U0001209,2,2019-02-07 13:00:00,20190207,10000.0,0,,
BON00001014,U0000850,1,2023-04-24 21:00:00,20230424,200.0,1,2023-04-25 08:46:37,20230425.0
BON00001015,U0002354,2,2023-03-20 10:00:00,20230320,500.0,1,2023-03-22 06:55:07,20230322.0
BON00001016,U0001773,5,2019-05-25 23:00:00,20190525,10000.0,1,2019-05-29 11:11:30,20190529.0
BON00001017,U0001766,1,2019-11-11 23:00:00,20191111,200.0,0,,
BON00001018,U0002936,3,2024-11-09 19:00:00,20241109,1000.0,1,2024-11-17 18:17:15,20241117.0
BON00001019,U0002028,4,2025-06-05 03:00:00,20250605,2000.0,1,2025-06-14 15:06:10,20250614.0
BON00001020,U0003333,1,2025-06-19 11:00:00,20250619,200.0,1,2025-06-22 05:14:38,20250622.0
BON00001021,U0003111,2,2022-01-01 04:00:00,20220101,10000.0,0,,
BON00001022,U0001779,1,2020-05-28 23:00:00,20200528,20.0,1,2020-05-29 20:56:04,20200529.0
BON00001023,U0000096,2,2022-02-03 11:00:00,20220203,10000.0,1,2022-02-03 15:40:43,20220203.0
BON00001024,U0001824,4,2021-12-22 05:00:00,20211222,3000.0,1,2021-12-22 14:58:38,20211222.0
BON00001025,U0002824,1,2020-06-19 21:00:00,20200619,50.0,0,,
BON00001026,U0000624,4,2021-01-09 01:00:00,20210109,1000.0,1,2021-01-16 01:54:47,20210116.0
BON00001027,U0002593,1,2020-07-06 02:00:00,20200706,200.0,1,2020-07-09 08:17:47,20200709.0
BON00001028,U0002805,4,2023-10-02 03:00:00,20231002,1000.0,1,2023-10-02 22:27:42,20231002.0
BON00001029,U0002932,2,2024-05-28 04:00:00,20240528,500.0,1,2024-05-30 00:15:44,20240530.0
BON00001030,U0003071,2,2022-02-09 18:00:00,20220209,2000.0,1,2022-02-17 11:54:46,20220217.0
BON00001031,U0001559,2,2023-05-20 02:00:00,20230520,1000.0,0,,
BON00001032,U0003931,2,2021-02-27 21:00:00,20210227,5000.0,0,,
BON00001033,U0003932,2,2025-03-19 18:00:00,20250319,500.0,1,2025-03-25 01:13:37,20250325.0
BON00001034,U0000586,5,2024-06-29 14:00:00,20240629,2000.0,1,2024-07-02 16:57:30,20240702.0
BON00001035,U0001989,2,2019-04-01 22:00:00,20190401,500.0,1,2019-04-05 02:27:49,20190405.0
BON00001036,U0003753,3,2025-12-23 23:00:00,20251223,2000.0,1,2025-12-26 00:26:26,20251226.0
BON00001037,U0000745,2,2022-11-02 07:00:00,20221102,500.0,0,,
BON00001038,U0002507,3,2023-03-15 02:00:00,20230315,200.0,0,,
BON00001039,U0001112,3,2019-12-22 00:00:00,20191222,1000.0,0,,
BON00001040,U0001928,3,2019-10-08 08:00:00,20191008,200.0,1,2019-10-10 04:59:50,20191010.0
BON00001041,U0000283,1,2023-09-25 04:00:00,20230925,50.0,1,2023-10-03 03:13:41,20231003.0
BON00001042,U0001326,2,2024-02-14 21:00:00,20240214,5000.0,1,2024-02-25 20:06:55,20240225.0
BON00001043,U0002983,1,2025-08-10 05:00:00,20250810,50.0,1,2025-08-23 02:23:24,20250823.0
BON00001044,U0001801,3,2023-02-26 03:00:00,20230226,200.0,1,2023-03-02 00:46:41,20230302.0
BON00001045,U0001322,2,2023-10-10 02:00:00,20231010,2000.0,1,2023-10-13 04:24:59,20231013.0
BON00001046,U0003025,2,2022-05-24 01:00:00,20220524,1000.0,0,,
BON00001047,U0003964,2,2020-08-20 02:00:00,20200820,2000.0,1,2020-08-21 11:06:32,20200821.0
BON00001048,U0001992,1,2021-11-03 01:00:00,20211103,200.0,1,2021-11-09 14:58:30,20211109.0
BON00001049,U0000515,1,2023-08-29 08:00:00,20230829,200.0,1,2023-09-06 00:26:03,20230906.0
BON00001050,U0001544,1,2022-12-05 06:00:00,20221205,100.0,1,2022-12-13 16:19:39,20221213.0
BON00001051,U0003993,1,2019-04-15 13:00:00,20190415,50.0,0,,
BON00001052,U0001890,2,2022-12-16 23:00:00,20221216,10000.0,1,2022-12-17 03:16:06,20221217.0
BON00001053,U0001378,2,2021-11-12 06:00:00,20211112,5000.0,0,,
BON00001054,U0002208,1,2022-07-27 21:00:00,20220727,200.0,1,2022-08-23 17:34:34,20220823.0
BON00001055,U0002109,1,2020-10-19 00:00:00,20201019,20.0,1,2020-10-31 15:21:33,20201031.0
BON00001056,U0002876,1,2025-09-08 09:00:00,20250908,200.0,1,2025-09-10 15:10:39,20250910.0
BON00001057,U0001526,2,2024-02-26 09:00:00,20240226,1000.0,1,2024-03-16 18:58:56,20240316.0
BON00001058,U0002248,2,2023-12-31 15:00:00,20231231,5000.0,0,,
BON00001059,U0001845,2,2022-10-30 01:00:00,20221030,2000.0,1,2022-11-07 12:49:28,20221107.0
BON00001060,U0001850,1,2024-01-30 16:00:00,20240130,50.0,1,2024-02-11 23:04:26,20240211.0
BON00001061,U0003457,3,2020-11-16 18:00:00,20201116,2000.0,1,2020-11-24 00:14:15,20201124.0
BON00001062,U0002134,4,2023-04-03 14:00:00,20230403,2000.0,1,2023-04-24 22:39:52,20230424.0
BON00001063,U0003789,5,2022-07-23 19:00:00,20220723,2000.0,1,2022-07-27 00:21:53,20220727.0
BON00001064,U0002058,2,2024-08-08 22:00:00,20240808,5000.0,1,2024-08-12 16:33:52,20240812.0
BON00001065,U0002750,1,2019-05-27 09:00:00,20190527,100.0,1,2019-06-02 18:40:52,20190602.0
BON00001066,U0000842,2,2020-10-04 18:00:00,20201004,2000.0,0,,
BON00001067,U0001799,4,2022-02-24 17:00:00,20220224,500.0,1,2022-02-26 15:22:09,20220226.0
BON00001068,U0002435,4,2019-11-25 15:00:00,20191125,3000.0,1,2019-11-26 05:11:55,20191126.0
BON00001069,U0003137,5,2019-08-03 09:00:00,20190803,2000.0,1,2019-08-04 22:29:38,20190804.0
BON00001070,U0003662,1,2020-07-05 09:00:00,20200705,20.0,1,2020-07-07 04:02:13,20200707.0
BON00001071,U0002685,2,2020-10-07 19:00:00,20201007,1000.0,1,2020-10-13 08:42:10,20201013.0
BON00001072,U0002982,3,2025-06-25 05:00:00,20250625,200.0,1,2025-06-27 02:56:12,20250627.0
BON00001073,U0002361,2,2023-11-18 07:00:00,20231118,1000.0,0,,
BON00001074,U0000877,3,2020-07-05 00:00:00,20200705,200.0,1,2020-07-14 21:08:09,20200714.0
BON00001075,U0003806,1,2020-08-30 18:00:00,20200830,100.0,0,,
BON00001076,U0003065,2,2024-04-18 19:00:00,20240418,1000.0,1,2024-04-20 10:26:18,20240420.0
BON00001077,U0002413,3,2021-11-30 15:00:00,20211130,500.0,1,2021-12-04 12:50:59,20211204.0
BON00001078,U0000475,2,2022-09-27 00:00:00,20220927,10000.0,0,,
BON00001079,U0002389,2,2022-02-23 15:00:00,20220223,2000.0,1,2022-02-24 11:17:11,20220224.0
BON00001080,U0000455,1,2020-08-08 08:00:00,20200808,200.0,1,2020-08-13 13:55:36,20200813.0
BON00001081,U0001240,2,2022-10-06 07:00:00,20221006,10000.0,1,2022-10-10 06:35:08,20221010.0
BON00001082,U0001928,2,2019-02-12 20:00:00,20190212,2000.0,1,2019-02-20 21:02:08,20190220.0
BON00001083,U0002521,1,2019-01-08 22:00:00,20190108,100.0,0,,
BON00001084,U0003423,2,2024-05-31 03:00:00,20240531,5000.0,0,,
BON00001085,U0002815,3,2023-08-29 08:00:00,20230829,500.0,1,2023-09-15 13:52:33,20230915.0
BON00001086,U0001664,2,2021-01-14 07:00:00,20210114,10000.0,1,2021-01-23 17:03:06,20210123.0
BON00001087,U0001543,2,2025-01-28 08:00:00,20250128,5000.0,1,2025-02-01 19:30:37,20250201.0
BON00001088,U0000620,1,2022-11-22 00:00:00,20221122,200.0,0,,
BON00001089,U0003127,2,2023-10-27 09:00:00,20231027,10000.0,0,,
BON00001090,U0003003,3,2020-06-27 12:00:00,20200627,200.0,0,,
BON00001091,U0000372,2,2020-08-06 07:00:00,20200806,10000.0,0,,
BON00001092,U0002922,5,2024-11-30 22:00:00,20241130,10000.0,1,2024-12-02 10:51:13,20241202.0
BON00001093,U0000323,4,2022-03-16 06:00:00,20220316,1000.0,1,2022-03-22 12:37:39,20220322.0
BON00001094,U0001407,2,2025-01-07 01:00:00,20250107,5000.0,1,2025-01-08 15:56:28,20250108.0
BON00001095,U0003084,4,2020-01-03 04:00:00,20200103,1000.0,1,2020-01-04 20:30:39,20200104.0
BON00001096,U0002381,1,2024-04-24 17:00:00,20240424,100.0,0,,
BON00001097,U0002258,1,2024-01-08 08:00:00,20240108,100.0,1,2024-01-13 01:41:03,20240113.0
BON00001098,U0003429,2,2021-08-18 04:00:00,20210818,1000.0,0,,
BON00001099,U0000768,1,2025-08-09 15:00:00,20250809,50.0,1,2025-08-10 15:56:50,20250810.0
BON00001100,U0002204,1,2022-12-10 04:00:00,20221210,200.0,0,,
BON00001101,U0003127,1,2020-02-21 08:00:00,20200221,100.0,0,,
BON00001102,U0002402,2,2021-08-22 08:00:00,20210822,10000.0,1,2021-08-25 04:18:20,20210825.0
BON00001103,U0000539,1,2022-10-15 23:00:00,20221015,50.0,0,,
BON00001104,U0001395,3,2023-03-17 19:00:00,20230317,500.0,1,2023-03-23 21:31:15,20230323.0
BON00001105,U0003945,4,2020-04-21 10:00:00,20200421,3000.0,1,2020-04-22 21:21:09,20200422.0
BON00001106,U0001434,1,2023-11-01 14:00:00,20231101,200.0,0,,
BON00001107,U0001262,2,2020-02-19 11:00:00,20200219,5000.0,1,2020-02-26 05:25:15,20200226.0
BON00001108,U0002348,4,2021-03-10 08:00:00,20210310,1000.0,1,2021-03-11 11:40:53,20210311.0
BON00001109,U0000864,1,2023-09-18 20:00:00,20230918,50.0,1,2023-09-20 05:49:20,20230920.0
BON00001110,U0002844,2,2020-10-14 19:00:00,20201014,10000.0,1,2020-10-28 21:11:27,20201028.0
BON00001111,U0001739,1,2022-09-30 18:00:00,20220930,50.0,1,2022-10-09 21:19:35,20221009.0
BON00001112,U0003373,2,2023-05-23 06:00:00,20230523,2000.0,1,2023-05-27 21:08:29,20230527.0
BON00001113,U0003898,1,2023-05-27 03:00:00,20230527,50.0,0,,
BON00001114,U0003539,2,2023-05-02 21:00:00,20230502,10000.0,0,,
BON00001115,U0000833,3,2021-03-07 03:00:00,20210307,2000.0,1,2021-03-09 14:15:08,20210309.0
BON00001116,U0001413,5,2019-06-18 22:00:00,20190618,2000.0,1,2019-06-26 02:31:14,20190626.0
BON00001117,U0002035,4,2019-02-04 18:00:00,20190204,500.0,1,2019-02-21 20:54:31,20190221.0
BON00001118,U0003461,3,2021-05-28 16:00:00,20210528,500.0,1,2021-06-04 12:30:16,20210604.0
BON00001119,U0003375,2,2023-12-22 04:00:00,20231222,5000.0,1,2023-12-25 09:18:44,20231225.0
BON00001120,U0000167,1,2024-07-26 20:00:00,20240726,50.0,1,2024-08-01 09:07:40,20240801.0
BON00001121,U0000958,2,2021-06-26 09:00:00,20210626,2000.0,1,2021-07-04 20:18:45,20210704.0
BON00001122,U0001086,2,2023-12-28 15:00:00,20231228,2000.0,1,2023-12-29 16:45:55,20231229.0
BON00001123,U0002626,3,2024-12-26 07:00:00,20241226,500.0,0,,
BON00001124,U0002315,1,2022-12-15 17:00:00,20221215,100.0,0,,
BON00001125,U0001008,4,2020-02-19 11:00:00,20200219,2000.0,1,2020-03-15 17:16:39,20200315.0
BON00001126,U0001420,4,2019-11-02 18:00:00,20191102,2000.0,1,2019-11-03 04:09:19,20191103.0
BON00001127,U0002193,2,2019-10-27 20:00:00,20191027,5000.0,1,2019-11-08 09:55:40,20191108.0
BON00001128,U0000145,2,2020-12-15 20:00:00,20201215,1000.0,1,2020-12-26 19:29:35,20201226.0
BON00001129,U0001916,5,2023-10-01 05:00:00,20231001,5000.0,0,,
BON00001130,U0003619,4,2021-03-21 14:00:00,20210321,3000.0,0,,
BON00001131,U0000485,2,2025-09-25 21:00:00,20250925,500.0,0,,
BON00001132,U0000232,5,2024-02-22 15:00:00,20240222,20000.0,0,,
BON00001133,U0003135,4,2020-03-06 14:00:00,20200306,2000.0,1,2020-03-17 08:34:55,20200317.0
BON00001134,U0000776,2,2020-08-13 18:00:00,20200813,500.0,0,,
BON00001135,U0002705,2,2021-05-06 18:00:00,20210506,5000.0,0,,
BON00001136,U0001220,1,2019-01-25 23:00:00,20190125,100.0,1,2019-01-31 00:04:53,20190131.0
BON00001137,U0002241,2,2020-12-15 07:00:00,20201215,5000.0,1,2020-12-20 16:48:27,20201220.0
BON00001138,U0003610,1,2021-06-14 00:00:00,20210614,200.0,0,,
BON00001139,U0001711,1,2021-04-16 19:00:00,20210416,50.0,0,,
BON00001140,U0000766,1,2021-05-20 23:00:00,20210520,20.0,1,2021-05-22 20:47:00,20210522.0
BON00001141,U0003257,3,2024-03-28 19:00:00,20240328,1000.0,1,2024-04-01 01:06:41,20240401.0
BON00001142,U0003327,2,2020-02-06 20:00:00,20200206,500.0,1,2020-02-19 15:04:37,20200219.0
BON00001143,U0002017,1,2023-08-28 14:00:00,20230828,100.0,1,2023-09-05 10:02:47,20230905.0
