campaign_id,player_id,offer_id,email_sent_date,country,segment,platform_preference,lapsed_days,last_purchase_date
CMP_2026_REACT_LAPSED_01,P00236,OFF_MATCH20_100,2026-01-03,CA,Core,Web,405,2024-05-09
CMP_2026_REACT_LAPSED_01,P00237,OFF_MATCH20_100,2026-01-05,FR,Casual,Android,728,2023-09-18
CMP_2026_REACT_LAPSED_01,P00238,OFF_FS10,2026-01-05,FR,Casual,Web,494,2023-09-19
CMP_2026_REACT_LAPSED_01,P00239,OFF_MATCH20_100,2026-01-03,CA,Casual,Web,895,2024-02-29
CMP_2026_REACT_LAPSED_01,P00240,OFF_MATCH20_100,2026-01-03,BE,Casual,iOS,426,2023-08-04
CMP_2026_REACT_LAPSED_01,P00241,OFF_MATCH20_100,2026-01-02,FR,Casual,Web,430,2023-12-20
CMP_2026_REACT_LAPSED_01,P00242,OFF_MATCH20_100,2026-01-02,BE,VIP,Android,489,2024-01-29
CMP_2026_REACT_LAPSED_01,P00243,OFF_FS10,2026-01-05,FR,Core,Web,649,2024-08-15
CMP_2026_REACT_LAPSED_01,P00244,OFF_MATCH20_100,2026-01-04,CA,Casual,Web,797,2024-09-13
CMP_2026_REACT_LAPSED_01,P00245,OFF_FS10,2026-01-03,CH,Core,Web,688,2024-08-23
CMP_2026_REACT_LAPSED_01,P00246,OFF_MATCH20_100,2026-01-03,MA,Casual,iOS,409,2024-01-05
CMP_2026_REACT_LAPSED_01,P00247,OFF_MATCH20_100,2026-01-04,BE,Core,Android,413,2024-06-04
CMP_2026_REACT_LAPSED_01,P00248,OFF_FS10,2026-01-02,MA,Casual,Web,466,2024-12-16
CMP_2026_REACT_LAPSED_01,P00249,OFF_FS10,2026-01-04,FR,Casual,Web,773,2024-01-31
CMP_2026_REACT_LAPSED_01,P00250,OFF_MATCH20_100,2026-01-05,FR,Casual,iOS,797,2024-11-20
CMP_2026_REACT_LAPSED_01,P00251,OFF_MATCH20_100,2026-01-02,FR,Casual,iOS,732,2024-06-06
CMP_2026_REACT_LAPSED_01,P00252,OFF_FS10,2026-01-05,CA,Casual,iOS,689,2024-02-13
CMP_2026_REACT_LAPSED_01,P00253,OFF_FS10,2026-01-04,FR,Casual,Web,430,2024-07-09
CMP_2026_REACT_LAPSED_01,P00254,OFF_FS10,2026-01-04,BE,Core,Web,776,2024-10-31
CMP_2026_REACT_LAPSED_01,P00255,OFF_MATCH20_100,2026-01-03,FR,Casual,Android,547,2023-12-08
CMP_2026_REACT_LAPSED_01,P00256,OFF_FS10,2026-01-03,CA,Casual,Android,374,2024-02-28
CMP_2026_REACT_LAPSED_01,P00257,OFF_MATCH20_100,2026-01-03,FR,Casual,Web,832,2024-08-01
CMP_2026_REACT_LAPSED_01,P00258,OFF_MATCH20_100,2026-01-03,FR,Casual,Android,829,2023-11-11
CMP_2026_REACT_LAPSED_01,P00259,OFF_FS10,2026-01-05,FR,VIP,Web,673,2024-11-12
CMP_2026_REACT_LAPSED_01,P00260,OFF_FS10,2026-01-03,FR,Casual,Android,802,2024-11-14
CMP_2026_REACT_LAPSED_01,P00261,OFF_MATCH20_100,2026-01-05,FR,Core,Android,417,2024-05-29
CMP_2026_REACT_LAPSED_01,P00262,OFF_MATCH20_100,2026-01-04,BE,Casual,iOS,840,2023-09-02
CMP_2026_REACT_LAPSED_01,P00263,OFF_MATCH20_100,2026-01-02,FR,Core,iOS,639,2024-02-26
CMP_2026_REACT_LAPSED_01,P00264,OFF_MATCH20_100,2026-01-02,MA,Casual,Web,554,2023-09-20
CMP_2026_REACT_LAPSED_01,P00265,OFF_FS10,2026-01-03,FR,Casual,Android,542,2024-08-02
CMP_2026_REACT_LAPSED_01,P00266,OFF_FS10,2026-01-03,FR,Core,iOS,786,2024-07-07
CMP_2026_REACT_LAPSED_01,P00267,OFF_FS10,2026-01-04,CA,Core,iOS,836,2024-02-02
CMP_2026_REACT_LAPSED_01,P00268,OFF_MATCH20_100,2026-01-03,FR,Casual,iOS,835,2024-07-26
CMP_2026_REACT_LAPSED_01,P00269,OFF_MATCH20_100,2026-01-03,FR,Casual,Web,397,2024-12-12
CMP_2026_REACT_LAPSED_01,P00270,OFF_FS10,2026-01-05,MA,Casual,Android,845,2023-11-19
CMP_2026_REACT_LAPSED_01,P00271,OFF_MATCH20_100,2026-01-05,FR,Casual,iOS,372,2024-06-02
CMP_2026_REACT_LAPSED_01,P00272,OFF_MATCH20_100,2026-01-04,CH,VIP,iOS,408,2024-04-05
CMP_2026_REACT_LAPSED_01,P00273,OFF_MATCH20_100,2026-01-02,FR,Core,Web,394,2024-09-08
CMP_2026_REACT_LAPSED_01,P00274,OFF_MATCH20_100,2026-01-03,FR,Casual,iOS,668,2024-07-27
CMP_2026_REACT_LAPSED_01,P00275,OFF_MATCH20_100,2026-01-04,BE,Casual,Web,615,2024-08-17
CMP_2026_REACT_LAPSED_01,P00276,OFF_MATCH20_100,2026-01-04,FR,Casual,Android,619,2024-04-30
CMP_2026_REACT_LAPSED_01,P00277,OFF_FS10,2026-01-04,FR,Casual,Web,384,2024-01-13
CMP_2026_REACT_LAPSED_01,P00278,OFF_MATCH20_100,2026-01-02,BE,Casual,Web,504,2023-12-10
CMP_2026_REACT_LAPSED_01,P00279,OFF_FS10,2026-01-04,BE,Casual,Web,843,2024-02-21
CMP_2026_REACT_LAPSED_01,P00280,OFF_FS10,2026-01-05,FR,VIP,Web,824,2024-03-17
CMP_2026_REACT_LAPSED_01,P00281,OFF_FS10,2026-01-02,FR,Casual,Android,397,2024-02-10
CMP_2026_REACT_LAPSED_01,P00282,OFF_MATCH20_100,2026-01-02,MA,Casual,Web,883,2024-06-27
CMP_2026_REACT_LAPSED_01,P00283,OFF_MATCH20_100,2026-01-05,FR,Core,iOS,747,2023-12-25
CMP_2026_REACT_LAPSED_01,P00284,OFF_FS10,2026-01-03,CA,Casual,Web,576,2024-07-04
CMP_2026_REACT_LAPSED_01,P00285,OFF_FS10,2026-01-02,FR,Casual,Web,542,2023-09-27
CMP_2026_REACT_LAPSED_01,P00286,OFF_MATCH20_100,2026-01-03,FR,Casual,Web,519,2024-06-25
CMP_2026_REACT_LAPSED_01,P00287,OFF_MATCH20_100,2026-01-02,FR,Core,Web,887,2024-02-28
CMP_2026_REACT_LAPSED_01,P00288,OFF_FS10,2026-01-04,BE,Casual,iOS,642,2024-04-15
CMP_2026_REACT_LAPSED_01,P00289,OFF_FS10,2026-01-05,CH,Casual,Web,689,2024-12-10
CMP_2026_REACT_LAPSED_01,P00290,OFF_FS10,2026-01-04,CA,Casual,Web,750,2024-12-12
CMP_2026_REACT_LAPSED_01,P00291,OFF_FS10,2026-01-04,CH,Core,iOS,857,2024-03-17
CMP_2026_REACT_LAPSED_01,P00292,OFF_MATCH20_100,2026-01-02,CA,Core,Web,411,2024-09-22
CMP_2026_REACT_LAPSED_01,P00293,OFF_FS10,2026-01-05,CA,Casual,Android,855,2023-10-03
CMP_2026_REACT_LAPSED_01,P00294,OFF_MATCH20_100,2026-01-03,FR,Core,Web,759,2024-01-03
CMP_2026_REACT_LAPSED_01,P00295,OFF_MATCH20_100,2026-01-05,CA,Casual,Android,533,2024-03-07
CMP_2026_REACT_LAPSED_01,P00296,OFF_MATCH20_100,2026-01-02,FR,Casual,Web,404,2024-04-07
CMP_2026_REACT_LAPSED_01,P00297,OFF_FS10,2026-01-04,FR,Casual,Android,482,2023-07-24
CMP_2026_REACT_LAPSED_01,P00298,OFF_FS10,2026-01-05,FR,Casual,Web,614,2024-06-25
CMP_2026_REACT_LAPSED_01,P00299,OFF_FS10,2026-01-02,CA,Casual,Web,385,2024-02-09
CMP_2026_REACT_LAPSED_01,P00300,OFF_MATCH20_100,2026-01-02,BE,Casual,Web,397,2023-09-14
